Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2015,1,343807869110,6138231634,-53440632055,-67799430228,14358798173,0,0,0,13367495746,0,0,0,0,245424851012,-126187196046,0,0,0,0,0,-76147915130,0,-15342556033,-2821466704,-87893667985,-87893667985,-22181480799,0,0,0,0,-65712187186,0,0,0,-182205605852,63219245160,0,0,0,0,0,0,0,-59376837501,-59376837501,0,0,3842407659,0,0,12724267320,-1336596698,11387670622,79058125,-1593383,77464742,0,15307543023,0,-3432999465,11874543558,0,11874543558,237
2015,2,301102837582,25052310404,-50263273920,-62838729851,12575455931,0,0,0,10212448848,3161587400,0,0,3161587400,250294913989,-91854262515,0,0,0,0,0,-85146040925,0,8218232151,-2633164184,-122988694655,-122988694655,-27976417721,0,0,0,0,-95012276934,0,0,0,-202549667613,47745246376,0,0,0,0,0,0,0,-54238458485,-54238458485,0,0,-6493212109,0,0,15029858706,-3441749522,11588109184,5095776717,-3107733843,1988042874,0,7082939949,0,-1546909278,5536030671,26559924,5509470747,111
2016,1,350009464550,10344920201,-63142249652,-58596676435,-4545573217,0,0,0,15825249922,158282043,0,0,158282043,310233197992,-75220781065,0,0,0,0,0,-68945596360,0,-41256041723,-3017577084,-103395364429,-103395364429,-23670074507,0,0,0,0,-79725289922,0,0,0,-216614579596,93618618396,0,0,0,0,0,0,0,-63367428067,-63367428067,0,0,30251190329,0,0,13432801517,-1576587551,11856213966,1869967884,-1548645850,321322034,0,42428726329,0,-8679222990,33749503339,-246237492,33995740831,680
2016,2,451847138955,11616688060,-94893200529,-126478908145,31585707616,0,0,0,23986887128,2614636263,0,0,2614636263,330687052404,-116927122352,0,0,0,0,0,-106767523265,-6387426273,-3660230067,3017577084,-141322666030,-141322666030,-30626378111,0,0,0,0,-110696287919,0,0,0,-255120268551,75566783853,0,0,0,0,0,0,0,-78404938326,-78404938326,0,0,-2838154473,0,0,29619882860,-10966235157,18653647703,3420717105,-1428299647,1992417458,0,17807910688,0,-3451712668,14356198020,223430924,14132767096,283
2016,3,456766667875,3805394394,-68006975028,-60761946774,-7245028254,0,0,0,17564838478,503118990,0,0,503118990,425915789514,-107997523309,0,0,0,0,0,-103040636706,0,-66650218596,-3998101155,-176496223501,-176496223501,-31594622564,0,0,0,0,-144901600937,0,0,0,-350185179958,75730609556,0,0,0,0,0,0,0,-70135017455,-70135017455,0,0,5595592101,0,0,15868507572,-3805583731,12062923841,3806241047,-3046779263,759461784,0,18417977726,0,-3717492716,14700485010,9089996,14691395014,294
2016,4,479852062550,-5599496961,-64940697204,-82751052565,17810355361,0,0,0,18432350660,917052629,0,0,917052629,356038110509,-134598402316,0,0,0,0,0,-122754629422,0,55030892991,-3915015131,-154571413859,-154571413859,-33447175825,0,0,0,0,-121124238034,0,0,0,-226210165421,129827945088,0,0,0,0,0,0,0,-130073360126,-130073360126,0,0,-245415038,0,0,29084972478,-17655771268,11429201210,2121640057,-3672439266,-1550799209,0,9632986963,0,-2173244936,7459742027,24545406,7435196621,20
2017,1,416838237764,4757425472,-75103920780,-89764316711,14660395931,0,0,0,20213623295,239571195,0,0,239571195,337154777978,-119048863926,0,0,0,0,0,-87481768711,0,-49949872481,-3318313465,-129351032062,-129351032062,-26720225052,0,0,0,0,-102630807010,0,0,0,-270100986719,67053791259,0,0,0,0,0,0,0,-75918017029,-75918017029,0,0,-8864225770,0,0,37358326560,-11297822316,26060504244,3852246575,-875245735,2977000840,0,20173279314,0,-4067655863,16105623451,11371176,16094252275,169
2017,2,495970759628,18724175581,-121069547881,-106409151950,-14660395931,0,0,5896052572,32903665381,14359000118,0,0,14359000118,419867547830,-133164851725,0,0,0,0,0,-129360641345,0,-10178613715,-4082857831,-151274852130,-151274852130,-30897009704,0,0,0,0,-120377842426,0,0,0,-294896965021,124970582809,0,0,0,0,0,0,0,-101803535060,-101803535060,0,0,23167047749,0,0,40405566881,-5183970864,35221596017,2505652208,-6865969999,-4360317791,0,54028325975,0,-10878043130,43150282845,26850799,43123432046,571
2017,3,511075065251,5306303311,-81074390171,-103703492619,22629102448,0,0,0,23591312270,2479113781,0,0,2479113781,430129362374,-149688843442,0,0,0,0,0,-139652915989,0,-36764841792,-4126778759,-166548503961,-166548503961,-28325150723,0,0,0,0,-138223353238,0,0,0,-347093040501,83036321873,0,0,0,0,0,0,0,-95665897664,-95665897664,0,0,-12629575791,0,0,19208374499,-952084116,18256290383,5029360530,-3060603952,1968756578,0,7595471170,0,-1565522189,6029948981,-38221975,6068170956,75
2017,4,496926105355,1731241514,-75070720050,-70596041194,-4474678856,0,0,0,24269721176,-9309156259,0,0,-9309156259,420297103026,-152762546602,0,0,0,0,0,-143752694485,0,-81082253436,11369386944,-180159530657,-180159530657,-34836686839,0,0,0,0,-145322843818,0,0,0,-393625091634,26672011392,0,0,0,0,0,0,0,-55989917438,-55989917438,0,0,-29317906046,0,0,67850919497,-67240455782,610463715,10271269991,-7424600865,2846669126,0,-25860773205,0,5009815472,-20850957733,-50469293,-20800488440,-260
2018,1,427794145008,28703994684,-93727992021,-104601479202,10873487181,0,0,0,29406398717,475026051,0,0,475026051,367098118510,-147441040188,0,0,0,0,0,-122861928256,0,-41916123273,-3518966603,-135984041687,-135984041687,-31466349251,0,0,0,0,-104517692436,0,0,0,-304281059819,62817058691,0,0,0,0,0,0,0,-79564983721,-79564983721,0,0,-16747925030,0,0,32558658030,-1271859400,31286798630,2919509982,-2394194570,525315412,0,15064189012,0,-3047523190,12016665822,-2686415,12019352237,150
