Year,Quarter,1. Premium received and interest income received,2. Payments to suppliers,3. Payments to employees,4. Interest payment,5. Payments for enterprise income tax,6. Other cash receipts,7. Other cash disbursements,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal and liquidation of fixed assets,3. Loans to other entities and payments for purchase of debt instruments of other entities,4. Collections from borrowers and proceeds from sale of debt instruments of other entities,5. ,6. Withrawals of investments in other entities,"7. Interest received, dividends received and profit shares",8. Cash transfer under trusted investment arrangement,9. Cash receipt from trusted investment arrangement,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Cash receipts from issuing shares,"2. Payments to shareholders, repurchasing shares",3. Cash receipts from short and long term loans,4. Payments for original loans,5. Payments for financial loans,6. Dividends paid out,7. Refund to investors and shares premium paid to MOF,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,IMPACT OF EXCHANGE RATE FLUCTUATION,Cash and cash equivalents at the end of period
2011,0,12773260006,-59952822767,-47547606405,0,-28758426916,1180643481206,-1035616693716,21541191408,-15540518768,0,-186686130680,225787517614,0,0,30842202070,0,0,54403070236,0,0,337157264530,-414165549948,0,0,0,-77008285418,-1064023774,33281121755,5460813,32222558794
2012,0,12577651258,-39803826381,-60160708163,0,-61178943349,662494030754,-438740664561,75187539558,-4432696427,0,-191491696365,68623580432,0,0,40892359179,0,0,-86408453181,0,0,170000000000,-181678786613,0,0,0,-11678786613,-22899700236,52509535648,-62595619,29547239793
2013,0,1539869921962,-62046266663,-84957797899,0,-80357333232,0,-1217515814764,94992709404,-4196717287,0,0,0,-35000000000,38518329037,17469869764,0,0,16791481514,52666952170,0,124769113278,-194621804294,0,-33279078252,0,-50464817098,61319373820,29547239793,0,90866613613
2014,0,1083677312010,-113849460072,-107255260306,0,-61039849601,2137937068480,-2887486419163,51983391348,-53726643469,0,0,0,-328213518500,43998900000,60288043821,0,0,-277653218148,47333047830,0,379191002094,-217183326750,0,-25857230966,0,183483492208,-42186334592,90866613613,0,48680279021
2015,0,1465999166768,-235606844767,-153136280033,0,-83240700681,886490018736,-1458572511987,421932848036,-13709788015,0,-307361085135,0,0,6084750000,35255513242,0,0,-279730609908,0,0,361006125875,-410799358176,0,-26123341524,0,-75916573825,66285664303,187780279021,0,254065943324
2016,0,1799531259342,-321573537986,-198828224899,0,-111163025096,352039757553,-1140638672864,379367556050,-15650298637,0,-1059953885166,0,0,127910349400,69619486077,0,0,-878074348326,300000000000,0,637230016996,-615318643337,0,-36492552972,0,285418820687,-213287971589,254065943324,0,40777971735
2017,0,2048716080260,-82436098151,-241352152175,0,-118208051505,372859842448,-2031960376589,-52380755712,-11057313116,0,-567793530000,0,0,718059980000,0,0,0,139209136884,0,0,2541953461009,-2591047690840,0,-43925288737,0,-93019518568,-6191137396,40777971735,0,34586834339
2018,0,2308878997166,-1596581658012,-247006045202,-3750603911,-32033152076,699263591728,-699045869526,429725260167,-25353557368,27306118181,-1299500000000,1121448899998,-128440000000,15300000000,110258998423,0,0,-178979540766,0,0,529155057019,-656907619247,0,-109600000,0,-127862162228,122883557173,33367478831,5473451,156256509455
2019,0,2753161653356,-2825247609094,-309790977762,-6051592057,-24354524336,1292368912750,-648194793028,231891069829,-7268853349,485500000,-1835000000000,963507005000,0,0,131409701526,0,0,-746866646823,456519040000,0,378752252342,-360980501498,0,-102799159400,0,371491631444,-143483945550,156256509455,-27095622,12745468283
