date,close,volume
2017-11-17,909,989
2017-11-20,945,522
2017-11-21,968,772
2017-11-22,992.1,372
2017-11-23,968,530
2017-11-24,930.1,500
2017-11-27,947.8,550
2017-11-28,951,497
2017-11-29,969.4,306
2017-11-30,971,517
2017-12-01,978,374
2017-12-04,1005,362
2017-12-05,976,876
2017-12-06,951,926
2017-12-07,944.1,786
2017-12-08,948.9,510
2017-12-11,908,464
2017-12-12,907,1189
2017-12-13,908.9,1305
2017-12-14,930,1173
2017-12-15,945,1869
2017-12-18,971,2194
2017-12-19,956,4861
2017-12-20,962.5,7098
2017-12-21,955,8939
2017-12-22,956,15441
2017-12-25,961.3,9454
2017-12-26,976,12333
2017-12-27,966,14534
2017-12-28,977.9,13077
2017-12-29,980,16735
2018-01-02,999,11347
2018-01-03,1012.8,16134
2018-01-04,1023.9,13815
2018-01-05,1012,16296
2018-01-08,1030,13326
2018-01-09,1042,17655
2018-01-10,1040,17692
2018-01-11,1052.8,16763
2018-01-12,1051.5,19166
2018-01-15,1059,15375
2018-01-16,1058,15517
2018-01-17,1024,11550
2018-01-18,1044.3,12075
