date,close,volume
2019-05-17,893.2,537
2019-05-20,909.5,709
2019-05-21,910.9,538
2019-05-22,908.3,453
2019-05-23,909.9,549
2019-05-24,900,1151
2019-05-27,900.3,850
2019-05-28,902.7,1200
2019-05-29,899.7,1029
2019-05-30,898.9,524
2019-05-31,870,863
2019-06-03,859,1298
2019-06-04,864.2,1044
2019-06-05,866,659
2019-06-06,865,893
2019-06-07,873.1,605
2019-06-10,878.6,1016
2019-06-11,877.3,612
2019-06-12,867.3,932
2019-06-13,864,1900
2019-06-14,864.4,1984
2019-06-17,858,5302
2019-06-18,859.8,9872
2019-06-19,880,18384
2019-06-20,884,56006
2019-06-21,885,77707
2019-06-24,881.6,86004
2019-06-25,875.1,97557
2019-06-26,872.6,82131
2019-06-27,856.9,98489
2019-06-28,867.9,134483
2019-07-01,888.4,83943
2019-07-02,874,162600
2019-07-03,874,136789
2019-07-04,886,112697
2019-07-05,882.5,99465
2019-07-08,873.5,102246
2019-07-09,874.5,118718
2019-07-10,877.6,95626
2019-07-11,880,121912
2019-07-12,873.6,109775
2019-07-15,879,102320
2019-07-16,880.8,87075
2019-07-17,878,67671
2019-07-18,870.8,26981
