date,close,volume
2018-04-20,1143,143
2018-04-23,1112.8,100
2018-04-24,1108,140
2018-04-26,1068.9,104
2018-04-27,1071.5,131
2018-05-02,1058.8,190
2018-05-03,1071.5,146
2018-05-04,1070,117
2018-05-07,1099.6,174
2018-05-08,1101,141
2018-05-09,1092.1,84
2018-05-10,1064.8,95
2018-05-11,1079.9,169
2018-05-14,1097.5,112
2018-05-15,1103.8,89
2018-05-16,1082.4,104
2018-05-17,1069.8,106
2018-05-18,1072.2,134
2018-05-21,1059,284
2018-05-22,1019,207
2018-05-23,1029,194
2018-05-24,1012.1,133
2018-05-25,987.9,140
2018-05-28,938.5,322
2018-05-29,967,306
2018-05-30,957,206
2018-05-31,999,150
2018-06-01,1007,323
2018-06-04,1029.9,114
2018-06-05,1029.8,151
2018-06-06,1052.1,201
2018-06-07,1054.9,131
2018-06-08,1055,95
2018-06-11,1056.9,243
2018-06-12,1047,223
2018-06-13,1054.8,130
2018-06-14,1041.9,95
2018-06-15,1042,57
2018-06-18,1004.8,124
2018-06-19,960.1,288
2018-06-20,981.5,222
2018-06-21,961.9,259
2018-06-22,975,177
2018-06-25,981.9,329
2018-06-26,970,275
2018-06-27,954.9,133
2018-06-28,939,249
2018-06-29,941.6,214
2018-07-02,920.5,263
2018-07-03,892.1,187
2018-07-04,892.4,275
2018-07-05,865,171
2018-07-06,918,258
2018-07-09,889.8,270
2018-07-10,891.2,263
2018-07-11,869.8,254
2018-07-12,874.2,233
2018-07-13,903,299
2018-07-16,908,132
2018-07-17,921,127
2018-07-18,935.8,299
2018-07-19,940,266
2018-07-20,945.5,135
2018-07-23,929.9,208
2018-07-24,925.9,146
2018-07-25,913,178
2018-07-26,917.2,83
2018-07-27,924.2,48
2018-07-30,937.2,85
2018-07-31,940.7,52
2018-08-01,934.5,60
2018-08-02,937,98
2018-08-03,938,59
2018-08-06,932,79
2018-08-07,932.5,69
2018-08-08,941.1,133
2018-08-09,940.9,106
2018-08-10,944.6,84
2018-08-13,950.3,52
2018-08-14,958.5,89
2018-08-15,945,77
2018-08-16,945.7,155
2018-08-17,944.3,108
2018-08-20,944.9,131
2018-08-21,958,79
2018-08-22,957.7,64
2018-08-23,959,46
2018-08-24,960.1,43
2018-08-27,962,38
2018-08-28,966,28
2018-08-29,961,30
2018-08-30,968.9,44
2018-08-31,963.7,85
2018-09-04,955.9,75
2018-09-05,940.6,94
2018-09-06,934.2,98
2018-09-07,944,96
2018-09-10,937.8,35
2018-09-11,953.8,110
2018-09-12,948,153
2018-09-13,950.3,134
2018-09-14,955.2,42
2018-09-17,947,27
2018-09-18,958,107
2018-09-19,962.3,148
2018-09-20,972.6,70
2018-09-21,978,184
2018-09-24,982,66
2018-09-25,978.1,38
2018-09-26,981.9,57
2018-09-27,985,28
2018-09-28,987.7,21
2018-10-01,985,38
2018-10-02,984.4,58
2018-10-03,985.1,29
2018-10-04,989.2,31
2018-10-05,984.7,52
2018-10-08,972.2,74
2018-10-09,972.8,20
2018-10-10,970.9,27
2018-10-11,924.4,286
2018-10-12,944.9,344
2018-10-15,923,235
2018-10-16,937.1,138
2018-10-17,946.5,111
2018-10-18,930.3,120
2018-10-19,931.5,298
2018-10-22,920.8,318
2018-10-23,901.4,503
2018-10-24,888.5,783
2018-10-25,886,634
2018-10-26,872,769
2018-10-29,878,865
2018-10-30,874.5,509
2018-10-31,899.9,367
2018-11-01,880.5,558
2018-11-02,906.9,786
2018-11-05,897.2,680
2018-11-06,895,672
2018-11-07,894.9,650
2018-11-08,893.9,437
2018-11-09,880,913
2018-11-12,882.1,2414
2018-11-13,869,4989
2018-11-14,862,11263
2018-11-15,866.8,67895
2018-11-16,870,121319
2018-11-19,881,89525
2018-11-20,881.3,117888
2018-11-21,895,114488
2018-11-22,892,114410
2018-11-23,886.8,98860
2018-11-26,890.4,102089
2018-11-27,884.4,103148
2018-11-28,890.3,105558
2018-11-29,885.2,102906
2018-11-30,887.5,124714
2018-12-03,915,105875
2018-12-04,912.8,144157
2018-12-05,915.5,157723
2018-12-06,909,143614
2018-12-07,914.1,125888
2018-12-10,913.9,116921
2018-12-11,914.1,117500
2018-12-12,920.8,96037
2018-12-13,923.9,92408
2018-12-14,913.1,82231
2018-12-17,897,101062
2018-12-18,894.6,122686
2018-12-19,884.5,122924
2018-12-20,878.5,80638
