date,close,volume
2018-07-20,946,64
2018-07-23,930.2,51
2018-07-24,929.3,79
2018-07-25,915,76
2018-07-26,918.5,61
2018-07-27,925,117
2018-07-30,940,50
2018-07-31,941,82
2018-08-01,936.9,72
2018-08-02,928.5,70
2018-08-03,939.1,38
2018-08-06,934.7,46
2018-08-07,935,98
2018-08-08,942.3,60
2018-08-09,942.2,84
2018-08-10,947,38
2018-08-13,952,66
2018-08-14,958.5,47
2018-08-15,949.4,73
2018-08-16,947.5,70
2018-08-17,947,46
2018-08-20,945.5,35
2018-08-21,959.8,38
2018-08-22,958.9,56
2018-08-23,962.8,36
2018-08-24,959.8,45
2018-08-27,966,32
2018-08-28,966,32
2018-08-29,965.4,19
2018-08-30,970,30
2018-08-31,966.2,30
2018-09-04,957,33
2018-09-05,943.2,95
2018-09-06,935.2,73
2018-09-07,943.6,45
2018-09-10,939,15
2018-09-11,952,71
2018-09-12,947,89
2018-09-13,951.7,45
2018-09-14,955.5,59
2018-09-17,951.5,62
2018-09-18,958.2,73
2018-09-19,961.5,87
2018-09-20,971,78
2018-09-21,978.4,72
2018-09-24,981.9,36
2018-09-25,980.9,34
2018-09-26,982.5,50
2018-09-27,984.3,37
2018-09-28,987.9,18
2018-10-01,985,17
2018-10-02,985.2,14
2018-10-03,985.9,19
2018-10-04,988.9,43
2018-10-05,984.2,47
2018-10-08,974.6,48
2018-10-09,973.2,34
2018-10-10,972,17
2018-10-11,925,116
2018-10-12,944,163
2018-10-15,923.9,95
2018-10-16,937.3,62
2018-10-17,949.8,77
2018-10-18,931.5,98
2018-10-19,931.2,1083
2018-10-22,921.5,117
2018-10-23,903.9,148
2018-10-24,890.2,1120
2018-10-25,887.3,154
2018-10-26,871,104
2018-10-29,878.2,1063
2018-10-30,880,53
2018-10-31,899.9,116
2018-11-01,882.1,155
2018-11-02,906.1,68
2018-11-05,899.9,32
2018-11-06,896,213
2018-11-07,893.5,170
2018-11-08,895,58
2018-11-09,881,32
2018-11-12,881.8,63
2018-11-13,870.6,58
2018-11-14,870.6,49
2018-11-15,868,215
2018-11-16,869,78
2018-11-19,880.7,51
2018-11-20,880.7,237
2018-11-21,892,90
2018-11-22,895,27
2018-11-23,886.8,27
2018-11-26,889.1,48
2018-11-27,886,39
2018-11-28,889,42
2018-11-29,886,95
2018-11-30,860,245
2018-12-03,915,562
2018-12-04,913,321
2018-12-05,913.9,167
2018-12-06,908.1,89
2018-12-07,913.6,48
2018-12-10,912.9,38
2018-12-11,912.5,45
2018-12-12,919.5,62
2018-12-13,922.4,52
2018-12-14,912.9,33
2018-12-17,895,80
2018-12-18,889,1159
2018-12-19,880.6,150
2018-12-20,877.7,329
2018-12-21,880,137
2018-12-24,875,119
2018-12-25,866,350
2018-12-26,864,195
2018-12-27,870,118
2018-12-28,860,67
2019-01-02,844.4,119
2019-01-03,824.9,96
2019-01-04,833,156
2019-01-07,840,108
2019-01-08,839.7,83
2019-01-09,847.8,113
2019-01-10,841.8,70
2019-01-11,844,64
2019-01-14,843.4,33
2019-01-15,865,343
2019-01-16,854.9,234
2019-01-17,841,168
2019-01-18,841,692
2019-01-21,861.8,861
2019-01-22,854,512
2019-01-23,860.4,833
2019-01-24,860.6,732
2019-01-25,863.2,270
2019-01-28,863.5,504
2019-01-29,868.8,447
2019-01-30,867.2,462
2019-01-31,865.1,469
2019-02-01,866.6,358
2019-02-11,876,690
2019-02-12,883.2,654
2019-02-13,891.8,832
2019-02-14,890,983
2019-02-15,885,889
2019-02-18,894.9,1437
2019-02-19,895.2,4575
2019-02-20,902.5,12329
2019-02-21,910.8,52284
2019-02-22,919.4,124838
2019-02-25,937,114068
2019-02-26,922.9,140349
2019-02-27,923,132041
2019-02-28,900,150089
2019-03-01,910,153034
2019-03-04,926.9,119586
2019-03-05,917.5,163684
2019-03-06,918,163768
2019-03-07,908,180793
2019-03-08,899,158087
2019-03-11,911.8,137706
2019-03-12,930,129418
2019-03-13,927,131532
2019-03-14,926,128306
2019-03-15,927,93781
2019-03-18,935.1,71031
2019-03-19,926.1,96669
2019-03-20,925.2,81860
2019-03-21,908,43787
