date,close,volume
2017-12-22,967,394
2017-12-25,975,331
2017-12-26,989,827
2017-12-27,977.9,825
2017-12-28,983.4,625
2017-12-29,985,523
2018-01-02,1003,385
2018-01-03,1017.5,872
2018-01-04,1030,539
2018-01-05,1017.8,615
2018-01-08,1035,490
2018-01-09,1050,771
2018-01-10,1049.8,580
2018-01-11,1056.4,745
2018-01-12,1059.5,1464
2018-01-15,1079.1,1049
2018-01-16,1072.5,2891
2018-01-17,1040,4297
2018-01-18,1052,13502
2018-01-19,1052.5,20020
2018-01-22,1089.8,19173
2018-01-23,1100,10305
2018-01-24,1103,10735
2018-01-25,1119,18230
2018-01-26,1111,22144
2018-01-29,1093,18590
2018-01-30,1105,23466
2018-01-31,1085,23687
2018-02-01,1080,25179
2018-02-02,1087,23420
2018-02-05,1042,23907
2018-02-06,1000,34837
2018-02-07,1020,27374
2018-02-08,1004.5,22948
2018-02-09,1000,28547
2018-02-12,1039,13958
2018-02-13,1053.5,8526
