date,close,volume
2019-06-21,884.7,389
2019-06-24,884,325
2019-06-25,879,176
2019-06-26,878,153
2019-06-27,865,272
2019-06-28,869.4,313
2019-07-01,889.5,458
2019-07-02,879.9,546
2019-07-03,877.2,358
2019-07-04,887.6,421
2019-07-05,886.2,303
2019-07-08,879,507
2019-07-09,878.8,313
2019-07-10,882.3,302
2019-07-11,885.1,514
2019-07-12,880,625
2019-07-15,883.9,1730
2019-07-16,886.3,3955
2019-07-17,880.1,27568
2019-07-18,876.2,52992
2019-07-19,880.5,74222
2019-07-22,874.8,68774
2019-07-23,886,106424
2019-07-24,885,103712
2019-07-25,885,89546
2019-07-26,886.2,65647
2019-07-29,885.9,81725
2019-07-30,874.5,92544
2019-07-31,885,92561
2019-08-01,882.5,125727
2019-08-02,880.5,91989
2019-08-05,874,80808
2019-08-06,868,114874
2019-08-07,865,88394
2019-08-08,869.2,89059
2019-08-09,869.7,69862
2019-08-12,874.7,47781
2019-08-13,872.1,46468
2019-08-14,877.6,38827
2019-08-15,890.4,29669
