date,close,volume
2018-08-17,948.3,353
2018-08-20,944.4,280
2018-08-21,957.6,207
2018-08-22,955.1,206
2018-08-23,961,241
2018-08-24,957.2,241
2018-08-27,961.6,221
2018-08-28,966.1,167
2018-08-29,962.9,145
2018-08-30,969.2,224
2018-08-31,967.1,216
2018-09-04,955.8,179
2018-09-05,942.9,280
2018-09-06,934.2,346
2018-09-07,943,429
2018-09-10,936.5,281
2018-09-11,951.7,409
2018-09-12,949.8,522
2018-09-13,950.8,570
2018-09-14,956.2,558
2018-09-17,949.2,1092
2018-09-18,961,1876
2018-09-19,962.7,6094
2018-09-20,972.5,19102
2018-09-21,980,76966
2018-09-24,981.5,69909
2018-09-25,980.6,62209
2018-09-26,981,64336
2018-09-27,985.8,77757
2018-09-28,987.4,60396
2018-10-01,984.9,50646
2018-10-02,984,61385
2018-10-03,986.5,57468
2018-10-04,992,49998
2018-10-05,982.6,53977
2018-10-08,973.2,64737
2018-10-09,973.5,62027
2018-10-10,971.6,43355
2018-10-11,920.2,129141
2018-10-12,944,148760
2018-10-15,919,134430
2018-10-16,935.1,121759
2018-10-17,945.5,93709
2018-10-18,937.6,62813
