date,close,volume
2018-06-22,968,990
2018-06-25,901,775
2018-06-26,964,2279
2018-06-27,949.5,1095
2018-06-28,945,855
2018-06-29,943.9,763
2018-07-02,922,483
2018-07-03,891.1,529
2018-07-04,891.2,667
2018-07-05,866.8,720
2018-07-06,896.4,844
2018-07-09,883.5,920
2018-07-10,889,1108
2018-07-11,871,1244
2018-07-12,876,1074
2018-07-13,899,1494
2018-07-16,907.8,2368
2018-07-17,919,3309
2018-07-18,936.7,10784
2018-07-19,938,31892
2018-07-20,945,100734
2018-07-23,925,102432
2018-07-24,924,138258
2018-07-25,911,121062
2018-07-26,919.8,123125
2018-07-27,925,97568
2018-07-30,937.5,77330
2018-07-31,938.5,104633
2018-08-01,934,97696
2018-08-02,938.2,98563
2018-08-03,935,74712
2018-08-06,934.6,95205
2018-08-07,934.5,83809
2018-08-08,943.5,64108
2018-08-09,940.2,79080
2018-08-10,946.5,85062
2018-08-13,953,81541
2018-08-14,959.3,79266
2018-08-15,946.6,89449
2018-08-16,947,71410
