date,close,volume
2018-09-21,978.6,178
2018-09-24,982.1,204
2018-09-25,979.9,101
2018-09-26,981,166
2018-09-27,985.3,193
2018-09-28,986.2,85
2018-10-01,985,99
2018-10-02,983.6,248
2018-10-03,985.2,154
2018-10-04,988.9,110
2018-10-05,982.7,147
2018-10-08,972.9,242
2018-10-09,973.9,185
2018-10-10,972.4,166
2018-10-11,923.2,1247
2018-10-12,942.7,1506
2018-10-15,920,1438
2018-10-16,936.4,2451
2018-10-17,945.5,5190
2018-10-18,931.5,28334
2018-10-19,932.2,116399
2018-10-22,921.5,102024
2018-10-23,901,136594
2018-10-24,885,161827
2018-10-25,886.5,184367
2018-10-26,870,191779
2018-10-29,878,191419
2018-10-30,876,159289
2018-10-31,904,118224
2018-11-01,884,178898
2018-11-02,906.5,175235
2018-11-05,899,158585
2018-11-06,894,161568
2018-11-07,894.8,162816
2018-11-08,893.6,119033
2018-11-09,880,132579
2018-11-12,885,127313
2018-11-13,872.8,138814
2018-11-14,871,117102
2018-11-15,864.4,55545
