date,close,volume
2018-11-16,871,463
2018-11-19,880,321
2018-11-20,881.1,326
2018-11-21,891,433
2018-11-22,890.1,279
2018-11-23,886.5,322
2018-11-26,890.4,303
2018-11-27,884,311
2018-11-28,890,405
2018-11-29,885,560
2018-11-30,885.9,365
2018-12-03,900,865
2018-12-04,912.5,1133
2018-12-05,914.5,634
2018-12-06,908,559
2018-12-07,914.2,592
2018-12-10,912,736
2018-12-11,911.5,654
2018-12-12,919.3,1389
2018-12-13,921.6,1162
2018-12-14,913,1160
2018-12-17,894,4076
2018-12-18,890.2,9045
2018-12-19,882.2,28007
2018-12-20,882,68065
2018-12-21,879.5,143153
2018-12-24,877,108772
2018-12-25,867.7,150895
2018-12-26,863,152700
2018-12-27,867.5,139593
2018-12-28,855,120906
2019-01-02,842.7,93065
2019-01-03,824,186737
2019-01-04,834,190101
2019-01-07,842,167223
2019-01-08,840.8,164901
2019-01-09,847.5,153409
2019-01-10,840.5,127039
2019-01-11,845.6,113695
2019-01-14,846.5,88977
2019-01-15,860,102201
2019-01-16,860.7,91175
2019-01-17,850,25125
