date,close,volume
2019-10-18,922,169
2019-10-21,921,49
2019-10-22,918.3,41
2019-10-23,918.2,13
2019-10-24,926.7,62
2019-10-25,924,6
2019-10-28,926.8,37
2019-10-29,926.9,20
2019-10-30,930.1,70
2019-10-31,928.9,32
2019-11-01,936.9,86
2019-11-04,938.7,28
2019-11-05,939.2,20
2019-11-06,938.9,20
2019-11-07,941,18
2019-11-08,943.4,98
2019-11-11,940.4,28
2019-11-12,944.4,54
2019-11-13,940.4,123
2019-11-14,938.6,24
2019-11-15,939.3,54
2019-11-18,938.9,64
2019-11-19,940,57
2019-11-20,934,117
2019-11-21,920,96
2019-11-22,906.6,209
2019-11-25,908.8,129
2019-11-26,913.8,71
2019-11-27,906.1,186
2019-11-28,898.6,100
2019-11-29,898,47
2019-12-02,887,105
2019-12-03,883.3,69
2019-12-04,894.8,54
2019-12-05,896,45
2019-12-06,893.3,25
2019-12-09,887.5,47
2019-12-10,886,93
2019-12-11,889.9,53
2019-12-12,894.8,58
2019-12-13,893.2,45
2019-12-16,892,39
2019-12-17,884,89
2019-12-18,876.1,56
2019-12-19,877.5,152
2019-12-20,880,31
2019-12-23,880.1,64
2019-12-24,878.1,87
2019-12-25,883,51
2019-12-26,883,37
2019-12-27,890,95
2019-12-30,889.6,41
2019-12-31,889.3,12
2020-01-02,895.2,30
2020-01-03,891.5,38
2020-01-06,884,90
2020-01-07,884.5,33
2020-01-08,875.9,55
2020-01-09,881.6,45
