date,close,volume
2018-02-21,1094,1375
2018-02-22,1070,1364
2018-02-23,1115,1161
2018-02-26,1113,1100
2018-02-27,1119,1570
2018-02-28,1112,922
2018-03-01,1110.9,1166
2018-03-02,1110.2,942
2018-03-05,1095,1388
2018-03-06,1114.9,1697
2018-03-07,1093,1361
2018-03-08,1109.8,1519
2018-03-09,1110,1813
2018-03-12,1117.3,1388
2018-03-13,1125,2390
2018-03-14,1124,5477
2018-03-15,1122.2,12731
2018-03-16,1126.6,14259
2018-03-19,1131.1,14895
2018-03-20,1132,16426
2018-03-21,1139.9,17643
2018-03-22,1139,17855
2018-03-23,1126,24527
2018-03-26,1140,18497
2018-03-27,1146.9,19508
2018-03-28,1146.5,16640
2018-03-29,1142.8,15467
2018-03-30,1145.2,14884
2018-04-02,1162,17198
2018-04-03,1162.6,15942
2018-04-04,1162,16690
2018-04-05,1170,15374
2018-04-06,1170,13578
2018-04-09,1178.3,10699
2018-04-10,1174,14991
2018-04-11,1140,21598
2018-04-12,1141,29480
2018-04-13,1125,25078
2018-04-16,1125,18355
2018-04-17,1133.5,20613
2018-04-18,1112.2,18712
2018-04-19,1065,18501
