date,close,volume
2018-05-18,1034.9,850
2018-05-21,1006.5,652
2018-05-22,975,845
2018-05-23,980.1,647
2018-05-24,962,569
2018-05-25,936,568
2018-05-28,895,509
2018-05-29,931.9,727
2018-05-30,918.8,527
2018-05-31,948.1,376
2018-06-01,963.1,304
2018-06-04,988.1,472
2018-06-05,1005,599
2018-06-06,1025.2,1027
2018-06-07,1021.8,534
2018-06-08,1023,376
2018-06-11,1025,576
2018-06-12,1013.5,978
2018-06-13,1023.7,724
2018-06-14,1010,798
2018-06-15,1011.9,1180
2018-06-18,975,2071
2018-06-19,938,5994
2018-06-20,958.1,11065
2018-06-21,942,39449
2018-06-22,967.2,112249
2018-06-25,973.2,83134
2018-06-26,968,109891
2018-06-27,945,120943
2018-06-28,941,140490
2018-06-29,943.2,118223
2018-07-02,921,128952
2018-07-03,890.1,138450
2018-07-04,893,147237
2018-07-05,866,140761
2018-07-06,895,163341
2018-07-09,884,146717
2018-07-10,889,162556
2018-07-11,871,153804
2018-07-12,876,147074
2018-07-13,902,155462
2018-07-16,908,139667
2018-07-17,918,136753
2018-07-18,934.1,84471
2018-07-19,941,64497
