date,close,volume
2018-10-19,931,652
2018-10-22,927.8,210
2018-10-23,900.7,184
2018-10-24,891.3,259
2018-10-25,885.9,137
2018-10-26,873,159
2018-10-29,879.9,442
2018-10-30,875.3,198
2018-10-31,900,233
2018-11-01,880,133
2018-11-02,906.6,128
2018-11-05,900.9,70
2018-11-06,895.5,74
2018-11-07,894.6,185
2018-11-08,897.2,88
2018-11-09,881,49
2018-11-12,882.3,62
2018-11-13,874.5,59
2018-11-14,874.5,67
2018-11-15,866.8,63
2018-11-16,872.5,68
2018-11-19,882.7,45
2018-11-20,882.1,54
2018-11-21,889.9,60
2018-11-22,892.4,52
2018-11-23,885,31
2018-11-26,890.6,55
2018-11-27,886,47
2018-11-28,889.2,90
2018-11-29,890.1,37
2018-11-30,885,86
2018-12-03,915,176
2018-12-04,915,179
2018-12-05,916,164
2018-12-06,909.9,75
2018-12-07,912.1,101
2018-12-10,911.1,84
2018-12-11,911.9,25
2018-12-12,920.9,90
2018-12-13,921.7,149
2018-12-14,911,56
2018-12-17,895.2,171
2018-12-18,889,249
2018-12-19,880.1,121
2018-12-20,883.4,156
2018-12-21,879.9,1108
2018-12-24,876,76
2018-12-25,868.8,193
2018-12-26,864,127
2018-12-27,869.9,140
2018-12-28,860,64
2019-01-02,844.2,117
2019-01-03,824.9,151
2019-01-04,832,142
2019-01-07,840.6,117
2019-01-08,841.4,76
2019-01-09,846.9,224
2019-01-10,841.8,50
2019-01-11,843.1,31
2019-01-14,843.2,41
2019-01-15,854.5,64
2019-01-16,855.8,58
2019-01-17,841.9,53
2019-01-18,841.5,123
2019-01-21,861,1134
2019-01-22,853,68
2019-01-23,859.6,82
2019-01-24,861,104
2019-01-25,863.2,45
2019-01-28,865,52
2019-01-29,869.3,88
2019-01-30,869,45
2019-01-31,865,116
2019-02-01,866.9,46
2019-02-11,874.8,73
2019-02-12,882.9,90
2019-02-13,892.9,109
2019-02-14,888.8,97
2019-02-15,884.8,94
2019-02-18,894.4,130
2019-02-19,895.3,81
2019-02-20,900.5,122
2019-02-21,905,213
2019-02-22,915.6,155
2019-02-25,933,795
2019-02-26,926,655
2019-02-27,922.6,398
2019-02-28,898.9,152
2019-03-01,908.9,358
2019-03-04,921.6,399
2019-03-05,915,277
2019-03-06,914.6,136
2019-03-07,910,208
2019-03-08,897,135
2019-03-11,907.8,156
2019-03-12,928.2,115
2019-03-13,923.1,46
2019-03-14,924,52
2019-03-15,923.5,30
2019-03-18,928,102
2019-03-19,920,70
2019-03-20,912.7,81
2019-03-21,890,103
2019-03-22,894.5,115
2019-03-25,879.1,67
2019-03-26,880.9,38
2019-03-27,882.8,13
2019-03-28,880.2,30
2019-03-29,882.9,89
2019-04-01,887.8,18
2019-04-02,0,94
2019-04-03,883.9,40
2019-04-04,884.1,24
2019-04-05,0,7
2019-04-08,887.2,30
2019-04-09,880.2,75
2019-04-10,0,34
2019-04-11,875,28
2019-04-12,875.9,11
2019-04-16,873,30
2019-04-17,869,58
2019-04-18,863,183
2019-04-19,864,430
2019-04-22,857.7,289
2019-04-23,861.3,478
2019-04-24,867.3,523
2019-04-25,865.2,434
2019-04-26,871,518
2019-05-02,872,385
2019-05-03,873.2,532
2019-05-06,863,698
2019-05-07,870.8,1380
2019-05-08,870.5,2405
2019-05-09,871.6,4912
2019-05-10,880,11202
2019-05-13,879,10920
2019-05-14,886,17803
2019-05-15,893.9,36575
2019-05-16,893.7,49746
2019-05-17,892.6,66549
2019-05-20,908.9,98830
2019-05-21,910.6,102021
2019-05-22,908.2,90296
2019-05-23,907.9,82873
2019-05-24,901,97833
2019-05-27,902.4,80407
2019-05-28,903,93218
2019-05-29,898,92325
2019-05-30,898.9,72448
2019-05-31,878,97234
2019-06-03,859,101224
2019-06-04,865,121426
2019-06-05,866.4,99414
2019-06-06,866.5,136732
2019-06-07,874.8,86821
2019-06-10,878.5,96942
2019-06-11,877,87100
2019-06-12,868.7,95576
2019-06-13,865,125696
2019-06-14,858.9,92807
2019-06-17,854,87715
2019-06-18,851.6,74663
2019-06-19,856.8,39628
2019-06-20,865,38661
