date,close,volume
2019-02-22,918,522
2019-02-25,935,504
2019-02-26,922.1,549
2019-02-27,924.5,529
2019-02-28,900.1,512
2019-03-01,908.3,441
2019-03-04,924,385
2019-03-05,915.7,512
2019-03-06,915.6,503
2019-03-07,911,582
2019-03-08,896.9,565
2019-03-11,909.8,665
2019-03-12,929,762
2019-03-13,926.9,816
2019-03-14,925.4,702
2019-03-15,924.1,646
2019-03-18,927.5,2952
2019-03-19,916,8990
2019-03-20,912.7,28462
2019-03-21,891.1,74088
2019-03-22,897.4,134932
2019-03-25,883,115852
2019-03-26,880,124485
2019-03-27,884,97998
2019-03-28,883.2,90089
2019-03-29,884,103474
2019-04-01,890,64539
2019-04-02,885.1,84449
2019-04-03,888,89475
2019-04-04,888,96497
2019-04-05,888,60717
2019-04-08,894.8,71697
2019-04-09,887,102480
2019-04-10,885.2,100449
2019-04-11,883.1,84577
2019-04-12,885,60016
2019-04-16,885.4,70041
2019-04-17,883,61812
2019-04-18,877,38596
