date,close,volume
2019-11-22,902,849
2019-11-25,903,524
2019-11-26,906.1,242
2019-11-27,900.4,164
2019-11-28,892,301
2019-11-29,893,222
2019-12-02,880,307
2019-12-03,877.3,374
2019-12-04,888.3,243
2019-12-05,886,165
2019-12-06,887.2,190
2019-12-09,881.5,237
2019-12-10,879,248
2019-12-11,885.2,194
2019-12-12,888.4,495
2019-12-13,884.5,549
2019-12-16,878.1,1169
2019-12-17,869.9,2001
2019-12-18,865.3,4247
2019-12-19,864.7,16754
2019-12-20,869.4,69556
2019-12-23,868.1,76689
2019-12-24,871.5,99011
2019-12-25,873.8,67487
2019-12-26,871.1,72415
2019-12-27,879.3,72451
2019-12-30,878.3,56581
2019-12-31,876.3,62291
2020-01-02,886.3,70480
2020-01-03,879.5,70389
2020-01-06,872,83770
2020-01-07,875,83997
2020-01-08,863.7,90489
2020-01-09,874.8,75461
