date,close,volume
2018-01-19,1098.8,301
2018-01-22,1136.7,269
2018-01-23,1169,194
2018-01-24,1167.9,165
2018-01-25,1182.2,232
2018-01-26,1176.6,150
2018-01-29,1161.3,108
2018-01-30,1165,131
2018-01-31,1163.4,74
2018-02-01,1149.1,147
2018-02-02,1147.5,118
2018-02-05,1118,257
2018-02-06,1067.7,464
2018-02-07,1093.7,303
2018-02-08,1065,112
2018-02-09,1050,171
2018-02-12,1080,182
2018-02-13,1117.8,175
2018-02-21,1132.1,186
2018-02-22,1118,204
2018-02-23,1157,194
2018-02-26,1152,211
2018-02-27,1165,268
2018-02-28,1166,143
2018-03-01,1158,345
2018-03-02,1158,141
2018-03-05,1136.9,170
2018-03-06,1155,183
2018-03-07,1125.1,156
2018-03-08,1137,137
2018-03-09,1145,187
2018-03-12,1149,86
2018-03-13,1153,96
2018-03-14,1157.5,268
2018-03-15,1157.6,118
2018-03-16,1159,19
2018-03-19,1166.4,86
2018-03-20,1168.8,32
2018-03-21,1173,70
2018-03-22,1175.1,79
2018-03-23,1160.4,240
2018-03-26,1174.2,91
2018-03-27,1181,114
2018-03-28,1183,79
2018-03-29,1177.5,97
2018-03-30,1177,96
2018-04-02,1192.6,91
2018-04-03,1191,113
2018-04-04,1195.7,53
2018-04-05,1198.1,129
2018-04-06,1200.7,100
2018-04-09,1203.5,71
2018-04-10,1201.9,136
2018-04-11,1181.3,205
2018-04-12,1179,218
2018-04-13,1150,346
2018-04-16,1146.1,294
2018-04-17,1154.9,427
2018-04-18,1145.1,209
2018-04-19,1125,348
2018-04-20,1136,355
2018-04-23,1081,282
2018-04-24,1079.9,260
2018-04-26,1044,207
2018-04-27,1053,127
2018-05-02,1029.1,237
2018-05-03,1045,254
2018-05-04,1044,121
2018-05-07,1080.1,69
2018-05-08,1083,150
2018-05-09,1073,150
2018-05-10,1038,73
2018-05-11,1064,305
2018-05-14,1081.5,132
2018-05-15,1082,111
2018-05-16,1062.3,140
2018-05-17,1041.6,111
2018-05-18,1055,206
2018-05-21,1024.1,174
2018-05-22,991,188
2018-05-23,1001.9,172
2018-05-24,980,70
2018-05-25,945.5,145
2018-05-28,905,266
2018-05-29,940,313
2018-05-30,928,148
2018-05-31,968,126
2018-06-01,979.9,166
2018-06-04,1001,159
2018-06-05,1005.1,239
2018-06-06,1031.8,226
2018-06-07,1030,90
2018-06-08,1033,172
2018-06-11,1035,269
2018-06-12,1026.3,117
2018-06-13,1034.4,65
2018-06-14,1022.3,71
2018-06-15,1022,96
2018-06-18,985.4,125
2018-06-19,948.1,330
2018-06-20,965.1,301
2018-06-21,950,424
2018-06-22,970,379
2018-06-25,972,172
2018-06-26,966,222
2018-06-27,950,114
2018-06-28,937,171
2018-06-29,941.9,215
2018-07-02,926.1,178
2018-07-03,893.9,224
2018-07-04,894,266
2018-07-05,862,222
2018-07-06,896.9,429
2018-07-09,882.2,193
2018-07-10,890,156
2018-07-11,869.7,226
2018-07-12,875,103
2018-07-13,899,120
2018-07-16,907.6,221
2018-07-17,918.8,145
2018-07-18,937,128
2018-07-19,940.8,210
2018-07-20,945.1,537
2018-07-23,928,686
2018-07-24,924.9,644
2018-07-25,912.2,444
2018-07-26,917.8,393
2018-07-27,923.4,482
2018-07-30,936.1,361
2018-07-31,939,372
2018-08-01,933.5,240
2018-08-02,935.4,302
2018-08-03,935,305
2018-08-06,932.2,330
2018-08-07,933,316
2018-08-08,941.8,383
2018-08-09,940.6,513
2018-08-10,945.5,645
2018-08-13,951,1025
2018-08-14,958.8,1957
2018-08-15,945.3,4856
2018-08-16,945.9,28378
2018-08-17,947,98531
2018-08-20,945,88210
2018-08-21,958.5,83718
2018-08-22,957,87588
2018-08-23,960.6,84610
2018-08-24,958.5,73122
2018-08-27,963.2,56268
2018-08-28,965.6,54821
2018-08-29,962,47353
2018-08-30,970.5,47804
2018-08-31,965.7,62804
2018-09-04,956,64838
2018-09-05,944,87717
2018-09-06,934.7,94376
2018-09-07,943.5,99446
2018-09-10,936.2,82105
2018-09-11,953.1,84494
2018-09-12,950,103483
2018-09-13,953,126627
2018-09-14,958.5,91254
2018-09-17,950.5,75317
2018-09-18,962,76287
2018-09-19,962.8,71919
2018-09-20,971,52525
