date,close,volume
2019-03-22,898,488
2019-03-25,877.5,244
2019-03-26,883.3,388
2019-03-27,883,262
2019-03-28,881.4,260
2019-03-29,882.9,283
2019-04-01,887.5,215
2019-04-02,884,334
2019-04-03,884.7,444
2019-04-04,883,424
2019-04-05,884.1,357
2019-04-08,887,852
2019-04-09,882.2,1311
2019-04-10,878,1017
2019-04-11,876.3,996
2019-04-12,876.6,924
2019-04-16,878,6477
2019-04-17,871.1,12760
2019-04-18,864.5,47927
2019-04-19,866.2,55777
2019-04-22,861.9,70407
2019-04-23,865.5,84389
2019-04-24,872.8,80829
2019-04-25,868.6,76615
2019-04-26,877,101989
2019-05-02,877.6,63394
2019-05-03,880,78071
2019-05-06,866.6,85333
2019-05-07,873.7,108009
2019-05-08,873.3,91122
2019-05-09,871,79617
2019-05-10,876.7,78281
2019-05-13,877.3,41338
2019-05-14,883,43050
2019-05-15,892.1,38094
2019-05-16,890,33074
