date,close,volume
2017-10-20,828.7,89
2017-10-23,825.1,65
2017-10-24,827.3,8
2017-10-25,828,42
2017-10-26,826.3,42
2017-10-27,832,22
2017-10-30,839.1,19
2017-10-31,838,40
2017-11-01,838,10
2017-11-02,837,41
2017-11-03,843.6,51
2017-11-06,849.2,50
2017-11-07,852.4,46
2017-11-08,863.1,27
2017-11-09,871.4,72
2017-11-10,871,28
2017-11-13,882.5,85
2017-11-14,894.2,101
2017-11-15,914.9,140
2017-11-16,944,109
2017-11-17,958.8,167
2017-11-20,983,116
2017-11-21,1015,194
2017-11-22,1058,157
2017-11-23,1036.3,301
2017-11-24,980,236
2017-11-27,985,344
2017-11-28,986.1,147
2017-11-29,1000,129
2017-11-30,996,148
2017-12-01,1000.5,105
2017-12-04,1024,122
2017-12-05,1000,300
2017-12-06,993.8,178
2017-12-07,982.1,134
2017-12-08,982.9,76
2017-12-11,958,143
2017-12-12,950,236
2017-12-13,947.8,126
2017-12-14,957,108
2017-12-15,970.9,134
2017-12-18,998.9,118
2017-12-19,984.2,177
2017-12-20,991.9,182
2017-12-21,989.9,150
2017-12-22,994,76
2017-12-25,1000,59
2017-12-26,1012,104
2017-12-27,1008.8,176
2017-12-28,1014.5,148
2017-12-29,1017.5,111
2018-01-02,1034,81
2018-01-03,1043,217
2018-01-04,1051,233
2018-01-05,1043.8,277
2018-01-08,1059.9,389
2018-01-09,1071.9,292
2018-01-10,1066,244
2018-01-11,1072.5,320
2018-01-12,1074.8,169
2018-01-15,1095.1,123
2018-01-16,1089.3,254
2018-01-17,1078,194
2018-01-18,1076,240
2018-01-19,1080,221
2018-01-22,1125,333
2018-01-23,1133.5,294
2018-01-24,1133.1,179
2018-01-25,1142.3,397
2018-01-26,1136,159
2018-01-29,1125.4,295
2018-01-30,1126.2,172
2018-01-31,1125,174
2018-02-01,1120,272
2018-02-02,1124.9,372
2018-02-05,1093,325
2018-02-06,1033,474
2018-02-07,1058.2,238
2018-02-08,1039.9,85
2018-02-09,1035,307
2018-02-12,1059,281
2018-02-13,1085,378
2018-02-21,1102,326
2018-02-22,1080,265
2018-02-23,1120,491
2018-02-26,1120,284
2018-02-27,1125.8,301
2018-02-28,1122.9,112
2018-03-01,1124,121
2018-03-02,1124,134
2018-03-05,1092,181
2018-03-06,1124,240
2018-03-07,1107,158
2018-03-08,1119.1,230
2018-03-09,1119,129
2018-03-12,1129.6,114
2018-03-13,1136,117
2018-03-14,1136.7,64
2018-03-15,1136.7,89
2018-03-16,1138.6,89
2018-03-19,1144.4,136
2018-03-20,1146.3,65
2018-03-21,1153,104
2018-03-22,1154.4,122
2018-03-23,1138.9,119
2018-03-26,1160,108
2018-03-27,1160.1,120
2018-03-28,1160.6,61
2018-03-29,1156.4,45
2018-03-30,1159.8,64
2018-04-02,1171,102
2018-04-03,1175,184
2018-04-04,1178.8,66
2018-04-05,1183,82
2018-04-06,1185,32
2018-04-09,1190,52
2018-04-10,1186,101
2018-04-11,1155.6,137
2018-04-12,1156,169
2018-04-13,1141,118
2018-04-16,1135.8,158
2018-04-17,1139,179
2018-04-18,1123,188
2018-04-19,1094,443
2018-04-20,1105,1165
2018-04-23,1045,694
2018-04-24,1050.6,968
2018-04-26,1021.8,981
2018-04-27,1033.2,1410
2018-05-02,1011,1188
2018-05-03,1025,1515
2018-05-04,1019,811
2018-05-07,1064.4,670
2018-05-08,1061,831
2018-05-09,1051,983
2018-05-10,1024,1159
2018-05-11,1040,1288
2018-05-14,1065.9,1618
2018-05-15,1058,3015
2018-05-16,1040.8,5034
2018-05-17,1010,22317
2018-05-18,1026.9,69922
2018-05-21,992.5,81025
2018-05-22,964,84001
2018-05-23,972.5,86276
2018-05-24,957,85277
2018-05-25,930,76618
2018-05-28,883.5,71052
2018-05-29,924,94873
2018-05-30,908,113359
2018-05-31,940.5,90673
2018-06-01,957.5,85724
2018-06-04,980.5,78215
2018-06-05,990,79309
2018-06-06,1019,69173
2018-06-07,1016,83969
2018-06-08,1017.9,66510
2018-06-11,1017.1,66844
2018-06-12,1005.8,89829
2018-06-13,1018.5,83785
2018-06-14,1002,73466
2018-06-15,1008,74736
2018-06-18,970,78352
2018-06-19,937.9,104565
2018-06-20,961,113319
2018-06-21,954,69828
