date,close,volume
2019-07-19,885.7,25
2019-07-22,885.6,15
2019-07-23,893,20
2019-07-24,891.3,36
2019-07-25,892.6,31
2019-07-26,891.6,35
2019-07-29,890.8,18
2019-07-30,883.1,33
2019-07-31,888.3,34
2019-08-01,888.9,24
2019-08-02,887.7,10
2019-08-05,881.3,121
2019-08-06,872.2,125
2019-08-07,871,12
2019-08-08,875.4,36
2019-08-09,874.3,61
2019-08-12,876.6,31
2019-08-13,870,48
2019-08-14,871.5,40
2019-08-15,874,67
2019-08-16,878.3,75
2019-08-19,881,37
2019-08-20,879.1,10
2019-08-21,883.4,25
2019-08-22,884.8,21
2019-08-23,886,22
2019-08-26,882,54
2019-08-27,878,23
2019-08-28,879.6,24
2019-08-29,881.5,21
2019-08-30,885,45
2019-09-03,881.1,25
2019-09-04,884.9,60
2019-09-05,885.9,21
2019-09-06,885,55
2019-09-09,886.4,13
2019-09-10,886.1,16
2019-09-11,886,88
2019-09-12,887.2,32
2019-09-13,900,110
2019-09-16,899.8,97
2019-09-17,906.4,133
2019-09-18,907.7,491
2019-09-19,909.7,164
2019-09-20,900,223
2019-09-23,907,203
2019-09-24,907.3,156
2019-09-25,904,267
2019-09-26,913.8,76
2019-09-27,920.9,599
2019-09-30,920,548
2019-10-01,929,40
2019-10-02,920,98
2019-10-03,920.9,104
2019-10-04,914.7,83
2019-10-07,910.8,29
2019-10-08,913.5,24
2019-10-09,913.4,37
2019-10-10,911.8,28
2019-10-11,913.3,97
2019-10-14,921.1,114
2019-10-15,923,24
2019-10-16,923,24
2019-10-17,923.3,46
2019-10-18,920,169
2019-10-21,917.2,16
2019-10-22,920.6,48
2019-10-23,918.5,10
2019-10-24,924.9,20
2019-10-25,924.9,23
2019-10-28,926.9,38
2019-10-29,925.5,9
2019-10-30,930,24
2019-10-31,925.7,25
2019-11-01,934,66
2019-11-04,937.7,11
2019-11-05,939,8
2019-11-06,939.4,17
2019-11-07,940.9,6
2019-11-08,940.6,78
2019-11-11,939.8,13
2019-11-12,943,15
2019-11-13,940.5,94
2019-11-14,939.2,18
2019-11-15,940.4,14
2019-11-18,937,18
2019-11-19,936.6,10
2019-11-20,933.2,194
2019-11-21,918.3,63
2019-11-22,905,112
2019-11-25,907,60
2019-11-26,909.1,16
2019-11-27,904,76
2019-11-28,895.5,137
2019-11-29,897.8,82
2019-12-02,884.3,49
2019-12-03,880.1,81
2019-12-04,889,58
2019-12-05,887,64
2019-12-06,889,30
2019-12-09,884.5,77
2019-12-10,880.3,58
2019-12-11,889.1,52
2019-12-12,891.1,16
2019-12-13,889.2,40
2019-12-16,890.1,62
2019-12-17,880,78
2019-12-18,873,342
2019-12-19,872.6,150
2019-12-20,876.9,55
2019-12-23,876.2,56
2019-12-24,878,59
2019-12-25,878.5,384
2019-12-26,879,21
2019-12-27,884,60
2019-12-30,883.6,22
2019-12-31,883.5,24
2020-01-02,895,47
2020-01-03,889.6,127
2020-01-06,879,134
2020-01-07,885.2,62
2020-01-08,871.1,96
2020-01-09,879,52
