date,close,volume
2018-03-16,1134.7,419
2018-03-19,1140.1,315
2018-03-20,1141.2,244
2018-03-21,1147.8,246
2018-03-22,1148.9,283
2018-03-23,1135.9,441
2018-03-26,1152,399
2018-03-27,1154.1,335
2018-03-28,1153,260
2018-03-29,1151,258
2018-03-30,1154.5,200
2018-04-02,1169,425
2018-04-03,1169.5,382
2018-04-04,1172,260
2018-04-05,1177,172
2018-04-06,1180.2,227
2018-04-09,1185.1,313
2018-04-10,1180,452
2018-04-11,1151,1432
2018-04-12,1148.9,1465
2018-04-13,1136,1741
2018-04-16,1128.9,3021
2018-04-17,1135,3738
2018-04-18,1113.3,6320
2018-04-19,1079,20082
2018-04-20,1096.9,45743
2018-04-23,1035,41255
2018-04-24,1044,53536
2018-04-26,1014.5,52271
2018-04-27,1031,62038
2018-05-02,1008.1,58624
2018-05-03,1019,68891
2018-05-04,1013,54438
2018-05-07,1056,44783
2018-05-08,1050,68286
2018-05-09,1042,68699
2018-05-10,1014,66720
2018-05-11,1034,71435
2018-05-14,1056.8,63703
2018-05-15,1047,65821
2018-05-16,1032,53866
2018-05-17,1006,48160
