ticker,name,exchange,industry,sector,RevenueGrowth1Y,QuickRatioQ,ProfitAfTaxGrowthQ,NetRevenueGrowthQ,EquityGrowthQ,EquityGrowthY,TotAssetGrowthQ,MarketCap,PBQ,ROA4Q,ROE4Q,TradingDay,ProfitGrowth1Y,EPSQ,AvgValue20P,Return5Y,NetProfitMargin4Q,InterestCoverageQ,TotAssetGrowthY,PEG3Y,DomesticOwnership,RelativePersonOwnership,BomOwnership,InternalOwnership,ExternalOwnership,MajorOwnership,TreasuryOwnership,MinorityOwnership,BETA,IndROA4Q,IndROE4Q,IndPE4Q,IndPBQ,StateOwnership,ForeignOwnership,OtherOwnership,CashDivYield,CashDiv1Y,GrossProfitMargin4Q,EPS4Q,PE4Q,EPSGrowthY,EPSGrowthQ,CurrentRatioQ,TotAssetTurnover4Q,RtBuyFrgnValue,RtSellFrgnValue,RtPrice,RtCHGPrice,RtPCTPrice,RtAccumValue,RtAccumVol,RtPCTVol10S,RtPCTVol20S,RtPCTHighest52w,RtPCTLowest52w,SMA10,SMA20,SMA50,SMA200,BollingerBandLower20,BollingerBandUpper20
PLX,Tập đoàn Xăng dầu Việt Nam,HOSE,"Ga, nước & dịch vụ công cộng gia dụng",Dịch vụ tiện ích,-0.0121,0.8022,-2.9412,-0.2201,-0.1541,0.1226,-0.11,52991188957500,2.6718,0.0209,0.0512,1166,0.1094,-1589.7495,61408348150,0.098,0.0066,-7.4528,0.0974,-379.4066,85.0132,0,0.008,0.008,99.992,91.132,8.655,0.213,1.0306,-0.8363,-0.7119,1.1592,0.0617,75.87,14.9868,9.1432,0.0449,2000,0.0594,1032.3039,43.1075,0.0796,,1.0176,3.1875,177690143900,121031000,45100,600.0000000000014,0.013483146067415852,67188000000,1510610,-0.1694162914512466,0.1268571181338427,-0.2802196048389671,0.31410256410256415,45.66,45.89,44.81,49.28,43.535723515635006,48.23427648436503
PME,Công ty Cổ phần Pymepharco,HOSE,Dược phẩm & công nghệ sinh học,Y tế,-1,2.9411,-0.2224,-0.0766,0.0385,,0.04,4823247487500,2.4265,0.1422,0.1714,965,-1,1003.7838,1231237900,0.0102,0.1705,212.5672,,,37.9161,0.16,12.568,12.728,87.272,82.089,0,17.911,0.291,0.093,-0.0172,-0.0398,-0.0993,0,62.0839,37.9161,0.0467,3000,0.4421,4356.5429,14.7594,,-0.2224,4.7248,0.8339,0,0,64200,-99.99999999999432,-0.0015552099533435726,4000000,60,-0.9961501443695862,-0.9969322800828284,-0.012307692307692264,0.4474455516977049,63.86,63.23,60.57,54.51,61.14663733354268,65.31336266645735
PNJ,Công ty Cổ phần Vàng bạc đá quý Phú Nhuận,HOSE,Bán lẻ,Dịch vụ bán lẻ,0.1667,0.1497,0.061,-0.0602,0.09,0.2222,-0.0245,12922119092400,2.9859,0.1503,0.2634,4117,0.2438,1812.9823,44207452600,2.2779,0.068,13.6724,0.3363,73.9768,50.9631,6.099,14.396,20.495,79.505,15.958,0.075,83.967,1.231,0.3865,-0.0072,-0.0439,0.2111,0,49.0369,50.9631,0.0314,1800,0.201,5481.3557,10.4719,-0.0776,0.061,2.0898,2.2116,6027000000,6027000000,58600,1200.0000000000027,0.020905923344947785,14475000000,249490,-0.3926358712190372,-0.6518362015551474,-0.3491636864435016,0.27668845315904145,58.93,60.38,60.81,72.76,54.90328565653,65.85671434347009
POW,Tổng Công ty Điện lực Dầu khí Việt Nam – Công ty cổ phần,HOSE,Điện lực,Dịch vụ tiện ích,0.083,0.8956,0.658,-0.1314,0.0098,0.1005,-0.0205,22716154520000,0.7616,0.0353,0.0702,533,0.3062,189.6316,53024614675,-0.4458,0.0588,3.5183,-0.0416,21.8264,88.4094,0,0.011,0.011,99.989,79.942,0,20.058,1.0835,-0.5274,-0.4165,-0.2363,-0.3789,51,11.5906,37.4094,,,0.1382,877.9094,11.049,0.3062,0.658,1.0075,0.5995,2361022400,18165267800,9800,100.00000000000142,0.01030927835051565,33073999999.999996,3392940,-0.010978824720078495,-0.3220936348501582,-0.3422818791946308,0.3822284908321581,10.19,10.44,10.24,11.05,9.702738133814297,11.172261866185675
PPC,Công ty Cổ phần Nhiệt điện Phả Lại ,HOSE,Điện lực,Dịch vụ tiện ích,0.1498,3.9508,-0.7248,-0.0182,0.017,0.0557,-0.0526,7710743948700,1.2697,0.1631,0.1949,5156,0.1233,421.6383,5021132850,1.0107,0.1332,137.0546,0.0402,18.6445,83.3305,0.013,0.027,0.04,99.96,85.171,1.753,13.076,0.7975,1.1834,0.6201,-0.5406,0.0355,51,16.6695,32.3305,0.104,2500,0.1292,3618.4147,6.6466,0.1233,-0.7248,4.8302,1.224,449993500,479620000,24100,50.00000000000071,0.0020790020790020236,1839000000,76290,-0.3297547090244588,-0.6216777789624282,-0.1580491894913359,0.22565224024818192,24.41,24.56,24.54,24.29,23.286972113424895,25.833027886575138
PPI,Công ty Cổ phần Phát triển hạ tầng và Bất động sản Thái Bình Dương ,UPCOM,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.8547,0.1925,0.9801,,-0.2944,-0.6434,-0.0666,29312411803,0.4441,-0.2947,-1.1161,3732,-0.0859,-19.0132,782007690,-0.9191,-21.4301,,-0.3119,-0.2447,99.4741,1.226,5.606,6.832,93.168,10.305,0,89.695,1.4445,,,,,0,0.5259,99.4741,,,-5.9552,-2912.6748,-0.2084,,,0.2688,0.0138,0,0,700,99.99999999999997,0.16666666666666674,129230000.00000001,207300,-0.8108828740986261,-0.8194063670363043,-0.22222222222222227,1.3333333333333333,0.68,0.66,0.48,0.47,0.3540588291844326,0.9659411708155672
PTB,Công ty cổ phần Phú Tài,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.1759,0.5048,-0.5472,-0.2731,0.032,0.1112,0.0084,2256899869000,1.2027,0.1007,0.2336,3266,0.1319,1280.3588,12411198125,2.1036,0.0743,3.5116,0.2734,-41.5639,80.1814,4.812,40.481,45.293,54.707,33.134,5.515,61.351,1.1949,0.4104,0.637,-0.5571,-0.4642,0,19.8186,80.1814,0.0612,3000,0.1908,8705.162,5.6288,0.1631,-0.5472,1.1711,1.3555,243982000,267157500,50500,1500,0.030612244897959107,3286000000,66060,-0.6887089857831519,-0.7306405543764793,-0.3223204820247185,0.5716419768455122,50.65,50.35,47.66,59.33,46.92504102869351,53.77995897130645
PVB,Công ty Cổ phần Bọc Ống Dầu khí Việt Nam ,HNX,"Dụng cụ, dịch vụ & Phân phối Dầu",Dầu khí,0.8889,2.2802,-0.3686,0.0899,0.1078,0.0422,0.082,334799969000,0.6784,0.1666,0.2347,2380,0.6179,2254.7303,4242625630,-0.5434,0.13,30.6938,0.8325,-13.3466,99.7311,0,0,0,100,52.935,0,47.065,1.2634,6.713,5.2754,-0.7227,0.6133,0,0.2689,99.7311,,,0.2142,4572.8294,3.3896,0.6179,-0.3686,2.7627,1.2817,0,0,15900,400.00000000000034,0.02580645161290329,1797120000,114700,-0.5832755053919862,-0.5719963998441724,-0.258603002890982,1.0921052631578947,15.75,15.42,14.71,16.24,13.83810240533712,17.00189759466287
PVC,Tổng công ty Hóa chất và Dịch vụ Dầu khí - CTCP (PVChem),HNX,"Dụng cụ, dịch vụ & Phân phối Dầu",Dầu khí,-0.081,1.4369,6.3507,-0.3843,-0.0035,-0.0386,-0.042,275500000000,0.324,0.0115,0.0229,4611,2.9963,85.5434,2654968340,-0.6993,0.0097,21.4348,-0.0936,52.9639,88.4771,0.015,0.425,0.44,99.56,58.026,5.263,36.711,1.3145,-0.4676,-0.3877,0.1636,-0.2295,37.89,11.5229,50.5871,,,0.1135,407.8281,14.2217,3.2067,6.3507,1.8153,1.1829,0,580000,5800,0,0,444060000,76500,-0.6915285265547567,-0.8276778052504659,-0.2368421052631579,0.44999999999999996,6,6,5.53,6.2,5.605031646837221,6.394968353162784
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan dầu khí,HOSE,"Dụng cụ, dịch vụ & Phân phối Dầu",Dầu khí,-0.2058,1.7067,-0.8271,0.2054,0.009,0.0085,0.0221,4202875294220,0.2999,0.0144,0.0215,4956,-0.0626,57.6326,57378387365,-0.7281,0.0585,1.7758,-0.0053,25.2351,87.9198,0.013,0.082,0.095,99.905,50.459,0.099,49.442,1.3668,-0.3333,-0.4251,0.1099,-0.2868,50.41,12.0802,37.5098,,,0.1081,735.6848,13.5656,-0.1478,-0.8271,1.954,0.2466,28087500,0,10300,320.0000000000003,0.03206412825651306,23015000000,2278720,-0.25073086555986557,-0.5616976713746198,-0.44772117962466484,0.525925925925926,10.47,10.78,10.46,13.17,9.688060015364359,11.874939984635636
PVI,Công ty Cổ phần PVI,HNX,Bảo hiểm phi nhân thọ,Bảo hiểm,0.0224,1.1629,-0.2448,-0.0024,-0.0047,0.0202,0.0688,6683205153300,0.9366,0.0259,0.0817,4708,0.1967,385.5409,1357253510,1.491,0.1308,,0.1241,172.7858,43.0357,0,0.054,0.054,99.946,93.18,4.797,2.023,0.4712,0.8633,0.4111,-0.6137,-0.3775,36.68,56.9643,6.3557,,,0.1522,2517.9397,11.8748,0.1967,-0.2448,1.163,0.198,0,0,30300,400.00000000000216,0.013377926421404673,152350000,5100,-0.838772903731617,-0.8855132765314564,-0.2386934673366834,0.14339622641509436,30.49,30.65,30.73,31.26,29.918861426087766,31.39113857391223
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,HNX,"Dụng cụ, dịch vụ & Phân phối Dầu",Dầu khí,0.1592,1.6926,0.3664,-0.1154,0.0344,0.0062,0.0141,5687798851000,0.4395,0.0185,0.0367,4667,-0.189,232.7546,67226758260,-0.3884,0.0289,13.2588,0.1262,-85.1972,88.3313,0.036,0.036,0.072,99.928,71.074,0,28.926,1.4929,-0.1435,-0.0187,-0.0164,0.0452,60.98,11.6687,27.3513,,,0.0465,989.8827,12.0216,-0.189,0.3664,1.8648,0.6398,19520000,0,12200,299.9999999999989,0.025210084033613356,21307550000,1770400,-0.37694162449098034,-0.6577540040790373,-0.47767264631587963,0.35555555555555546,12.39,12.67,12.51,15.5,11.489999999999677,13.850000000000312
PVT,Tổng Công ty Cổ phần Vận tải dầu khí,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,0.0313,1.4502,-0.6451,-0.1765,0.024,0.1073,0.0191,2983265717200,0.5131,0.055,0.1084,4586,0.0575,239.7329,15123253225,0.2334,0.0808,3.4154,0.0779,24.6918,74.8468,0.001,0.056,0.057,99.943,62.043,0,37.957,1.1559,-0.6296,-0.4031,-0.8093,-0.7544,51,25.1532,23.8468,,,0.1515,2139.8602,4.9536,0.0575,-0.6451,1.5065,0.6811,836475000,3501590000,10600,0,0,6077000000,580760,-0.3077850934697517,-0.5710711588634227,-0.42391304347826086,0.3947368421052631,10.78,10.97,10.7,13.64,10.143925473924211,11.791074526075777
PVX,Tổng Công ty Cổ phần Xây lắp Dầu khí Việt Nam,UPCOM,Xây dựng & Vật liệu,Xây dựng & Vật liệu,-0.4028,0.5581,0.6487,-0.1601,0.0373,-0.2212,-0.1398,479996434800,0.373,-0.026,-0.1537,3968,0.181,-71.2274,2455747570,-0.7,-0.1574,-2.0179,-0.0937,0.9952,99.5843,0,0.014,0.014,99.986,54.469,0.001,45.53,0.3287,,,,,56.85,0.4157,42.7343,,,-0.1057,-625.3049,-1.9191,,,0.9083,0.165,0,0,,0,0,0,0,0,0,-0.19999999999999996,0.7142857142857142,1.24,1.05,0.94,1.07,0.6233854198459942,1.4766145801540067
PWA,Công ty Cổ phần Bất động sản Dầu khí,UPCOM,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,3.8661,,,,,,,85830000000,,,,385,1.0103,,911188105,0.2046,,,-0.2321,0.3354,99.963,0,0.051,0.051,99.949,39.555,0,60.445,1.1144,,,,,0,0.037,99.963,,,,,,,,,,0,0,8800,200.00000000000108,0.023255813953488413,223880000,25800,-0.5970355561455982,-0.7362734415089248,-0.6211468916824522,0.29411764705882365,9.06,9.17,8.96,10.33,8.43760739624376,9.89239260375625
PXL,Công ty cổ phần Đầu tư Khu công nghiệp Dầu khí Long Sơn,UPCOM,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.6112,1.593,1.8957,-0.9655,-0.0128,-0.0026,-0.0149,872481237192,1.0722,0.0021,0.0024,3491,-16.4818,39.8024,15723523970,2.3019,0.1583,11.6707,-0.0423,71.969,99.921,0.004,0.705,0.709,99.291,27.692,0.179,72.129,0.5046,,,,,0,0.079,99.921,,,0.1151,23.8386,443.2309,,1.8957,4.6923,0.013,4235000,0,10500,-99.99999999999964,-0.009433962264150941,1494170000,144800,-0.7526848552608612,-0.9028964584869786,-0.125,1.2340425531914894,11.17,10.96,9.7,7.84,9.669971042794687,12.260028957205312
PXS,Công ty Cổ phần Kết cấu Kim loại và Lắp máy Dầu khí,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.7436,0.3346,1.0018,0.4305,-0.0584,-0.4423,-0.1647,293999990200,0.9004,-0.1732,-0.5145,3681,-0.9267,5.2227,1094171340,-0.6996,-0.5347,1.2021,-0.2777,0.0221,89.212,0.012,0.305,0.317,99.683,61.078,0,38.922,0.8807,-3.4258,-4.6055,-1.1007,-0.5989,0,10.788,89.212,,,-0.4688,-3830.5433,-1.2792,,,0.5656,0.3239,0,0,4910,9.999999999999787,0.0020408163265306367,234000000,47460,-0.7994015013187259,-0.7810850267416679,-0.2387596899224806,0.9798387096774194,5.1,4.89,4.38,4.79,4.1576836964247725,5.627316303575231
QBS,Công ty Cổ phần Xuất nhập khẩu Quảng Bình,HOSE,Hóa chất,Hóa chất,-0.3455,1.5056,0.9533,0.8463,-0.003,-0.1922,-0.177,178177914960,0.2819,-0.1092,-0.2414,2056,-3.919,-42.2293,2141167655,-0.6769,-0.1371,0.8262,-0.2064,2.0174,100,2.922,20.956,23.878,76.122,20.483,0,79.517,0.7023,-2.9891,-3.7246,-1.0562,-0.7393,0,0,100,,,-0.0018,-2650.8542,-0.9695,,,1.5313,0.7971,0,0,2520,-49.99999999999982,-0.01945525291828787,1040999999.9999999,426870,-0.3915070133424564,-0.3306367708363551,-0.34545454545454546,0.42372881355932207,3.03,3.2,2.48,2.63,2.4717514238882012,3.9202485761118
QCG,Công ty Cổ phần Quốc Cường Gia Lai ,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,0.1725,0.1482,3.8346,-0.5198,-0.0099,0.0231,-0.0017,2107489220060,0.501,0.0094,0.0247,3613,-0.3913,108.5661,5762185765,0.1479,0.1865,3.6461,0.0347,15.574,99.4479,21.409,37.852,59.261,40.739,51.36,0,48.64,0.4777,-0.8653,-0.8653,-0.1768,-0.8171,0,0.5521,99.4479,,,0.2073,380.9478,20.1077,-0.3913,3.8346,1.3398,0.0506,0,190654100,7430,-230.00000000000043,-0.030026109660574507,16844000000,2351420,4.389209754308764,2.3409774201065057,-0.2715686274509804,1.1228571428571428,7.95,8.06,7.76,5.54,7.159980490736258,8.954019509263746
QNS,Công ty Cổ phần Đường Quảng Ngãi,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-1,1.051,-0.7532,-0.1275,-0.0287,,-0.0279,10451558822355,1.6716,0.1434,0.2022,1288,-1,326.8532,9771013340,-0.4089,0.1748,7.4,,,83.3192,5.476,10.995,16.471,83.529,26.563,0,73.437,0.6799,,,,,0,16.6808,83.3192,0.1025,3000,0.3437,3549.3524,8.2497,,-0.7532,1.5416,0.8203,0,0,29300,0,0,30689260000,1047900,1.953243551422624,1.9863047193531864,-0.03618421052631576,0.5647530040053405,28.79,27.64,25.4,25.29,24.84323270059792,30.446767299402072
QTP,Công ty Cổ phần Nhiệt điện Quảng Ninh,UPCOM,Điện lực,Dịch vụ tiện ích,0.123,1.1871,-1.0155,-0.0387,-0.0017,0.1895,-0.0269,5231700000000,1.0701,0.0449,0.1065,1202,1.3653,-13.4068,825568290,-0.2688,0.0487,0.9312,-0.1146,14.2898,99.9983,0,0.011,0.011,99.989,89.19,0,10.81,0.4196,,,,,64.04,0.0017,35.9583,,,0.1099,1107.2381,10.5,1.3653,,1.3862,0.9227,0,0,12000,400.00000000000034,0.034482758620689724,324440000,27800,-0.7375665051788135,-0.6058093492663871,-0.09090909090909091,0.15384615384615385,11.86,11.8,11.48,11.63,11.461634305732762,12.148365694267238
RAL,Công ty Cổ phần Bóng đèn Phích nước Rạng Đông ,HOSE,Dụng cụ điện & Điện tử,Hàng hóa và dịch vụ công nghiệp,0.1752,0.918,3.0977,-0.2866,0.0906,0.0152,0.0059,860200000000,1.0072,0.0505,0.1721,4955,-0.3874,6553.6562,692860650,1.0986,0.0341,6.6212,0.1003,881.0513,98.3259,10.744,17.592,28.336,71.664,67.286,0,32.714,0.5709,-0.0768,0.2077,-0.5687,-0.2745,0,1.6741,98.3259,0.0668,5000,0.3068,12901.015,5.798,-0.3874,,1.2904,1.4833,0,0,75000,200.00000000000284,0.002673796791443861,38000000,510,-0.8709840627371617,-0.943004023245418,-0.12689173457508732,0.2654383478436931,75.11,76.27,78.29,71.86,72.53845876346226,80.00154123653776
REE,Công ty Cổ phần Cơ điện lạnh,HOSE,Công nghiệp kỹ thuật,Hàng hóa và dịch vụ công nghiệp,-0.0413,1.3764,-0.4304,-0.1087,-0.029,0.1182,-0.0011,9503060881900,0.8842,0.0823,0.1448,7277,-0.0813,825.3301,15671519025,0.669,0.309,4.002,0.266,41.927,50.9987,6.776,13.233,20.009,79.991,57.777,0.003,42.22,0.8562,0.0619,0.0395,-0.0526,-0.046,5.27,49.0013,45.7287,0.0522,1600,0.2543,4974.7389,6.1611,-0.0813,-0.4304,1.659,0.2664,0,0,30850,200.00000000000284,0.006525285481239873,2959000000,96080,-0.57598545428869,-0.8072809219545902,-0.18364646731939663,0.1300366300366301,31.07,31.19,31.04,32.97,30.065133936579876,32.30486606342014
ROS,Công ty cổ phần Xây dựng FLC Faros,HOSE,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.3979,1.0251,-0.9959,-0.3899,0.0001,0.0281,0.0087,1685766419370,0.279,0.0143,0.0255,1398,-0.0433,0.7222,96759791290,-0.6889,0.0321,1.2231,0.0056,-147.9797,98.1255,0,0.244,0.244,99.756,0,0,100,0.9609,-0.7997,-0.8213,-0.1342,-0.8757,0,1.8745,98.1255,,,0.0624,269.9171,11.0034,-0.0433,-0.9959,1.6021,0.4447,641691000,69050000,3040,69.99999999999984,0.023569023569023573,26521000000,8849710,-0.38530024829821574,-0.6985170093760535,-0.897986577181208,0.02356902356902358,3.08,3.19,3.38,13.29,2.7643172563628537,3.6126827436371567
S99,Công ty Cổ phần SCI,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.619,1.1726,2.6947,1.1062,0.0816,0.0375,0.0218,702518088200,0.9067,0.0142,0.0414,4939,-0.5135,481.7837,5998616180,0.631,0.0281,2.974,0.0173,-11.3493,99.372,0,3.673,3.673,96.327,6.21,0,93.79,0.524,-0.8011,-0.7099,0.4911,-0.5961,0,0.628,99.372,,,0.2419,707.1165,18.9502,-0.5367,,1.5724,0.5065,0,0,13900,500,0.03731343283582089,7435520000,544600,0.2853482571565056,0.11830799138455195,-0.041379310344827565,1.171875,13.48,12.49,9.42,8.18,9.250637620797628,15.719362379202378
SAB,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Sài Gòn,HOSE,Đồ uống,Thực phẩm & Đồ uống,0.0543,2.9251,-0.3056,-0.4954,-0.0792,0.2461,-0.103,100681146202000,5.7378,0.1813,0.2381,1302,0.2097,1091.9237,9495626100,0.273,0.1354,53.3984,0.2055,328.2306,36.6536,0,0,0,100,89.589,0,10.411,0.9375,0.0948,0.0838,-0.0269,0.0838,36,63.3464,0.6536,0.0223,3500,0.2603,7068.467,22.2113,0.2097,-0.3056,3.3936,1.339,6873147000,3865789000,163000,6000,0.03821656050955413,9497000000,58620,0.1288055304153588,0.05713049123566338,-0.4221681809641638,0.41125541125541126,162.79,168.59,170.89,200.42,153.6232501858286,183.55674981417118
SAM,Công ty Cổ phần SAM HOLDINGS,HOSE,Dụng cụ & công nghệ phần cứng,Công nghệ,0.0689,0.9092,-0.9968,-0.5796,0.0005,0.0228,0.025,2459878538600,0.8628,0.0124,0.023,7277,-0.1925,0.684,875437015,0.5167,0.0233,1.7599,0.0307,35.4727,98.5137,0,0,0,100,0,0,100,0.2488,-0.5618,-0.6552,0.563,-0.0052,0,1.4863,98.5137,,,0.0984,259.8174,36.9105,-0.216,-0.9968,1.2177,0.5337,0,0,9580,-9.999999999999787,-0.0010427528675703845,508000000,53160,-0.44446186161708,-0.43663165926601033,-0.0832535885167464,0.279722148009618,9.49,9.36,9.28,8.84,9.05387482164626,9.667125178353725
SBS,Công ty Cổ phần Chứng khoán Ngân hàng Sài Gòn Thương tín ,UPCOM,Tài chính,Dịch vụ tài chính,-0.2434,3.5013,-24.4152,-0.0922,-0.0047,0.0009,-0.3639,144899040000,0.7094,-0.001,-0.0018,3648,-0.7291,-7.7691,1095710965,-0.5858,-0.0055,,-0.0198,-1516.1291,99.3675,0,0,0,100,57.756,0,42.244,1.0727,,,,,0,0.6325,99.3675,,,0.6576,-2.9334,-389.9878,-0.7291,,3.5013,0.1847,0,0,1200,99.99999999999987,0.09090909090909083,413780000,344900,-0.5053676714390775,-0.5669441664340671,-0.20000000000000004,0.33333333333333326,1.32,1.34,1.15,1.12,1.1264584349593916,1.5535415650406081
SBT,Công ty Cổ phần Thành Thành Công - Biên Hòa,HOSE,Sản xuất thực phẩm,Thực phẩm & Đồ uống,0.0832,0.8612,5.0281,-0.0344,0.0645,0.3632,0.0615,7832986369200,1.0509,0.0056,0.0141,4509,0.0944,125.2501,37009598550,0.4541,0.0083,1.7914,0.0196,-100.9395,90.6794,1.857,30.348,32.205,67.795,63.379,0,36.621,0.7392,-0.9667,-0.9423,3.2451,-0.7643,0,9.3206,90.6794,,,0.0977,177.7331,75.1126,-0.0759,5.0281,1.1711,0.6785,848633000,78549000,13850,500,0.03745318352059934,29804000000,2205200,-0.059255953879140066,-0.10147849407600029,-0.3733031674208145,0.16386554621848737,14.43,14.95,14.72,17.17,13.417289294401636,16.472710705598367
SCI,Công ty cổ phần SCI E&C,HNX,Xây dựng & Vật liệu,Xây dựng & Vật liệu,0.2977,0.7951,29.1646,0.0818,0.0566,0.2606,0.0242,175449536000,0.84,0.0343,0.1854,1638,0.9989,896.8128,626374100,0.8166,0.0337,2.5086,0.0836,3.0601,99.9997,0,0.612,0.612,99.388,94.489,0,5.511,0.7913,-0.5196,0.2992,-0.6356,-0.6258,0,0.0003,99.9997,,,0.1425,3131.1336,4.6309,0.8172,29.1646,1.1525,1.0199,0,0,14500,0,0,751340000,51800,0.5297609379383665,0.23986773148486118,-0.2995169082125604,1.3015873015873016,14.81,14.97,12.83,11.31,13.444150562595539,16.50584943740445
SCR,Công ty Cổ phần Địa ốc Sài Gòn Thương Tín,HOSE,Dịch vụ Đầu tư Bất Động Sản,Bất động sản,-0.6481,0.9896,3.3825,-0.5209,0.0079,0.0595,0.0037,2117539431340,0.4625,0.022,0.0512,3521,0.3577,128.5289,29540780210,-0.0357,0.2431,2.8015,0.0006,180.2211,98.2706,0.32,1.434,1.754,98.246,38.087,0,61.913,1.1284,-0.6848,-0.7208,-0.6614,-0.8311,0,1.7294,98.2706,,,0.3733,698.8974,8.2702,0.2571,,1.8465,0.0906,676832000,61099200,5850,69.9999999999994,0.012110726643598468,12577000000,2179200,-0.4899233410395668,-0.5474142832205902,-0.12738663484486878,0.6295264623955431,6.12,5.98,5.15,5.26,5.182980672767773,6.774019327232228
SCS,Công ty Cổ phần Dịch vụ Hàng hóa Sài Gòn,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,0.1075,9.6447,-0.1038,-0.0786,0.1205,0.1348,0.1048,5861128350000,5.577,0.4776,0.5099,697,0.1488,2411.8542,3640460550,0.7673,0.6821,,0.1056,48.1626,71.6008,0.367,2.911,3.278,96.722,71.372,0,28.628,0.6636,2.2162,1.8078,-0.5688,1.6694,12.62,28.3992,58.9808,0.026,3000,0.797,10315.4132,11.1968,0.1401,-0.1038,9.6449,0.7001,1141000,68032000,117800,2299.9999999999973,0.019913419913419883,829000000,7230,-0.6553696553696553,-0.7547115400926193,-0.27975298829140044,0.35246842709529275,119.89,122.43,115.67,126.57,114.04952268663068,130.81047731336946
SEA,Tổng Công ty Thủy sản Việt Nam – Công ty cổ phần,UPCOM,Sản xuất thực phẩm,Thực phẩm & Đồ uống,-0.1064,0.6239,-0.8851,-0.8386,-0.4427,0.1798,-0.4232,2634424768500,1.8202,,,1285,0.7972,104.3799,20256549175,0.3448,,,0.1334,65.5944,99.9988,0,0.004,0.004,99.996,96.754,0.008,3.238,0.3655,,,,,0,0.0012,99.9988,,,,,,0.7972,-0.8851,0.6514,,0,0,22000,899.9999999999986,0.04265402843601884,209090000,9600,-0.7472420420736684,-0.9927619891335592,-0.013452914798206279,0.8333333333333334,20.44,20.16,16.71,14.94,17.458592959215316,22.861407040784663
SGN,Công ty cổ phần Phục vụ Mặt đất Sài Gòn,HOSE,Giao thông công nghiệp,Hàng hóa và dịch vụ công nghiệp,-1,3.0251,-0.326,-0.2382,0.0666,,0.049,2313817779000,2.2772,0.2799,0.3697,699,-1,2104.2359,842319350,1.4932,0.2151,,,,97.6633,0.04,1.208,1.248,98.752,79.841,0.143,20.016,0.6405,0.8848,1.0358,-0.7439,0.09,0,2.3367,97.6633,,,0.3604,10375.0187,6.6506,,-0.326,3.05,1.3012,119540000,0,69500,500,0.007246376811594235,214000000,3080,-0.4011277464514874,-0.7385953744960747,-0.26455026455026454,0.2045060658578856,70.97,71.46,71.28,78.15,68.73427073978097,74.18572926021896
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn - Hà Nội ,HNX,Ngân hàng,Ngân hàng,0.2945,,-0.0558,,0.0264,0.1332,0.0091,22819380220000,1.5332,0.0071,0.1381,4089,0.4458,396.6226,75406025810,1.3466,,,0.1299,21.8907,95.3422,4.386,2.547,6.933,93.067,9.972,0.028,90,0.7633,-0.4965,-0.2167,-0.4871,-0.2984,4.64,4.6578,90.7022,,,,1969.878,6.5994,0.4458,-0.3528,,0.0227,11610000,257400000.00000003,13200,199.9999999999993,0.01538461538461533,19354920000,1488400,-0.44362688880522283,-0.6965878465738267,-0.2666666666666667,1.7194066749072927,13.89,14.87,15.1,9.42,12.635632080430966,17.10436791956905
SHI,Công ty Cổ phần Quốc tế Sơn Hà,HOSE,Hàng gia dụng,Đồ dùng cá nhân và đồ gia dụng,0.0716,0.7578,-0.7927,-0.2333,0.0073,0.142,-0.0301,762702331590,0.5991,0.0281,0.0906,3835,-0.0403,62.2532,5221461275,0.2356,0.022,1.3074,0.1506,-45.4935,99.1443,0,16.034,16.034,83.966,27.676,0.367,71.957,0.2486,-0.4777,-1.9547,0.3391,-0.6784,0,0.8557,99.1443,,,0.1418,1247.8026,7.0444,-0.0591,-0.7927,1.1755,1.2792,0,79775000,9000,210.00000000000085,0.023890784982935287,4931000000,559840,-0.1860341701645699,-0.03369151623473854,-0.07216494845360824,0.1306532663316583,9.03,9.09,8.86,8.87,8.732835265819977,9.437164734180024
