2020-04-08,81143,30000,10510,105997,77350,9270
2020-03-13,123404,44434,39860,347186,208650,8140
2020-03-20,89666,52440,34600,38514,15404,11750
2020-03-23,3295,0,19180,167895,115835,500
2020-04-09,244177,90775,25090,169993,88563,24550
2020-04-10,213873,125823,21390,113957,65417,3810
2020-04-13,259427,149177,12550,169773,130020,23700
2020-04-14,388507,250177,39180,171003,105533,20790
2020-04-15,287077,163943,34450,323523,260920,6390
2020-04-16,94299,28040,9170,256131,186454,13600
2020-04-17,199698,42850,50060,726472,567887,42160
2020-04-20,355841,170190,14110,316889,173249,19040
2020-04-21,115087,40390,18160,173793,94033,21810
2020-04-22,85073,13470,16480,116307,62307,4450
2020-04-23,62133,14430,4630,144247,57862,17310
2020-04-24,83395,35030,11560,143695,107885,7070
2020-04-27,48633,9550,21430,204797,134812,9500
2020-04-28,22070,5000,1060,79840,41200,3080
2020-04-29,28459,7469,2930,93421,59430,7000
2020-05-04,31170,13600,24810,53590,22500,370
2020-05-05,21079,5000,12680,81261,42430,3450
