Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2011,0,9371727329830,229276836116,-1266999208654,-1204651228144,-5719805314,-56628175196,0,-540779091763,192558555611,14226006537,1589989565,7291624526,5344392446,8000010427677,-5775318939129,-76879277648,715681689712,706230478084,6566995399,2884216229,-5136516527065,188000000000,-17388894575,-134617208461,-1144025558217,-1064890075807,-946866369843,0,0,-61179519986,-56844185978,0,-50891994259,-28243488151,0,-6244548188318,1755462239359,1719142928520,-1071658433646,647484494874,131884680502,-152925916031,-21041235529,-240472050406,-2136162930704,-1701537862286,-216857833374,-217767235044,-186547673333,430626661500,-238808470573,3195632529483,-1728055659999,1467576869484,13518573826,-26332595075,-12814021249,60664500392,1520697866221,-6062818336,-311681781890,1202953265995,1569698412,1201383567583,1768
2012,0,10593014184645,324578137216,-1501748076327,-1434243708247,-7979725534,-59524642546,0,-1251949923686,233185227477,17042548860,375911524,6665993519,10000643817,8414122098185,-6003194937115,-148001677644,526541089376,512995603382,12262322625,1283163369,-5624655525383,261000000000,18232587305,-148097890419,-1331261852972,-1243322203860,-1092774193612,0,0,-67873257653,-82674752595,0,-72969818599,-14969830513,0,-6824782681469,1589339416716,1523279562209,-907620184648,615659377561,200394721098,-195047750032,5346971066,-330887098697,-2441607022254,-1947460725860,-227127126926,-267019169468,-689008407841,388532250635,-261672198402,3067529848446,-748084396312,2319445452134,57539041189,-2700108267,54838932922,49568269333,1861704298781,-6940009967,-423570655614,1431193633200,82924754770,1348268878430,1981
2013,0,11989345135217,329868031467,-1389620090028,-1308653689794,-15946757921,-65019642313,0,-2801665219645,229353990840,9048272395,3103652066,1530344400,4414275929,8366330120246,-5883774672138,-433296203260,1121407840675,1107727646001,10079533624,3600661050,-5195663034723,228000000000,-73687999443,-92940765694,-1485151441124,-1423213313473,-1266367965547,0,0,-78352943499,-78492404427,0,-59254451704,-2683675947,0,-6619443240984,1746886879262,1213034837755,-699633866134,513400971621,214777973512,-202191253806,12586719706,-372533232026,-2681154696353,-2131094559615,-253450157503,-296609979235,-756740912379,259950814118,-284023259529,3129407493920,-734501891093,2394905602827,14343064061,-5926302074,8416761987,31557789847,1654066796871,-7031133756,-413061218605,1233974444510,96443745088,1137530699422,1672
2014,0,13613450590452,337831262703,-1244455862694,-1101757421476,-142698441218,0,0,0,103710467297,14780564727,2253353476,629605515,11897605736,12782605281684,-5857997058548,-191531688856,3753347011,0,2352658590,1400688421,-5455087326810,0,-93843057594,-97921509054,-2825099283182,-1937316994703,-1180412549080,0,0,-75881635697,-168267739689,0,-4091689038,-14587588652,-869103010789,-12549962387253,232642894431,756312526915,-556841581888,199470945027,381022877626,-313054604311,67968273315,0,-1887130943926,-1473465751814,-120204588097,-293460604015,-1240822857383,79266356930,-225492330700,3679557715587,-823337077107,2856220638480,15348571228,-5475388777,9873182451,148260435519,1627305425297,-7550598372,-288486271497,1331268555428,72711673813,1258556881615,1850
2015,0,15943461828362,338994106846,-1110122686264,-1075681917652,-34440768612,0,0,0,188040634200,42294073824,16663303127,460048248,25170722449,15326553145526,-5908181291969,-175660994859,32020103108,0,29159452809,2860650299,-5638950789292,46000000000,-16083101229,-101964761130,-3470111005347,-3391262935375,-1590676319790,0,0,-77851626985,-283349127698,-835837086776,-76733945577,-2114124395,0,-14902848143142,423705002384,0,0,0,380720387095,-311841951585,68878435510,0,-2011740532968,-1642896766177,0,-368843766791,-1219191763793,0,-299965331281,3792751239962,-902875801850,2889875438112,9722047264,-4754363380,4967683884,93205829716,1468891856638,-8175021006,-285785415458,1174931420174,46924275754,1128007144420,1658
2016,0,20018586566154,300791329949,-1200056139706,-1392998505520,192942365814,0,0,0,224977753763,105690433676,687797942,77046090738,27956544996,19009468345511,-6733219605075,-171400458433,8828324736,0,6690882282,2137442454,-6374335520249,93000000000,-133534383764,-109617672687,-4232776274049,-4207185385576,-1962077048011,0,0,-75700952436,-96585660462,-1170434730365,-3201454297,-22389434176,0,-18609045110929,400423234582,0,0,0,297970974822,-270478765106,27492209716,0,-2628432875224,-2222170886326,0,-406261988898,-1821747651744,0,-378769779182,4627972875906,-1124009912309,3503962963597,10088299889,-4126469198,5961830691,89377550187,1398784913549,0,-233835986436,1164948927113,41615866742,1123333060371,1651
2017,0,25521511280522,266097461444,-1641147464342,-1907954935940,266807471598,0,0,0,266706871477,408385532317,45693273,366084846827,42254992217,24042084842027,-8462636715124,-166688253900,3823723341,0,2392119840,1431603501,-7777805273287,281408224424,-161155033254,-128408224424,-5735492296789,-5533326146378,-2467269614939,0,0,-85018112840,-116978158028,-1355608690284,-1051404615,-201114745796,0,-23506187046881,535897795146,0,0,0,382453040570,-314630128002,67822912568,0,-3147504547029,-3147504547029,0,0,-2611606751883,0,67822912568,5758691819023,-1420797149598,4337894669425,23604974262,-4893901846,18711072416,120920690801,1933742593327,0,-330646519353,1603096073974,47642826701,1555453247273,2286
2018,0,31365065577361,246198035646,-2537205659939,-3179894312402,642688652463,0,0,0,735882837898,0,0,0,0,29063484567594,-11430091343606,-207609449682,11570700972,0,10972232318,598468654,-9773194515724,-138744659844,-341629052119,90183891186,-6259395475933,-6259395475933,-2781772001213,0,0,0,0,-1779996121769,0,0,0,-31681283149912,-2617798582318,0,0,0,325992502879,-299188958939,26803543940,0,-3458775577778,-3458775577778,0,0,-6076574160096,0,26803543940,9043798954353,-1696261788194,7347537166159,35658453562,-12958782047,22699671515,101482739886,1421948961404,0,-247440745239,1174508216165,49042547948,1125465668217,1565
2019,0,35748172611052,228918252103,-3084209111942,-3374388930705,290179818763,0,0,0,578800862478,0,0,0,0,33309136087180,-13994053438788,-239973867981,4092472480,0,3236476683,855995797,-11891325757666,-73067871603,-207213038289,144758086666,-6436490147863,-6436490147863,-2989068074142,0,0,0,0,-1748762678458,0,0,0,-34074231646602,-765095559422,0,0,0,336730885525,-340737730666,-4006845141,0,-3517026355581,-3517026355581,0,0,-4282121915003,0,-4006845141,7870747650846,-2184189260231,5686558390615,6636310988,-3092014766,3544296222,107754257916,1511728184609,0,-269023565027,1242704619582,54245111082,1188459508500,1689
