Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2012,2,2455254707894,72965031114,-347906075099,-334825736055,-1119216833,-11961122211,0,-58273826539,50890790303,1856906578,77335103,716639627,1062931848,2174787534251,-1556273012594,-22536522162,158325437314,157372810960,675169696,277456658,-1420484097442,47000000000,-81402918155,-31035982056,-277494558668,-260270279602,-232376558704,0,0,-11310709079,-16583011819,0,-15949748777,-1274530289,0,-1763417556321,411369977930,388549700237,-182525600901,206024099336,69021949206,-69362121981,-340172775,-69495975313,-621417169075,-480364127572,-52216512528,-88836528975,-138490124955,153807586808,-89176701750,718549070546,-258112654327,460436416219,4593887295,-596702993,3997184302,10909022299,401483382923,-1889122593,-98221122620,301373137710,39775532004,261597605706,385
2012,3,2733845864459,102490664667,-400424181482,-387264493619,-1843271999,-11316415864,0,-415391377136,53535599142,2885355475,78131261,1123658270,1683565944,2076941925125,-1540666185406,-52147474131,145465903324,133995529285,6558704515,4911669524,-1447347756213,116000000000,34543578290,-40103697217,-363974827067,-333263870696,-297659303362,0,0,-17747473953,-17857093381,0,-23649363379,-7061592992,0,-1700882702207,376059222918,351600468375,-245770169032,105830299343,31075310226,-22583641778,8491668448,-80492846761,-579252246001,-444163162962,-57398817334,-77690265705,-148596786805,48431482009,-69198597257,779466343609,-348931930711,430534412898,1171017520,-59205394,1111812126,16294420064,278576743035,-1317915198,1820352033,279079179870,5692300069,273386879801,401
2012,4,2877406334002,72540252355,-338921509622,-314487834766,-2693300704,-21740374152,0,-496126644631,65342781427,7875037624,179657765,1327011426,6368368433,2188116251155,-1597407244936,-47271998544,186329159161,187042498669,3501065358,-4214404866,-1458350084319,73000000000,36950606308,-39418131332,-409290508584,-389972627309,-322007706802,0,0,-58122623374,-9842297133,0,-15970179978,-3347701297,0,-1797108117927,391008133228,342695959158,-163985291638,178710667520,115541098604,-103428161239,12112937365,-112898143589,-641710682204,-541474031706,-64627528896,-35609121602,-263364042067,114083138624,-23496184237,697923565922,-4534935737,693388630185,6321302402,-2246668317,4074634085,10514151813,535200328403,-1846862704,-229184275793,304169189906,8004286155,296164903751,436
2013,1,2650779858278,55128458576,-290719950949,-271450225154,-2615347580,-16654378215,0,-473409529998,65002905996,4399784297,2209407789,1537627605,652748903,2011181526200,-1404141947338,-39591989569,285898975037,281997144852,2955070276,946759909,-1157834961870,0,-16703653173,-21724292440,-296105601267,-284181509520,-259432974413,0,0,-8106953313,-16641581794,0,-10037249001,-1886842746,0,-1492368508750,518813017450,323611289131,-203151492448,120459796683,33010486149,-25379350049,7631136100,-79929502095,-657988329221,-485160443902,-61136725550,-111691159769,-46276928547,59323071133,-104060023669,751389991552,-248953662122,502436329430,853710283,-315849836,537860447,8168315877,420128624671,-1870008249,-110176496222,308082120200,27400966039,280681154161,412
2013,2,2830200701085,93802666263,-319916452048,-303412946770,-707360458,-15796144820,0,-471298997734,57414675170,4791467949,2452777399,1121017962,1217672588,2194994060685,-1535304210010,-101323592706,313774015732,310888159337,1150756144,1735100251,-1322853786984,30000000000,-57211931415,-20830149376,-334194374259,-312642643165,-288891774094,0,0,-6507822994,-17243046077,0,-18176938434,-3374792660,0,-1705090242034,489903818651,352284377125,-282552308150,69732068975,35385405548,-41322562426,-5937156878,-76034958172,-661903376929,-520939651884,-60888861552,-80074863493,-107070791405,8843207423,-86012020371,756008634695,-267165290068,488843344627,1754588423,-197952164,1556636259,8474732583,314635109116,-1919828382,-67984155660,244731125074,1178284412,243552840662,357
2013,3,3132717337552,95557042768,-420965435864,-404242237953,-1852548555,-14870649356,0,-716832807089,43038954631,-2450215821,-1651561916,-1827363956,1028710051,2131064876177,-1338343282390,-191122492137,276725636565,273071478459,3177786351,476371755,-1252740137962,25000000000,-41434749471,-24437771509,-391362973370,-376550638342,-342872200529,0,0,-16244534893,-17433902920,0,-13711220684,-1101114344,0,-1684975632312,446089243865,348731134368,-204078664542,144652469826,54515445773,-46902248693,7613197080,-86542989130,-627471126233,-482467157120,-60488561278,-84515407835,-122920902385,84163908548,-76902210755,813919915534,-284485897794,529434017740,2460572506,-2589603426,-129030920,7523571627,421169353855,-1628774107,-104454167659,315086412089,34573875357,280512536732,413
2013,4,3364680543193,93347873813,-323964337017,-295558337505,-10771501328,-17634498184,0,-1161699443572,59910120754,8159975270,93028794,6551802089,1515144387,2040434732441,-1605201573763,-101904002100,273526990203,270105840215,2795920853,625229135,-1433578585660,137500000000,60125422114,-26538644782,-473190071864,-453836139718,-387900071675,0,0,-38822671626,-27113396417,0,-16486278317,-2867653829,0,-1735681880192,304752852249,372018141351,-566557437749,-194539296398,96401637310,-75532642504,20868994806,-133720305738,-755482927633,-662026681702,-65119970655,-28336275276,-490994135191,-259659267053,-7467280470,1212857593921,15718829812,1228576423733,10021302822,-841446743,9179856079,0,479635597098,-1558901468,-126131917819,351944777811,46471127191,305473650620,449
2014,1,3037128859743,68400891123,-404819698847,-327679540216,-77140158631,0,0,0,57867554452,1894469537,546093959,325570126,1022805452,2022283871202,-1224599104103,-35198371627,498029387,0,469677666,28351721,-1129043402835,0,-88796204633,-23206755628,-348281537899,-318587170467,-290674461844,0,0,-10609846461,-17302862162,0,-19937065428,-9757302004,0,-1589327900995,432955970207,348276039248,-218910323198,129365716050,69289581210,-57829889279,11459691931,-84590042764,-664095902554,-532835662748,-58235406122,-73024833684,-184469735305,71130309928,-61565141753,874004223655,-170507891647,703496332008,1515353152,-192340432,1323012720,9515180022,539429957620,-1955585312,-93084065935,444390306373,41758622280,402631684093,592
2014,2,3199657253010,104541406717,-261266121955,-248528848779,-12737273176,0,0,0,41864168183,2127989134,739949550,289960968,1098078616,3174938643073,-1480549676220,-42716204964,1046771189,0,788401007,258370182,-1417497651875,0,-29336709171,-21719599951,-400688776232,-379310037111,-329029597101,0,0,-18213174126,-32067265884,0,-19773335890,-1605403231,0,-2685834203927,489104439146,410832487667,-337931258690,72901228977,71828844790,-60074125354,11754719436,-112094241463,-678204775348,-527395251066,-61270452607,-89539071675,-150385053383,11630776370,-77784352239,852131843703,-353707273250,498424570453,2930282251,-634217804,2296064447,5187068709,289369074357,-1879927946,-49653036040,237836110371,4504884837,233331225534,343
2014,3,3617783598449,96853383502,-298383147066,-274129640090,-24253506976,0,0,0,49715220502,2138244315,735471260,131572375,1271200680,3302026808271,-1362395387803,-67676877643,943657938,0,751837317,191820621,-1334317711183,0,-31194936774,-27393523239,-461638925314,-436900817389,-392924933658,0,0,-14181821560,-29794062171,0,-24481397529,-256710396,0,-2956697135919,345329672352,0,0,0,107807573895,-89187684296,18619889599,-133029817148,-618360257340,-550028623746,0,-68331633594,-337728768542,0,-49711743995,1101383485045,-358800746696,742582738349,3121297016,-1118135292,2003161724,38209747512,395355135048,-1771623404,-66244459719,327339051925,11775540417,315563511508,464
2014,4,3764466738587,67995045871,-277166577933,-238880968070,-38285609863,0,0,0,-44929118394,8619861741,231838707,-117497954,8505520988,3533803070261,-1778616842477,-45940234622,1264888497,0,342742600,922145897,-1562554135123,0,49355026965,-25940327017,-259426408214,-239988376513,-123597690702,0,0,-61431712280,-54958973531,0,-16336760044,-3101271657,0,-3181048747702,352754322559,0,0,0,125422237225,-101406817453,24015419772,-183040968862,-793432341505,-731095988926,0,-62336352579,-561382635229,0,-38320932807,866206918376,65646634640,931853553016,7771812370,-3528514015,4243298355,90722212849,427115496184,-1943461710,-69307647262,355864387212,17035941708,338828445504,498
2015,1,3523996033637,76933302979,-271759487333,-264863471286,-6896016047,0,0,0,47095919011,10582969461,1327482127,298561248,8956926086,3393190028818,-1219592693874,-37922973993,238119814,0,215733988,22385826,-1216024214989,0,-57481723142,-24833047772,-540489727604,-521777903905,-361614164893,0,0,-4559884521,-44574369565,0,-18225045218,-486778481,0,-2997620770159,395569258659,0,0,0,62950809248,-48010053042,14940756206,0,-621052540655,-546416461991,0,-74636078664,-150847203332,0,-59695322458,1004059173968,-343423557767,660635616201,2608634883,-417705215,2190929668,4959847627,457243867706,-2159317255,-84413811644,370670738807,16282571305,354388167502,521
2015,2,3849852854857,95362119227,-277397220831,-293274500185,15877279354,0,0,0,51580705506,5622947764,325516322,20565534,5276865908,3820493236871,-1524887046133,-39710106896,3807305383,0,3757369475,49935908,-1427935632005,0,-35450351851,-22821289871,-833425711015,-845274517982,-411917953889,0,0,-10932823401,-54605137062,-229116731236,17835494549,-5986687582,0,-3549100545892,271392690979,0,0,0,135260174573,-112300394779,22959779794,0,-458605000463,-380601860074,0,-78003140389,-109209169095,0,-55043360595,863378684534,-250664668979,612714015555,2742176412,-4212247745,-1470071333,5781728287,452773142819,-2539205713,-89514413289,360719523817,12087613452,348631910365,512
2015,3,4244222990847,56190452194,-280772092091,-282594194483,1822102392,0,0,0,36671720776,19160896662,14786047340,-92173750,4467023072,3905193640615,-1502574802567,-59094068333,24541400977,0,23788401461,752999516,-1417035294018,0,-49456560018,-28202052686,-867078791749,-809672762721,-378555320368,0,0,-17607828460,-76439482281,-191866159473,-55909189914,-1496839114,0,-3809700786215,95492854400,0,0,0,74644547018,-45849442005,28795105013,0,-489148325082,-397926058879,0,-91222266203,-302433204479,0,-62427161190,895790975951,-263456858909,632334117042,1451398088,-518523248,932874840,24430555683,292837181896,-1960830311,-62525670294,228350681291,10568704799,217781976492,320
2015,4,4356604309134,110508232446,-282878647791,-249182411622,-33696236169,0,0,0,53240558295,6927259937,224257338,233095216,6469907383,4203231313134,-1661469641630,-38933845637,3433276934,0,1397947885,2035329049,-1577980830089,32000000000,127976401554,-26446763385,-1076702328741,-1062123304529,-439920108240,0,0,-44751090603,-107301206066,-261537454953,-20435204994,5856180782,0,-4395456109090,-192224795956,0,0,0,106846237970,-89558168046,17288069924,0,-609953307240,-466297296889,0,-143656010351,-658522092845,0,-126367940427,1034237631176,-40554455411,993683175765,2217902361,-804840812,1413061549,41677611104,251883815146,-1485675545,-38881220787,211516918814,8129029573,203387889241,299
2016,1,4283652994809,61738940428,-309465944184,-347909190593,38443246409,0,0,0,50731316766,7803088888,386705224,496844655,6919539009,4027887729180,-1388928662081,-32370460911,1062664810,0,507626465,555038345,-1328019080922,0,-135834475177,-25608925685,-818357516981,-800785521768,-358818391570,0,0,-6178992992,-74143272201,-203498585378,-17680965874,108970661,0,-3848031164804,179856564376,0,0,0,72571984945,-58253376653,14318608292,0,-510351156727,-422361424756,0,-87989731971,-242504860380,0,-73671123679,1061804200182,-273060077891,788744122291,3223360957,-820071797,2403289160,5183279762,480154707154,-91512442762,3958571135,392600835527,9197973847,383402861680,563
2016,2,4754439911715,76743805702,-286856464943,-346599990310,59743525367,0,0,0,63460951825,6330929659,-214946759,-328634171,6874510589,4679369805499,-1627114808306,-38747155567,1444016843,0,883819628,560197215,-1573662888842,0,-19612590840,-22513728815,-1072571102655,-1053321808970,-454193984657,0,0,-7767166158,-90917586285,-278168721873,-18936561855,-312731830,0,-4579868944137,99500861362,0,0,0,67715020024,-56748285895,10966734129,0,-560049891148,-453050804726,0,-106999086422,-353549943364,0,-96032352293,1166467697975,-267986578098,898481119877,3823942770,-452492871,3371449899,23833199118,476103473237,0,-78674050229,397429423008,14085831299,383343591709,563
2016,3,5230831700229,80720315893,-250603626193,-337479017204,86875391011,0,0,0,68288081861,9970317775,52607635,3725378572,6192331568,4882743643315,-1693418647117,-56838555078,-1127990444,0,-14573066,-1113417378,-1616521408763,55000000000,-43846683366,-30522732545,-1162166302005,-1143914441975,-592104760810,0,0,-13255299339,-19839507419,-278278545920,-17119849621,-1132010409,0,-4802758942376,79984700939,0,0,0,88739163988,-76125401839,12613762149,0,-621509859700,-537784103594,0,-83725756106,-457799402655,0,-71111993957,1211470966735,-302285138627,909185828108,354886009,-1411079803,-1056193794,17582464234,396800701936,-77828464696,6458597983,325430835223,8632766418,316798068805,466
2016,4,5709500354335,76468428726,-346016867896,-361770426738,15753558842,0,0,0,75473360138,12828761344,463431842,4177630752,8187698750,5387948756184,-2017770198950,-43444286877,-1037571580,0,-1062238440,24666860,-1861179046120,63633118369,38713198306,-29987731324,-1272002811486,-1253991265517,-489373593767,0,0,-48461609947,-101925627054,-301408667659,-16495593439,-1515952530,0,-5148271492261,239677263923,0,0,0,77083547630,-63402013991,13681533639,0,-876752308328,-733129215518,0,-143623092810,-493451951595,0,-129941559171,1188425030031,-293927707821,894497322210,2932399074,-1300902590,1631496484,53317098809,326052406737,0,-51585373305,274467033432,11467640591,262999392841,388
2017,1,5424597483134,59297486278,-369443742042,-459854822359,90411080317,0,0,0,62614146531,37850787667,2682606,29209049642,8639055419,5070056108087,-1725738503603,-16251718031,1316141478,0,1213739753,102401725,-1606323398417,0,-41625184744,-28677028931,-1222647661137,-1221262526862,-542259594169,0,0,-3999935354,-28479592292,-342637341301,-265377911,-1119756364,0,-4964405655090,105650452997,0,0,0,82793976746,-60822667742,21971309004,0,-717387220634,-606585159472,0,-110802061162,-500934706475,0,-88830752158,1385981556979,-336714801230,1049266755749,11047767330,-1893144597,9154622733,17676167942,486332087791,-88232397010,-4463168189,393636522592,13151884680,380484637912,559
2017,2,6126246301101,58783749778,-390407098801,-439916873093,49509774292,0,0,0,68948797019,55305600595,8411573,49909792238,5387396784,5863389679836,-2108995347463,-71603407107,830443028,0,619728220,210714808,-1998751232144,0,11233536879,-28239492521,-1288416260702,-1288265898355,-614882962435,0,0,-8792440467,-30687395070,-304154810141,-46801369,-103560978,0,-5369178377098,494211302738,0,0,0,149144624805,-127982125388,21162499417,0,-849135945274,-706424065401,0,-142711879873,-212212762663,0,-121549380456,1509973026409,-356118103321,1153854923088,6869116429,-579187341,6289929088,26572229598,852954938655,0,-144217984185,708736954470,12411049004,696325905466,1023
2017,3,6555201522066,87981871328,-354183102862,-504021146170,149838043308,0,0,0,67247458364,80423937395,11864770,76013791825,4398280800,5977589684287,-2066809165053,-30963644120,1028762747,0,455103066,573659681,-1898763709534,92000000000,-126180397437,-35708016072,-1334145325171,-1332919393230,-621880520488,0,0,-16228595098,-24488805518,-334217790035,-629576807,-596355134,0,-6049763032427,-72173348140,0,0,0,85673401527,-66925125903,18748275624,0,-737740868886,-737740868886,0,0,-809914217026,0,18748275624,1377290040297,-376926723635,1000363316662,3447519408,-4237719534,-790200126,18706368865,227113543999,0,-34898404302,192215139697,13201023342,179014116355,263
2017,4,7416542133943,60034354060,-527113520637,-504162094318,-22951426319,0,0,0,67896469563,234805206660,22734324,210952213122,23830259214,7132125529539,-2560952280704,-47869484642,648376088,0,103548801,544827287,-2264796433704,189408224424,-23778971003,-35783686900,-1890283049779,-1690878327931,-688246537847,0,0,-55997141921,-33322365148,-374598748807,-109648528,-199295073320,0,-7112883811764,19241717775,0,0,0,64841037492,-58900208969,5940828523,0,-843484212235,-843484212235,0,0,-824242494460,0,5940828523,1485447195338,-351037521412,1134409673926,2442442012,1816149626,4258591638,57965924396,378332524023,0,-62316713872,316015810151,8878869675,307136940476,447
2018,1,7037574859152,61174420040,-516125325424,-699386133990,183260808566,0,0,0,66701143497,86621893204,30064462,78646393245,7945435497,6438998284840,-2617683380801,-80702501908,105533097,0,94296733,11236364,-2398129767003,0,-93722386192,-35602000482,-1295262002906,-1280759987302,-606982467102,0,0,-3909751830,-17628503431,-350775864853,-14024870464,-477145140,0,-7578437458619,-1139439173779,0,0,0,67018719487,-55308391416,11710328071,0,-794731910574,-794731910574,0,0,-1934171084353,0,11710328071,2850457413635,-407269812994,2443187600641,3991343097,-355904675,3635438422,16117981945,540480264726,0,-95733778650,444746486076,14628442425,430118043651,632
2018,2,7529951116307,58866494921,-608972734630,-734946725690,125973991060,0,0,0,74734002069,101364085648,15278124,92868735880,8480071644,7236076623354,-2737595549288,-25885787197,254329066,0,179714521,74614545,-2381292846793,0,-122723850318,20256293201,-1526830510844,-1538659066685,-714540623395,0,0,-6385762872,-31937055027,-381178820353,13908159930,-2079604089,0,-8110090216070,-874013592716,0,0,0,87075460098,-65049174234,22026285864,0,-967445541831,-967445541831,0,0,-1841459134547,0,22026285864,2671147481360,-470849806143,2200297675217,18792048507,-29642346321,-10850297814,18894129976,388908658696,0,-53542971640,335365687056,6063958102,329301728954,483
2018,3,8205902538468,67326893018,-643631160996,-811621128608,167989967612,0,0,0,83580831331,-40229143932,0,-47129465400,6900321468,7225109481932,-2722991336368,-44947617075,187458070,0,0,187458070,-2387294132606,0,-70411685603,14817180484,-1629373013966,-1627407861910,-722025273085,0,0,-14149574241,-31480055830,-364296533838,-80317862,-1884834194,0,-7631213902983,-406104421051,0,0,0,72646735765,-71182509218,1464226547,0,-871590925014,-871590925014,0,0,-1277695346065,0,1464226547,1731458217486,-323004870478,1408453347008,-1017759635,23560379308,22542619673,-20113182981,134651664182,0,-37598340163,97053324019,17359943797,79693380222,103
2018,4,8591637063434,58830227667,-768476438889,-933940324114,165463885225,0,0,0,363110026081,0,0,0,0,8163300177468,-3342791995962,-56073543502,11023380739,0,10698221064,325159675,-2606477769322,90183891186,-54771130006,-138216133047,-1807929948217,-1735359801911,-738223637631,0,0,-43047059570,-44546054306,-413452327493,-128963052,-72441183254,0,-8361541572240,-198241394772,0,0,0,99251587529,-107648884071,-8397296542,0,-825007200359,-825007200359,0,0,-1023248595131,0,-8397296542,1781607480695,-495673376679,1285934104016,13892821593,-6520910359,7371911234,34280609235,295940732812,0,-58739982551,237200750261,6142284615,231058465646,309
2019,1,8201197550163,73989670355,-788698506642,-789490391598,791884956,0,0,0,146275156644,0,0,0,0,7452907367971,-3165514134947,-55961900662,512647574,0,397465757,115181817,-2744412455294,110840737479,-185676914517,-39150522416,-1409961006895,-1409035582822,-688051113639,0,0,-7472820491,-32969415970,-314721977588,-46056389,-879367684,0,-7333080536494,119826831477,0,0,0,61880612234,-51539038984,10341573250,0,-934056202678,-934056202678,0,0,-814229371201,0,10341573250,1790380817627,-445825182884,1344555634743,7968758380,-359571136,7609187244,15315343383,563592367419,0,-108149231453,455443135966,11147207382,444295928584,634
