disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2010-08-12,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2010-09-17,,,Ngày giao dịch đầu tiên trên sàn HNX,,,,
2011-02-25,investorRight,MEETING,Họp cổ đông,2011-03-04,,,ĐHCĐ thường niên 2011,,,,
2011-02-25,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-03-04,2011-03-30,2011-03-30,Cổ tức đợt 1/2010 (1.000 đ/cp),1000,10,1,2010
2012-03-05,investorRight,MEETING,Họp cổ đông,2012-03-12,2012-04-06,2012-04-06,ĐHĐCĐ thường niên năm 2012,,,,
2012-03-05,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-03-12,2012-04-03,2012-04-03,Trả cổ tức đợt 1/2011 (1.000 đ/cp),1000,10,1,2011
2012-05-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-05-16,2012-05-31,2012-05-31,Trả cổ tức đợt 2/2011 (2.000 đ/cp),2000,20,2,2011
2012-12-07,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-12-12,2012-12-27,2012-12-27,Tạm ứng cổ tức năm 2012 (2.000 đ/cp),2000,20,,2012
2013-03-27,investorRight,MEETING,Họp cổ đông,2013-03-28,2013-04-24,2013-04-24,Đại hội đồng cổ đông thường niên năm 2013,,,,
2013-05-15,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-05-24,2013-06-10,2013-06-10,Trả cổ tức đợt 2/2012 (2.000 đ/cp),2000,20,2,2012
2013-12-10,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-12-16,2013-12-31,2013-12-31,Tạm ứng cổ tức đợt 1.2013(2000đ/cp),2000,20,1,2013
2014-03-13,investorRight,MEETING,Họp cổ đông,2014-03-18,2014-04-11,2014-04-11,Đại hội cổ đông thường niên năm 2014,,,,
2014-04-18,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-04-25,2014-05-16,2014-05-16,Trả cổ tức đợt 2/2013 (2000đ/cp),2000,20,2,2013
2015-02-05,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-02-13,2015-03-13,2015-03-13,Tạm ứng cổ tức đợt 1/2014 (2.000đ/cp),500,5,1,2014
2015-03-05,investorRight,MEETING,Họp cổ đông,2015-03-12,,,ĐHĐCĐ thường niên năm 2015,,,,
2015-04-15,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-04-22,2015-05-15,2015-05-15,Trả cổ tức năm 2014 (2.000đ/cp),2000,20,,2014
2016-03-15,investorRight,MEETING,Họp cổ đông,2016-03-21,2016-04-22,2016-04-22,ĐHCĐ thường niên năm 2016,,,,
2016-05-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-05-17,2016-06-02,2016-06-02,Trả cổ tức năm 2015 (3000 đ/cp),3000,30,,2015
2017-04-11,investorRight,MEETING,Họp cổ đông,2017-04-03,2017-04-27,2017-04-27,ĐHĐCĐ thường niên năm 2017,,,,
2017-04-13,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến trả cổ tức năm 2016 (1000 đ/cp),1000,10,,2016
2017-05-25,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-06-09,2017-06-26,2017-06-26,Trả cổ tức năm 2016 (2000 đ/cp),2000,20,,2016
2018-03-28,investorRight,MEETING,Họp cổ đông,2018-04-10,2018-04-26,2018-04-26,ĐHĐCĐ thường niên năm 2018,,,,
2018-05-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-05-23,2018-06-06,2018-06-06,Trả cổ tức năm 2017 (2000 đ/cp),2000,20,,2017
2019-03-15,investorRight,MEETING,Họp cổ đông,2019-04-05,2019-04-26,2019-04-26,ĐHĐCĐ thường niên năm 2019,,,,
2019-05-21,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-06-07,2019-06-26,2019-06-26,Trả cổ tức đợt 1/2018 (20000 đ/cp),20000,200,1,2018
2019-09-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2019-10-09,2019-10-25,2019-10-25,Trả cổ tức đợt 2/2018 (20000 đ/cp),20000,200,2,2018
2020-05-21,investorRight,MEETING,Họp cổ đông,2020-06-05,2020-06-25,2020-06-25,ĐHĐCĐ thường niên năm 2020,,,,
2020-07-02,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-07-16,2020-07-31,2020-07-31,Trả cổ tức đợt 1/2019 (25800 đ/cp),25800,258,1,2019
