Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,3,34442208322,-7303341045,-11153158831,0,-2865732093,6819616160,-12961117644,0,6978474869,-181287009,227272727,0,0,-57500000000,61792000000,0,4337985718,0,0,0,0,0,-7510400000,0,-7510400000,3806060587,1077633917,0,4883694504
2010,4,10088669145,-3026449022,-2879610570,0,-1839932192,4040626812,-5296771925,0,1086532248,-48764354,0,-6000000000,50000000,0,2000000000,1330400827,-2668363527,0,0,0,0,0,0,0,0,-1581831279,4883694504,0,3301863225
2011,1,11405172637,-4279799971,-7259320801,0,-877449195,5594871022,-8019955057,554365867,-3436481365,0,0,0,0,-23000000000,24000000000,2392950697,3392950697,0,0,0,0,0,-751197500,0,-751197500,-794728168,9301863225,0,8507135057
2011,2,11621529321,3851654339,-2989174839,0,-1701355441,17586947190,-20215845761,0,8153754809,-6295022741,0,-2000000000,0,-8500000000,8500000000,854023322,-7440999419,0,0,0,0,0,-6300151000,0,-6300151000,-5587395610,8507135057,0,2919739447
2011,3,11391809385,-1429128908,-3155353612,0,-1336699454,5793219346,-6409019763,0,4854826994,-22894668,0,0,0,-42842350000,35500000000,2445750489,-4919494179,0,0,0,0,0,-328320000,0,-328320000,-392987185,2919739447,0,2526752262
2011,4,18379409299,-2286596945,-3304848827,0,-1554531144,843188793,-8673865408,0,3402755768,-6090000,0,0,0,-32000000000,26000000000,2426722868,-3579367132,0,0,0,0,0,0,0,0,-176611364,2526752262,0,2350140898
2012,1,16838978803,-2487294974,-9495254848,0,-1456179290,9110236928,-10167697272,0,2342789347,-126764203,0,0,0,-19800000000,7800000000,1237539953,-10889224250,0,0,0,0,0,-742300000,0,-742300000,-9288734903,20350140898,0,11061405995
2012,2,17440697712,-1416017336,-4143299061,0,-2190294658,4817642548,-8861042549,0,5647686656,-510886996,0,-27642350000,28300000000,19800000000,-7800000000,2867683639,15014446643,0,0,0,0,0,-6726500000,0,-6726500000,13935633299,11061405995,0,24997039294
2012,3,18134013836,-2168338792,-4647937133,0,-2183006367,14593583680,-16846493460,0,6881821764,472739325,0,18642350000,-28300000000,-86642350000,65300000000,1383610332,-29143650343,0,0,0,0,0,0,0,0,-22261828579,24997039294,0,2735210715
2012,4,18188831033,-1998320289,-4475079609,0,-2166009447,13576439424,-13858397202,0,9267463910,-68233933,0,0,0,-2000000000,2000000000,-1828069781,-1896303714,0,0,0,0,0,-4714800000,0,-4714800000,2656360196,2735210715,0,5391570911
