2020-04-08,12660,0,1090,60920,32090,0
2020-03-13,19890,0,7040,49250,32100,1000
2020-03-20,9735,0,4250,75165,46100,640
2020-03-23,13452,0,0,18288,5858,10
2020-04-09,12800,0,10,17240,0,600
2020-04-10,40445,33300,2540,17875,6900,0
2020-04-13,12295,0,3100,12705,0,2000
2020-04-14,2175,0,0,14775,0,0
2020-04-15,25780,7000,1000,6650,0,200
2020-04-16,4245,0,1380,2905,0,0
2020-04-17,17170,0,0,33940,18900,4350
2020-04-20,3470,0,0,6280,0,1000
2020-04-21,3655,0,0,10335,0,0
2020-04-22,18560,0,500,7250,0,140
2020-04-23,10890,6800,200,12780,0,0
2020-04-24,16515,0,200,2045,0,0
2020-04-27,11260,6600,0,11480,0,1150
2020-04-28,0,0,100,0,0,0
2020-04-29,46695,36000,30,265,0,0
2020-05-04,835,0,460,505,0,0
2020-05-05,1560,0,1740,110,0,0
