Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2008,0,7309078909,0,7309078909,-7077503472,231575437,48297,0,0,0,-213574437,18049297,0,0,0,0,18049297,0,0,0,18049297,0,18049297,0,0
2009,0,6455159350,0,6455159350,-5374827458,1080331892,1466509,-188790209,-188790209,0,-446286874,446721318,88852727,-249789786,-160937059,0,285784259,-33733872,0,-33733872,252050387,0,252050387,0,0
2010,0,24352459094,0,24352459094,-21542188651,2810270443,2271852,-395549878,-374099578,0,-814581839,1602410578,35912500,-73143070,-37230570,0,1565180008,-408142267,0,-408142267,1157037741,0,1157037741,0,0
2011,0,7915231351,0,7915231351,-7351229458,564001893,1462993053,-88596810,-88596810,0,-1246830938,691567198,4892549,-73183593,-68291044,0,623276154,-109073327,0,-109073327,514202827,0,514202827,171,0
2012,0,28655889337,-57831525,28598057812,-27361531548,1236526264,43774758,-141428734,-141428734,0,-1139681761,-809473,270078753,-267501919,2576834,0,1767361,-309288,0,-309288,1458073,0,1458073,0.49,0
2013,0,12285297507,0,12285297507,-11864331986,420965521,83262559,-394532591,-394532591,0,-942807947,-833112458,400016620,-940430098,-540413478,0,-1373525936,0,0,0,-1373525936,0,-1373525936,-458,0
2014,0,51903180266,0,51903180266,-49059272451,2843907815,59010715,-445228683,-445228683,0,-1181335274,1276354573,210570,-218501270,-218290700,0,1058063873,0,0,0,1058063873,0,1058063873,210,0
2015,0,79875770690,0,79875770690,-76631602156,3244168534,7021765024,-143481396,-143481396,0,-1407602661,8714849501,699544642,-83783241,615761401,0,9330610902,-2039992667,0,-2039992667,7290618235,0,7290618235,365,0
2016,0,85355195080,0,85355195080,-80678591146,4676603934,7377429435,-36114860,-36114860,0,-1582759218,10435159291,0,-5400812236,-5400812236,0,5034347055,-2062968428,0,-2062968428,2971378627,-172900,2971551527,142,0
2017,0,16871364364,0,16871364364,-15244737748,1626626616,1005741364,-76031415,-76031415,-4548273,-3115117929,-563329637,3047324,-1032217898,-1029170574,0,-1592500211,-19644010,0,-19644010,-1612144221,45281394,-1657425615,0,0
2018,0,32143840000,0,32143840000,-28849675838,3294164162,40226084,-48563396,-48563396,0,-1748040801,1537786049,15600000,-573040359,-557440359,0,980345690,0,0,0,980345690,0,980345690,0,0
2019,0,84554903,0,84554903,-84554903,0,1550419916,0,0,0,-1469602504,80817412,23150000,0,23150000,0,103967412,-27696303,0,-27696303,76271109,0,76271109,3.6,0
