2020-03-20,3150,0,0,6550,0,2100
2020-03-13,8350,0,4100,17450,10000,2100
2020-03-20,3150,0,0,6550,0,2100
2020-03-23,1150,0,0,750,0,1600
2020-03-24,14100,9900,10500,49600,40300,21700
2020-03-25,500,0,0,900,0,900
2020-03-26,16150,9500,2000,7250,0,2800
2020-03-27,500,0,0,1600,0,300
2020-03-30,8400,5000,0,21600,5700,500
2020-03-31,4500,0,0,28400,9000,0
2020-04-01,1550,0,400,1550,0,0
2020-04-02,1550,0,0,1550,0,0
2020-04-03,5400,0,600,700,0,0
2020-04-06,7350,0,200,50,0,0
2020-04-07,6400,4100,0,3300,0,1100
2020-04-08,8800,6000,0,14500,4900,0
2020-04-09,36400,8000,1300,17500,0,1800
2020-04-10,3200,0,1000,9900,4200,0
2020-04-13,26300,12800,100,24900,14600,2100
2020-04-14,8850,0,400,19550,12400,1000
2020-04-15,44450,27800,0,20350,0,800
2020-04-16,32200,14200,0,11900,0,1100
2020-04-17,38800,12300,10000,13700,4800,9300
2020-04-20,9600,0,2700,69300,52300,800
2020-04-21,12100,5900,200,60300,26900,7900
2020-04-22,40500,25500,1000,20600,8900,5600
2020-04-23,14500,5100,600,12000,0,0
2020-04-24,11992,0,2300,15708,5000,3300
2020-04-27,26000,3100,1500,24200,0,1000
2020-04-28,4500,0,0,13300,8000,100
2020-04-29,5050,0,2000,4450,0,0
2020-05-04,2650,0,0,3050,0,0
2020-05-05,350,0,300,7450,0,3300
