disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2012-02-06,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2012-03-09,,,Giá tham chiếu 17.000đ/cp,,,,
2012-03-21,investorRight,MEETING,Họp cổ đông,2012-03-29,,,ĐHCĐ thường niên 2012,,,,
2012-05-04,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-05-14,2012-05-31,2012-05-31,Cổ tức năm 2011 (1.000 đ/cp),1000,10,,2011
2013-03-07,investorRight,MEETING,Họp cổ đông,2013-03-18,2013-04-22,2013-04-22,Đại hội cổ đông thường niên năm 2013,,,,
2013-04-25,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-05-15,2013-05-31,2013-05-31,Trả cổ tức năm 2012 (1000 đ/cp),1000,10,,2012
2014-03-14,investorRight,MEETING,Họp cổ đông,2014-03-24,,,Đại hội cổ đông thường niên năm 2014,,,,
2014-05-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-05-23,2014-06-10,2014-06-10,Trả cổ tức năm 2013 (1.200đ/cp ),1200,12,,2013
2015-03-19,investorRight,MEETING,Họp cổ đông,2015-03-27,,,ĐHĐCĐ thường niên năm 2015,,,,
2015-05-11,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-05-15,2015-05-26,2015-05-26,Trả cổ tức năm 2014 (1.200đ/cp),1200,12,,2014
2016-03-18,investorRight,MEETING,Họp cổ đông,2016-03-30,2016-04-26,2016-04-26,ĐHCĐ thường niên năm 2016,,,,
2016-04-21,stockAlert,noticed,Nhắc nhở,2016-04-21,,,V/v chậm công bố thông tin so với quy định,,,,
2016-04-28,schedEvent,schedDiv,Dự kiến cổ tức,,,,Dự kiến cổ tức 2016 tỷ lệ 12%,,12,,2016
2016-06-03,investorRight,DIVIDEND,Cổ tức bằng tiền,2016-06-15,2016-06-29,2016-06-29,Trả cổ tức năm 2015 (1200 đ/cp),1200,12,,2015
2016-12-09,stockAlert,noticed,Nhắc nhở,2016-12-08,,,Chậm công bố BCTC quý 3 /2016,,,,
2017-04-17,investorRight,MEETING,Họp cổ đông,2017-03-27,2017-04-14,2017-04-14,ĐHĐCĐ thường niên năm 2017,,,,
2017-05-05,investorRight,DIVIDEND,Cổ tức bằng tiền,2017-05-18,2017-06-02,2017-06-02,Trả cổ tức năm 2016 (1300 đ/cp),1300,13,,2016
2017-11-03,investorRight,POLL,Lấy ý kiến cổ đông,2017-11-22,,,Thông qua việc cập nhật dự án,,,,
2017-12-22,investorRight,POLL,Lấy ý kiến cổ đông,2018-01-09,,,V/v thay đổi nhân sự HĐQT,,,,
2018-03-15,investorRight,MEETING,Họp cổ đông,2018-03-02,2018-04-05,2018-04-05,ĐHĐCĐ thường niên năm 2018,,,,
2018-04-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2018-04-27,2018-05-10,2018-05-10,Trả cổ tức năm 2017 (1500 đ/cp),1500,15,,2017
2018-10-24,investorRight,POLL,Lấy ý kiến cổ đông,2018-11-12,,,V/v miễn nhiệm và bầu thay thế chức danh Ủy viên HĐQT,,,,
2019-02-26,investorRight,MEETING,Họp cổ đông,2019-03-15,,,"ĐHĐCĐ thường niên năm 2019 

",,,,
2019-09-27,investorRight,POLL,Lấy ý kiến cổ đông,2019-10-17,2019-11-02,2019-11-02,V/v: Phê duyệt “Phương án phát hành cổ phiếu để trả cổ tức năm 2019”,,,,
2019-11-04,investorRight,POLL,Lấy ý kiến cổ đông,2019-11-21,,,V/v: Bổ sung thay thế thành viên HĐQT,,,,
2019-11-05,schedEvent,schedIssue,Dự kiến phát hành,2019-12-06,2019-12-06,,"Dự kiến phát hành 6,000,000cp cho CĐHH",,20,,
2019-11-20,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2019-12-02,2019-12-03,,"Trả cổ tức năm 2018, Tỷ lệ 100:20",,20,,2018
2019-12-30,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2020-01-09,,,"Số lượng 6,000,000 cp",,,,
2020-06-05,investorRight,MEETING,Họp cổ đông,2020-05-29,2020-06-19,2020-06-19,ĐHĐCĐ thường niên năm 2020,,,,
2020-07-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2020-07-23,2020-08-05,2020-08-05,Trả cổ tức năm 2019 (1300 đ/cp),1300,13,,2019
