Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2005,0,285092817084,0,285092817084,-269991242821,15101574263,255066608,-2904403687,-2859759455,0,-3428884136,9023353048,1052385382,-30495115,1021890267,0,10045243315,0,0,0,10045243315,0,10045243315,50226,0
2006,0,377666727383,0,377666727383,-354001387734,23665339649,205984289,-8153287625,-8153287625,0,-5131015037,10587021276,791376197,-355136087,436240110,0,11023261386,0,0,0,11023261386,0,11023261386,55116,0
2007,0,510781223225,0,510781223225,-487243616333,23537606892,626152134,-3725822927,-3725822927,0,-4174359867,16263576232,3709483695,-72,3709483623,0,19973059855,-1825049293,0,-1825049293,18148010562,0,18148010562,3037,0
2008,0,681328051357,0,681328051357,-658804280962,22523770395,4046258356,-3667446373,-5206446373,-552324773,-5132411496,17217846109,1672896637,-170031569,1502865068,0,18720711177,-1768728697,0,-1768728697,16951982480,0,16951982480,2119,0
2009,0,896791239404,0,896791239404,-863283452509,33507786895,598178404,-9360767896,-9360767896,-771273599,-7060982056,16912941748,2923590478,-327270000,2596320478,0,19509262226,-1740892116,0,-1740892116,17768370110,0,17768370110,2221,0
2010,0,953889267809,0,953889267809,-919192913192,34696354617,3838335716,-12290753579,-11681997379,-453316432,-7543151591,18247468731,2845092993,-1083474794,1761618199,0,20009086930,-2183897221,0,-2183897221,17825189709,0,17825189709,2228,0
2011,0,1228842377675,0,1228842377675,-1178573348065,50269029610,2471679791,-23550430615,-12047641315,-1179315449,-9164739095,18846224242,3186752556,-183170146,3003582410,0,21849806652,-2198725903,0,-2198725903,19651080749,0,19651080749,2456,0
2012,0,1511561562056,0,1511561562056,-1460301751359,51259810697,4138782301,-18973369726,-20399249726,-170913000,-14700552993,21553757279,1620205190,-146043046,1474162144,0,23027919423,-1932086687,0,-1932086687,21095832736,0,21095832736,2637,0
2013,0,1593895260204,0,1593895260204,-1559801731401,34093528803,15426149742,-4013347168,-8325977168,-584312843,-12289792702,32632225832,725249144,-324429244,400819900,0,33033045732,-6953255747,0,-6953255747,26079789985,0,26079789985,3260,0
2014,0,1700861303285,0,1700861303285,-1664585127157,36276176128,2681923473,-336084693,-4677032211,-487315816,-10583459473,27551239619,6296819856,-405785713,5891034143,0,33442273762,-6438721601,0,-6438721601,27003552161,0,27003552161,3375,0
2015,0,1945178342499,0,1945178342499,-1887753358511,57424983988,5147690306,-1176772963,-844832963,-482019956,-29598303058,31315578317,4566964899,0,4566964899,0,35882543216,-6969174207,0,-6969174207,28913369009,0,28913369009,2964,0
2016,0,2234318037988,0,2234318037988,-2170685598745,63632439243,4967213531,-673228502,-531700284,-559354003,-11150087738,56216982531,390273709,-5686,390268023,0,56607250554,-11130917568,0,-11130917568,45476332986,0,45476332986,4537,0
2017,0,2293350181811,0,2293350181811,-2222980132816,70370048995,4874509188,-1205368778,-245630778,-585009062,-102117354,73352062989,1538056723,-54496126,1483560597,0,74835623586,-14314482818,0,-14314482818,60521140768,0,60521140768,6038,0
2018,0,2544586244543,0,2544586244543,-2467878502769,76707741774,7103140797,-2761013645,-2733392645,-655362968,-14946244299,65448261659,126584815,0,126584815,0,65574846474,-11604883078,0,-11604883078,53969963396,0,53969963396,5740,0
2019,0,2751388238748,-1733192521,2749655046227,-2663196386697,86458659530,5277209197,-689743196,-1948302669,-607732094,-16725544952,73712848485,79409757,-165310600,-85900843,0,73626947642,-14110609088,0,-14110609088,59516338554,0,59516338554,6329,0
