Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2016,3,44913251736,-28333536929,-1853499919,-6697915297,-550000000,11062478624,-10891038756,0,7649739459,212362000,423971591,0,0,0,0,679644,637013235,0,0,24551476118,-29679299143,0,0,0,-5127823025,3158929669,2378300589,-192183,5537038075
2016,4,63133109935,-63380541314,-2538525621,-6526827742,-2547843258,20168406877,-6550191108,0,1757587769,-1650000000,648000000,0,0,0,0,2512032,-999487968,0,0,38804153661,-42220211824,0,0,0,-3416058163,-2657958362,5537038075,0,2879079713
2017,1,62846819037,-52338076039,-2413623742,-6734996776,-202883391,8186755076,-47258652364,0,-37914658199,-2033500000,44929483544,0,0,0,0,2500553,42898484097,0,0,101704832556,-107427451006,0,0,0,-5722618450,-738792552,2879171352,0,2140378800
2017,2,36695358487,-41621480151,-1946886006,-6032432678,-700000000,-3071914399,45272523019,0,28595168272,-19540076708,34520516456,0,0,0,0,1229479,14981669227,0,0,36941559243,-35763456549,0,0,0,1178102694,44754940193,2140378800,-5667,46895313326
2017,3,78035967971,-65534038109,-2112731171,-5970885197,-4384154448,8529905458,-79509744807,0,-70945680303,19440076708,16380000000,0,0,0,0,707781,35820784489,0,0,44509374804,-42140803294,0,0,0,2368571510,-32756324304,46895313326,5667,14138994689
2017,4,99771135800,-63126302634,-1961943989,-6629652473,0,11307254779,-25412820459,0,13947671024,-21691000000,0,0,0,0,0,1593818,-21689406182,0,0,47532741256,-44061871865,0,0,0,3470869391,-4270865767,14138994689,0,9868128922
2018,1,35560746649,-37105337347,-1851831871,-6277284819,0,11072792400,-4608110991,0,-3209025979,-5489900000,0,0,0,0,0,714630,-5489185370,0,0,56955092178,-55344318198,0,0,0,1610773980,-7087437369,9868000942,0,2780563573
2018,2,51392296298,-52795091825,-1649018227,-5476128203,-700000000,22976384447,914842007,0,14663284497,138151000,0,0,0,0,0,479660,138630660,0,0,46424864828,-54466915414,0,0,0,-8042050586,6759864571,2780563573,0,9540428144
2018,3,83699847515,-79058116139,-1381703973,-5456329892,-497420563,7067232544,-15862580772,0,-11489071280,-6561151000,650000000,0,0,0,0,273966,-5910877034,0,0,95485376088,-74429100850,0,0,0,21056275238,3656326924,9540428144,0,13196755068
2018,4,60241156784,-108315077573,-1392107740,-6029380890,-715589919,33665591677,-26853923831,0,-49399331492,9337251000,36939663097,0,0,0,0,1614411,46278528508,0,0,139458507801,-126311272593,0,-19513268491,0,-6366033283,-9486836267,13196755068,0,3709918801
2019,1,50993119194,-24083023013,-1309715578,-3286586011,-500000000,275191800,-2803027045,0,19285959347,0,0,0,0,0,0,199705,199705,0,0,12296437007,-20050040405,0,0,0,-7753603398,11532555654,3709855016,0,15242410670
2019,2,16278199025,-31084814063,-982394087,-7147514987,-1148334291,843729678,-939342726,0,-24180471451,-13971610400,21598366500,0,0,0,0,232467,7626988567,0,0,75543962840,-63572452087,0,0,0,11971510753,-4581972131,15242410670,0,10660438539
2019,3,18207706091,-18813715971,-847011894,-2049523222,-460000000,140104200,-1844556872,0,-5666997668,0,0,0,3100000000,0,0,1437584720,4537584720,0,0,3627328312,-8069718250,0,0,0,-4442389938,-5571802886,10660438539,0,5088635653
2019,4,67913683184,-28061597807,-1021902982,-9211647001,-41067004,7296877321,-5587913240,0,31286432471,132710400,30481818182,0,-3100000000,0,0,685011,27515213593,0,0,5405238594,-61382267168,0,0,0,-55977028574,2824617490,5088635653,0,7913253143
2020,1,3790509222,-804589536,-1107483065,-665543740,0,11069272107,-149849235,0,12132315753,0,0,0,0,0,0,100667,100667,0,0,0,-14409205093,0,0,0,-14409205093,-2276788673,3761057269,0,1484268596
