Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,70382512952,-56459696770,-8687388996,0,-3474133614,2787505348,-3971743668,0,577055252,0,0,0,0,0,0,827360132,827360132,0,0,0,0,0,-1088125000,0,-1088125000,316290384,20150932114,153487434,20620709932
2007,0,85733079297,-66763652324,-11350824926,-117649024,-2091824731,998907958,-3218547087,922270196,3189489163,-20990282441,0,0,0,0,0,648102248,-20342180193,30000000000,0,7035566000,-7035566000,0,-1413000000,0,28587000000,11434308970,20620709932,-10765949,32044252953
2008,0,170592564725,-105173592758,-18117329392,-3219289109,-6179258938,13185465974,-17916120605,12073723444,33172439897,-125151812458,0,0,0,-3000000000,3000000000,2075502994,-123076309464,0,0,103864350000,-22277531116,0,-6557850800,0,75028968084,-14874901483,32044252953,422597858,17591949328
2009,0,139474378245,-104471207577,-19773298372,-5516130865,-59841241,12014464764,-10855669345,12499682507,10812695609,-86788791844,0,0,0,0,0,583800346,-86204991498,0,0,103411496172,-33215179045,0,-1094250000,0,69102067127,-6290228762,17591949328,3973066,11305693632
2010,0,193805689971,-136320614122,-22713706905,-7906143539,-2322847422,13056298252,-6632149915,17095380825,30966526320,-24150427974,12650000000,0,0,0,0,307220252,-11193207722,24750110000,0,31819779205,-75196220506,0,-1806399200,0,-20432730501,-659411903,11305693632,9385955,10655667684
2011,0,204227416606,-139235334493,-21922380013,-8059057747,-833420436,29800640998,-36820471884,17610034998,27157393031,0,0,0,0,0,0,1240421070,1240421070,0,0,0,-15017917448,0,-3000000000,0,-18017917448,10379896653,10655667684,19490282,21055054619
2012,0,189618937738,-184635193929,-19273169359,-6362183234,-73040456,27414632899,-12099617536,18680711476,-5409633877,-22946000,0,0,0,0,0,204282631,181336631,0,0,31000027159,-44129104126,0,0,0,-13129076967,-18357374213,21055054619,-10054343,2687626063
2013,0,238470254356,-200633474630,-17911643256,-5770849397,0,37457961260,-26258047466,15510758224,25354200867,0,16413363637,0,0,0,0,21930660,16435294297,0,0,6754340206,-36744753623,0,0,0,-29990413417,11799081747,2687626063,9462203,14496170013
2014,0,231219920434,-185710444386,-14635797891,-3642713529,-2672593050,10555990000,-3809091403,15128872128,31305270175,0,19387068182,0,0,0,0,558467128,19945535310,0,0,0,-27317820000,0,0,0,-27317820000,23932985485,14496170013,43073602,38472229100
2015,0,207898972821,-168441813579,-14051030809,-3462812535,-3557367005,2925396277,-10659105206,17542820844,10652239964,-65824069238,0,0,0,0,0,1082124649,-64741944589,13838650000,0,34603449035,-17370440000,0,-3000000000,0,28071659035,-26018045590,38472229100,40646807,12494830317
2016,0,188625305281,-128011511777,-17454361180,-4075033089,-2765042790,9904682321,-4588330633,21728862748,41635708133,-1391043636,0,0,0,0,0,113010434,-1278033202,0,0,4717453428,-35641249908,0,-8600000000,0,-39523796480,833878451,12494830317,96201311,13424910079
2017,0,180918613116,-150872461150,-17837203126,-3030626016,-1613472491,2150829904,-4870391847,0,4845288390,0,0,0,0,0,0,4892798,4892798,0,0,37753395924,-49411146051,0,0,0,-11657750127,-6807568939,13424910079,-1938088,6615403052
2018,0,177859541040,-131668077469,-17577335957,-2282214139,-410962975,7251169473,-3181947290,0,29990172683,0,0,0,0,0,0,99200014,99200014,0,0,20656870412,-35264156124,0,-7740000000,0,-22347285712,7742086985,6615403052,1970746,14359460783
2019,0,146617289877,-111668617511,-17363102299,-1497730139,-181022434,6473584058,-21487522661,0,892878891,0,24090909091,0,0,0,0,205096823,24296005914,0,0,0,-4600000000,0,0,0,-4600000000,20588884805,14359460783,-661700,34947683888
