Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,1952997001,8684912263,132018677,0,0,0,7299538365,0,18069466306,-6793908106,-36633630546,25684972401,70333800,-8242322213,0,130000000,0,-7715088358,0,0,0,0,0,0,0,0,10708246100,0,63531380397,-62930761050,-217216704,-1201150000,0,9890498743,2175410385,0,0,2175410385
2009,0,6493388777,31445348209,3588423,0,0,-2987191567,22222571209,0,57177705051,-12267570815,14720983845,-41007584998,4442661481,-19134724556,-1899391887,71764000,-865132466,1238709655,-6407477956,3016883116,0,0,0,0,0,-3390594840,0,0,304967678050,-301521072493,-351924000,0,0,3094681557,942796372,2175410385,476942,3118683699
2010,0,10942634644,32110796613,-135607100,0,0,-377272726,37097546341,0,79638097772,55870526347,-95073177041,23239380192,4809318445,-37097546341,-2542617734,71764000,-115276942,28800468698,-37397865128,377272726,0,0,0,0,0,-37020592402,0,0,382917712855,-366397792519,-351924000,-4700000000,0,11467996336,3247872632,3118683699,0,6366556331
2011,0,11876296749,35856361117,650000000,0,0,-446952605,56124368472,0,104060073733,-95995076692,-2529519144,16586283943,4602594063,-51252057472,-2595943933,0,-993155925,-28116801427,-8744150530,454545455,0,0,0,0,0,-8289605075,0,0,528198515698,-484020710478,-2856980200,-6699902480,0,34620922540,-1785483962,6366556331,0,4581072369
2012,0,13729790469,46002209733,295748594,0,0,-79175441,48122277169,0,108070850524,10895641415,32621857919,-52285794020,-20657210275,-48134777169,-2419249492,64000000,-526700000,27628618902,-6729343027,0,0,0,0,0,79175441,-6650167586,18000000000,0,569851088840,-601068842168,-1912000000,-7631472520,0,-22761225848,-1782774532,4581072369,0,2798297837
2013,0,16599227338,45208476070,619800383,0,0,-130150472,32579009369,0,94876362688,5385898132,-1392313415,6804243829,8052572814,-34918919616,-3338956291,0,-829990000,74638898141,-8330905954,209090908,0,0,0,0,0,-8121815046,0,0,747721996472,-800919580676,-1872000000,0,0,-55069584204,11447498891,2798297837,0,14245796728
2014,0,16804972344,47999743366,1317266140,0,0,-29002272,27371184242,0,93464163820,-70004726299,-22893511948,24649962211,5156320638,-31973778304,-6029557273,1448547728,-4426096728,-10608676155,-29065253147,0,0,0,0,0,29002272,-29036250875,0,0,684123812801,-638195152094,-1872000000,-10283000000,0,33773660707,-5871266323,14245796728,0,8374530405
2015,0,16502445646,50645734291,945612315,0,0,-135630278,28207417263,0,96165579237,6559831338,-82809274850,35093675654,11336019460,-28207417263,-4200000000,1023026208,-4321612093,30639827691,-18000470174,0,0,0,0,0,135630278,-17864839896,0,0,918419639951,-916178212200,0,-10283000000,0,-8041572249,4733415546,8374530405,0,13107945951
2016,0,15331835308,48838530744,-452250086,0,0,-115376055,29861743440,0,93464483351,-11891443051,81202016486,-71988374200,432594200,-29842416313,-2936092101,11500000,-751150000,57701118372,-16625971095,0,0,0,0,0,115376055,-16510595040,0,0,802805757938,-828907639924,0,-10283000000,0,-36384881986,4805641346,13107945951,0,17913587297
2017,0,20430763772,47200694088,7971928088,0,0,-2901639166,25531713159,0,98233459941,27468131614,34917396717,24736783765,7253119389,-25464950845,-4123550892,0,-635265000,162385124689,-17093616911,2909090908,0,0,0,0,123215452,-14061310551,0,0,959733624391,-1098037509841,0,-8079500000,0,-146383385450,1940428688,17913587297,0,19854015985
2018,0,46976172218,50084004065,3465024693,0,0,-128959145,17749997109,0,118146238940,3794030465,93395646873,-72932977586,7106549904,-17666638997,-4988129916,0,-481400000,126373319683,-41987295336,0,0,0,0,0,128959145,-41858336191,0,0,982133434989,-1040796800962,0,-14690000000,0,-73353365973,11161617519,19854015985,0,31015633504
2019,0,90353213313,58308408898,299014955,2950712,0,-231825712,25983061859,0,174714824025,-92909553539,-72014239111,-6649634774,9331639378,-25983061859,-20394977271,0,-1084000000,-34989003151,-21747943425,9239836363,0,0,0,0,195464766,-12312642296,0,0,1095350303487,-984153228038,-1962382000,-23504000000,0,85730693449,38429048002,31015633504,-837044,69443844462
