Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2006,0,9510493000000,-4773133000000,52027000000,245061000000,100776000000,-502729000000,-463287000000,-1119057000000,3299734000000,0,-5955827000000,-23643139000000,0,-6698538000000,0,-258708000000,-57518000000,8192809000000,7040122000000,7304311000000,-103111000000,16450000000,4340757000000,0,963218000000,-5559440000000,0,0,0,-5559440000000,-334729000000,855000000,0,0,0,0,-321746000000,0,0,-655620000000,77610000000,0,0,-2127000000,0,0,75483000000,-6139577000000,64701488000000,0,58561911000000
2007,0,11750422000000,-7329203000000,110209000000,354530000000,260915000000,-449447000000,-592946000000,-518350000000,3978932000000,0,605230000000,-8810320000000,0,-29789375000000,0,-288022000000,-388141000000,-4106172000000,5769237000000,29672756000000,-195288000000,3527000000,-5557725000000,0,1248529000000,-7856832000000,0,0,0,-7856832000000,-291571000000,575000000,0,0,0,0,-564310000000,0,0,-855306000000,72600000000,0,0,-9042000000,0,0,63558000000,-8648580000000,58561911000000,0,49913331000000
2008,0,10954380000000,-6442097000000,468057000000,651634000000,0,209097000000,-1060224000000,-556799000000,4224048000000,0,1779997000000,-11102728000000,0,-3030438000000,0,-463705000000,97908000000,-11765000000,2823140000000,31384174000000,0,133651000000,316145000000,0,-6398442000000,19751985000000,0,-1654000000,0,19750331000000,-384782000000,2088000000,-182000000,0,0,0,-776326000000,0,118992000000,-1040210000000,0,0,0,-78600000000,0,0,-78600000000,18631521000000,44826884000000,0,63458405000000
2009,0,15363180000000,-9781794000000,989213000000,1151756000000,0,-26780000000,-2979744000000,-681015000000,4182377000000,0,-4845843000000,10528995000000,0,-28828161000000,0,-261711000000,-888918000000,13062767000000,12388451000000,12004543000000,81843000000,-555225000000,-2535957000000,0,-3534479000000,10798682000000,0,-146182000000,0,10652500000000,-545666000000,7463000000,-238000000,0,0,0,-455942000000,93188000000,160681000000,-740514000000,0,0,0,-768460000000,0,0,-768460000000,9143526000000,63458405000000,0,72601931000000
2010,0,19848243000000,-11606015000000,1417574000000,904205000000,0,244382000000,-3969792000000,-1336828000000,5835822000000,0,1966969000000,6045940000000,0,-35192780000000,0,-306069000000,-868869000000,-12501464000000,20700118000000,35684387000000,-196987000000,0,3177927000000,0,1114669000000,25459663000000,0,-438643000000,0,25021020000000,-543391000000,1536000000,-443000000,0,0,0,-503980000000,292195000000,138726000000,-615357000000,1122855000000,0,0,-1452103000000,0,0,-329248000000,24076415000000,72601931000000,0,96678346000000
2011,0,32333968000000,-20623670000000,1509733000000,1261181000000,0,-1484044000000,-5176780000000,-1395101000000,6645393000000,0,2663810000000,-16913000000,0,-32603727000000,0,-3842717000000,-391713000000,28789298000000,-10747887000000,22260905000000,46160000000,0,-1492602000000,0,13093310000000,24403317000000,0,-517411000000,0,23885906000000,-1495797000000,5120000000,-2098000000,0,0,0,-11676000000,1814860000000,291904000000,602313000000,0,4363918000000,0,-93000000,0,0,4363825000000,28852044000000,96678346000000,0,125530390000000
2012,0,32207687000000,-20289741000000,1373759000000,1843717000000,0,-20575000000,-5548678000000,-1498166000000,8437847000000,0,-2259835000000,-17428159000000,0,-31749735000000,0,-3571697000000,325565000000,-10602746000000,-13896022000000,54907813000000,-6013000000,0,-43816000000,0,3586840000000,-12299958000000,0,-452113000000,0,-12752071000000,-1630359000000,6589000000,-657000000,0,0,0,-165029000000,4400000000,396778000000,-1388278000000,0,11681571000000,0,-2363765000000,0,0,9317806000000,-4822543000000,125530390000000,0,120707847000000
2013,0,27694842000000,-16577491000000,1619371000000,1136380000000,0,245971000000,-5411498000000,-1372355000000,8022914000000,0,333084000000,-4792939000000,-136725000000,-33146900000000,0,-2576034000000,-453892000000,6624281000000,9977937000000,48055573000000,-5461000000,0,-13970000000,0,-11677564000000,20210304000000,0,-372963000000,0,19837341000000,-1170801000000,2819000000,-2301000000,0,0,0,-100347000000,362909000000,283396000000,-624325000000,0,0,0,-2780901000000,0,0,-2780901000000,16432115000000,120707847000000,0,137139962000000
2014,0,28155859000000,-15821810000000,1515728000000,1891363000000,0,354603000000,-6236857000000,-1160768000000,10118084000000,0,-10225572000000,-9705295000000,136725000000,-49017828000000,0,-4397547000000,-1241129000000,21470661000000,-806491000000,89958181000000,75278000000,0,195044000000,0,-4032611000000,42527500000000,0,-522245000000,0,42005255000000,-987172000000,5900000000,-2511000000,0,0,0,-517102000000,9565000000,160541000000,-1330779000000,0,0,-47000000,-2801395000000,0,0,-2801442000000,37873034000000,137139962000000,0,175012996000000
2015,0,30098366000000,-15705220000000,1872648000000,2121067000000,0,67753000000,-7138869000000,-1663605000000,11486376000000,0,5898690000000,-49255547000000,-628000000,-63813586000000,0,-4031616000000,-1073098000000,-12613519000000,28897583000000,78324486000000,-75278000000,0,270429000000,0,-254738000000,-6240446000000,0,-497726000000,0,-6738172000000,-1194037000000,5254000000,-2059000000,0,0,0,-108464000000,12100000000,90255000000,-1196951000000,0,0,0,-2665020000000,0,0,-2665020000000,-10600143000000,175012996000000,0,164412853000000
