Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2015,1,539756977000000,6772543000000,17144249000000,95725437000000,43100285000000,52921999000000,-296847000000,11597940000000,11602692000000,-4752000000,0,322490246000000,330781893000000,-8291647000000,0,0,0,68872044000000,51797407000000,17367588000000,-292951000000,3534318000000,0,699062000000,2858095000000,-22839000000,4345342000000,2720989000000,0,1624353000000,0,9274858000000,3508956000000,3502947000000,2234000000,2260721000000,0,0,539756977000000,495122503000000,13893896000000,31767599000000,27813827000000,3953772000000,436319798000000,277916000000,0,2508709000000,10354585000000,44483454000000,32420681000000,26650203000000,5725318000000,45160000000,0,0,0,4151991000000,67026000000,83405000000,7760351000000,0,151020000000,51852285000000,31680032000000,31653729000000,0,26303000000,20172253000000,157084000000,0,0,0,0,20015169000000,6912556000000,6912556000000,4044676000000,2867880000000,0,0,0,0,0
2015,2,576530046000000,6891011000000,12005944000000,108330132000000,108330132000000,0,0,9833377000000,9837575000000,-4198000000,0,332614607000000,340736448000000,-8121841000000,0,0,0,91072071000000,49893460000000,41475805000000,-297194000000,3523767000000,0,691513000000,2858095000000,-25841000000,4334443000000,2724312000000,0,1610131000000,0,7924694000000,0,0,0,7924694000000,0,0,576530046000000,530700150000000,7792564000000,48571367000000,48571367000000,0,459626276000000,128933000000,0,2501675000000,12079335000000,45675201000000,32420681000000,26650203000000,0,5725318000000,0,0,45160000000,4151940000000,-61839000000,83405000000,9081014000000,0,154695000000,56656283000000,34037551000000,0,0,34037551000000,22618732000000,148228000000,0,0,0,0,22470504000000,9207101000000,9041578000000,3956103000000,5085475000000,0,0,0,0,165523000000
2015,3,615575404000000,6947028000000,10442220000000,143811243000000,143811243000000,0,0,5082489000000,5087753000000,-5264000000,0,348703951000000,356398009000000,-7694058000000,0,0,0,83593500000000,41388344000000,42510632000000,-305476000000,3599349000000,0,783232000000,2841958000000,-25841000000,4296640000000,2694255000000,0,1602385000000,0,9098984000000,0,0,0,9098984000000,0,0,615575404000000,571412052000000,8878262000000,55842211000000,55842211000000,0,487713370000000,291528000000,0,2485532000000,16201149000000,44005436000000,32420681000000,26650203000000,0,5725318000000,0,0,45160000000,4149996000000,-220865000000,83405000000,7572219000000,0,157916000000,54992771000000,31180414000000,0,0,31180414000000,23812357000000,52403000000,0,0,0,0,23759954000000,10624607000000,10520871000000,4507350000000,6013521000000,0,0,0,0,0
2015,4,673910104000000,8519334000000,19715035000000,130733676000000,91893840000000,38839836000000,0,9467305000000,9468255000000,-950000000,628000000,378541826000000,387151704000000,-8609878000000,0,0,0,108055236000000,42941175000000,65818278000000,-704217000000,3556747000000,0,763118000000,2829418000000,-35789000000,5039472000000,3385621000000,0,1653851000000,0,10280845000000,3838380000000,4842447000000,2138000000,1598947000000,0,-1067000000,673910104000000,627771917000000,41479553000000,72135381000000,51743682000000,20391699000000,499764252000000,0,0,2479070000000,11913661000000,45971309000000,32420681000000,26650203000000,0,5725318000000,0,0,45160000000,4153802000000,79633000000,89222000000,9227971000000,0,166878000000,58183937000000,30826079000000,0,0,30826079000000,27357858000000,74143000000,0,0,0,0,27283715000000,19784201000000,19757401000000,8852550000000,10904851000000,0,0,0,0,26800000000
2016,1,662324193000000,7642463000000,13420795000000,106095611000000,70089174000000,36006692000000,-255000000,8233876000000,8247423000000,-13547000000,36020000000,401741175000000,411634016000000,-9892841000000,0,0,0,105917551000000,38713701000000,67904005000000,-700155000000,3568276000000,0,774647000000,2829418000000,-35789000000,4913668000000,3248348000000,0,1665320000000,0,10754758000000,3399626000000,4758899000000,2875000000,2594402000000,0,-1044000000,662324193000000,615176422000000,21560994000000,65175497000000,45590530000000,19584967000000,513996943000000,0,0,2473254000000,11969734000000,47147771000000,32420681000000,26650203000000,0,5725318000000,0,0,45160000000,4940756000000,238159000000,89222000000,9314394000000,144559000000,0,61082153000000,32859942000000,0,0,32859942000000,28222211000000,72237000000,0,0,0,0,28149974000000,19867969230991,19867969000000,9565464000000,10302505000000,0,0,0,0,230991
2016,2,679000959000000,8230533000000,19732309000000,99792087000000,63112388000000,36679954000000,-255000000,8796343000000,8814903000000,-18560000000,108759000000,418764081000000,427215383000000,-8451302000000,0,0,0,105702249000000,40947231000000,67193054000000,-2438036000000,3578774000000,0,785145000000,2829418000000,-35789000000,4870123000000,3207270000000,0,1662853000000,0,9425701000000,3696318000000,4299989000000,2713000000,1427618000000,0,-937000000,679000959000000,630424915000000,31670701000000,49476949000000,38600555000000,10876394000000,535648094000000,0,0,2473166000000,11156005000000,48576044000000,32420681000000,26650203000000,0,5725318000000,0,0,45160000000,4936561000000,78970000000,89222000000,10902265000000,148345000000,0,66611372000000,35154305000000,0,0,35154305000000,31457067000000,62493000000,0,0,0,0,31394574000000,15196339000000,15148240000000,7000648000000,8147592000000,0,0,0,0,48099000000
2016,3,737584857000000,8778862000000,21083502000000,106954719000000,71189614000000,35765360000000,-255000000,6036729000000,6082974000000,-46245000000,156703000000,437976900000000,447882697000000,-9905797000000,0,0,0,135275015000000,69080510000000,68604787000000,-2410282000000,3594152000000,0,800523000000,2829418000000,-35789000000,5054402000000,3326603000000,0,1727799000000,0,12673873000000,5277217000000,5957887000000,3002000000,1436704000000,0,-937000000,737584857000000,690048006000000,41910369000000,57100860000000,47644963000000,9455897000000,573152682000000,0,0,2454363000000,15429732000000,47536851000000,36022846000000,35977686000000,0,0,0,0,45160000000,4936094000000,73950000000,89222000000,6263141000000,151598000000,0,68467240000000,35013459000000,0,0,35013459000000,33453781000000,96411000000,0,0,0,0,33357370000000,26894183000000,26849480000000,12244287000000,14605193000000,0,0,0,0,44703000000
2016,4,788169080000000,9692054000000,17387127000000,151759427000000,103075528000000,48688327000000,-4428000000,4241719000000,4279552000000,-37833000000,230658000000,452683027000000,460808467000000,-8125440000000,0,0,0,130797691000000,51923760000000,79019284000000,-145353000000,3624788000000,0,812911000000,2829418000000,-17541000000,5639389000000,3717053000000,0,1922336000000,0,12113200000000,3299723000000,5773199000000,1943000000,3072634000000,0,-34299000000,788169080000000,738874229000000,54151413000000,72238405000000,53282230000000,18956175000000,590398105000000,0,0,10286376000000,11799930000000,49294851000000,36022846000000,35977686000000,0,0,0,0,45160000000,4938287000000,78166000000,89222000000,8022752000000,143578000000,0,81661544000000,44755947000000,0,0,44755947000000,36905597000000,222549000000,0,0,0,0,36683048000000,24669323000000,24605699000000,9019812000000,15585887000000,0,0,0,0,63624000000
2017,1,794278974000000,8866965000000,24076718000000,116799011000000,87541637000000,29257629000000,-255000000,10471789000000,10497064000000,-25275000000,703058000000,490076491000000,499587470000000,-9510979000000,0,0,0,122949670000000,35087405000000,88060558000000,-198293000000,3646690000000,0,831620000000,2829418000000,-14348000000,5550728000000,3638898000000,0,1911830000000,0,11137854000000,3570231000000,5562979000000,1943000000,2003638000000,0,-937000000,794278974000000,743965779000000,50366699000000,57538693000000,41044753000000,16493940000000,609313907000000,0,0,10055615000000,16690865000000,50313195000000,36022846000000,35977686000000,0,0,0,0,45160000000,5936667000000,86327000000,83285000000,8036830000000,147240000000,0,81813920000000,44848506000000,0,0,44848506000000,36965414000000,227029000000,0,0,0,0,36738385000000,16512416000000,16407712000000,7657462000000,8750250000000,0,0,0,0,104704000000
2017,2,849752472000000,10197518000000,36549788000000,143121876000000,97890514000000,45231617000000,-255000000,6503770000000,6525271000000,-21501000000,405104000000,513575109000000,524686234000000,-11111125000000,0,0,0,119404934000000,30385221000000,89215495000000,-195782000000,3662384000000,0,847314000000,2829418000000,-14348000000,5538781000000,3637629000000,0,1901152000000,0,10793208000000,3661411000000,5261373000000,3560000000,1867801000000,0,-937000000,849752472000000,797642613000000,70661272000000,46511762000000,37273747000000,9238015000000,650128698000000,0,2450000000,13037014000000,17301417000000,52109859000000,36022846000000,35977686000000,0,0,0,0,45160000000,5934834000000,87932000000,83285000000,9829079000000,151883000000,0,83176129000000,45585478000000,0,0,45585478000000,37590651000000,264463000000,0,0,0,0,37326188000000,27055938000000,26944692000000,4248202000000,22696490000000,0,0,0,0,111246000000
