Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2005,0,136720611000000,2006412000000,6336385000000,42383516000000,42383516000000,0,0,23563816000000,23563816000000,0,0,59701251000000,61043981000000,-1342730000000,0,0,0,0,0,0,0,476181000000,0,476181000000,0,0,1094811000000,939992000000,0,154819000000,75556000000,1082683000000,0,0,0,1082683000000,0,0,136720611000000,128097841000000,12000981000000,4023849000000,4023849000000,0,109637231000000,0,0,0,2435780000000,8416426000000,5455546000000,4279127000000,0,0,0,0,1176419000000,2710187000000,90745000000,11914000000,148034000000,0,206344000000,20563785000000,18583402000000,17288251000000,1295151000000,0,1980383000000,0,1980383000000,0,0,0,0,976000000,0,0,0,0,0,0,0,976000000
2006,0,167127832000000,2418207000000,11848460000000,52234769000000,52234769000000,0,0,568599000000,569140000000,-541000000,0,66250888000000,67742519000000,-1491631000000,0,0,0,30394468000000,25912830000000,4481638000000,0,964687000000,0,487717000000,476970000000,0,1109918000000,956007000000,0,153911000000,0,1337836000000,0,0,0,1337836000000,0,0,167127832000000,155824632000000,16791428000000,12170573000000,12170573000000,0,111916337000000,0,2467637000000,8778783000000,3699874000000,11228106000000,5537564000000,4356737000000,0,0,0,0,1180827000000,5321221000000,90371000000,13741000000,265209000000,0,75094000000,27787145000000,1766133000000,660000000,1765473000000,0,26021012000000,0,26021012000000,0,0,0,0,33505945000000,0,0,0,0,0,0,0,0
2007,0,197407289000000,3204247000000,11662669000000,41597561000000,2267931000000,39348625000000,-18995000000,2822117000000,2822117000000,0,0,95428948000000,97531894000000,-2102946000000,0,0,0,37715965000000,35113417000000,2602548000000,0,1667616000000,0,585742000000,1081874000000,0,1049157000000,851991000000,0,197166000000,0,2259009000000,0,0,0,2259009000000,0,0,197458517000000,183772150000000,12685256000000,17939810000000,6850158000000,11089652000000,141589093000000,0,2471164000000,3221058000000,5865769000000,13602027000000,5687603000000,4429337000000,0,0,0,0,1258266000000,7343422000000,106418000000,9756000000,454828000000,0,84340000000,40082149000000,1008968000000,662000000,1008306000000,0,39073181000000,0,39073181000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,221950448000000,3482209000000,30561417000000,30367772000000,29345297000000,1031844000000,-9369000000,271709000000,403698000000,-131989000000,0,108528764000000,112792965000000,-4264201000000,0,0,0,41604460000000,30261562000000,11643476000000,-300578000000,2961634000000,0,1180088000000,1971758000000,-190212000000,1360853000000,1043204000000,0,317649000000,0,2811630000000,0,0,0,2811630000000,0,0,221950448000000,208057011000000,9515633000000,23900514000000,21353964000000,2546550000000,157067019000000,0,3101795000000,2922015000000,11550035000000,13790042000000,12164475000000,12100860000000,0,0,0,0,63615000000,612159000000,145867000000,8873000000,858668000000,0,103395000000,38270533000000,26938897000000,0,0,26938897000000,11331636000000,0,11331636000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,255495883000000,4485150000000,25174674000000,47456662000000,46480842000000,982218000000,-6398000000,5768000000,6001000000,-233000000,0,136996006000000,141621126000000,-4625120000000,0,0,0,32634887000000,21020349000000,12040643000000,-426105000000,3637730000000,0,1293568000000,2447542000000,-103380000000,1505260000000,1181841000000,0,323419000000,0,3599746000000,1565526000000,1616209000000,0,418011000000,0,0,255495883000000,238676242000000,22578400000000,38835516000000,31977936000000,6857580000000,169071562000000,81843000000,19000000,386058000000,7722844000000,16710333000000,12146020000000,12100860000000,0,0,0,0,45160000000,1283539000000,167838000000,8873000000,3104063000000,0,109308000000,44978263000000,31639498000000,0,0,31639498000000,13338765000000,0,0,0,0,0,13338765000000,0,0,0,0,0,0,0,0,0
2010,0,307614509000000,5232743000000,8239851000000,78755500000000,78600509000000,160613000000,-5622000000,7181000000,10830000000,-3649000000,34686000000,171143464000000,176813906000000,-5670442000000,0,0,0,32971243000000,22918988000000,10351547000000,-299292000000,3960336000000,1563103000000,27993000000,2524588000000,-155348000000,1585853000000,1197433000000,0,388420000000,0,5683652000000,2932197000000,2183480000000,0,567975000000,0,0,307614509000000,286278490000000,10076936000000,59529027000000,54796027000000,4733000000000,204725580000000,0,20000000,3563985000000,8382942000000,21215970000000,14255875000000,13223715000000,0,987000000000,0,0,45160000000,834008000000,275078000000,35631000000,5815378000000,0,120049000000,50141791039912,34540187982687,0,0,34540187982687,15601603057225,250960000,0,0,0,0,15601352097225,0,0,0,0,0,0,0,0,0
2011,0,366722279000000,5393766000000,10616759000000,105005059000000,71822547000000,33197058000000,-14546000000,817631000000,825372000000,-7741000000,0,204089479000000,209417633000000,-5328154000000,0,0,0,29456514000000,26027134000000,3750522000000,-321142000000,2618418000000,0,664985000000,2161359000000,-207926000000,2605744000000,1460829000000,0,1144915000000,0,6118909000000,2318052000000,3378930000000,0,421927000000,0,0,366722279000000,337940349000000,38866234000000,47962375000000,22725480000000,25236895000000,227016854000000,11474000000,0,2071383000000,22012029000000,28638696000000,20739157000000,19698045000000,995952000000,0,0,0,45160000000,2116611000000,191020000000,70442000000,5521466000000,0,143234000000,48106258000000,32696320000000,0,0,32696320000000,15409938000000,25850000000,0,0,0,0,15384088000000,4825942000000,0,0,0,0,0,0,0,4825942000000
2012,0,414488317000000,5627307000000,15732095000000,65712726000000,60509084000000,5320515000000,-116873000000,520876000000,521239000000,-363000000,0,235889060000000,241167308000000,-5278248000000,0,0,0,78521304000000,73945195000000,4843173000000,-267064000000,3020788000000,719266000000,13966000000,2324794000000,-37238000000,3660336000000,2304757000000,0,1355579000000,0,5803825000000,1566355000000,3429045000000,0,808425000000,0,0,414488317000000,372789552000000,24806433000000,34066352000000,16963858000000,17102494000000,285381722000000,5461000000,0,2027567000000,26502017000000,41546850000000,32420728000000,23174171000000,0,9201397000000,0,0,45160000000,2793880000000,121228000000,72800000000,6138214000000,0,151915000000,47047825000000,29674606000000,0,0,29674606000000,17373219000000,19400000000,0,0,0,0,17353819000000,364982000000,0,0,0,0,0,0,0,364982000000
2013,0,468994032000000,6059673000000,24843632000000,91737049000000,83810806000000,7992267000000,-66024000000,195270000000,196158000000,-888000000,136725000000,267863404000000,274314209000000,-6450805000000,0,0,0,64463096000000,47127209000000,17360833000000,-24946000000,3041790000000,0,722064000000,2356016000000,-36290000000,4085686000000,2556047000000,0,1529639000000,0,6567707000000,2098143000000,3649335000000,817336000000,2893000000,0,0,468994032000000,426458340000000,32622411000000,44044289000000,31181723000000,12862566000000,332245598000000,0,0,2013597000000,15532445000000,42386065000000,32420728000000,23174171000000,9201397000000,0,0,0,45160000000,3468552000000,123853000000,82306000000,6290626000000,0,149627000000,49328136000000,33696290000000,0,0,33696290000000,15631846000000,163941000000,0,0,0,0,15467905000000,0,0,0,0,0,0,0,0,0
2014,0,576995651000000,8323385000000,13267101000000,146076521000000,88909474000000,57189924000000,-22877000000,10122143000000,10126592000000,-4449000000,0,316253747000000,323338118000000,-7084371000000,0,0,0,67124323000000,49197775000000,18200985000000,-274437000000,3546171000000,0,702917000000,2869095000000,-25841000000,4464529000000,2829004000000,0,1635525000000,0,7817731000000,2588216000000,3659679000000,2234000000,1567602000000,0,0,576995651000000,533522888000000,54093072000000,43237798000000,33697181000000,9540617000000,422203780000000,75278000000,0,2208641000000,11704319000000,43472763000000,32420681000000,26650203000000,0,5725318000000,0,0,45160000000,4151991000000,67236000000,83405000000,6601598000000,147852000000,0,53612762000000,32442694000000,0,0,32442694000000,21170068000000,150024000000,0,0,0,0,21020044000000,11645741000000,11078553000000,3179688000000,7898865000000,0,0,0,0,567188000000
