Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2009,4,3964239598942,-2232451475590,1731788123352,440854788039,-146784929368,294069858671,374934687192,514922517212,-158649000000,81059332282,-38084389908,42974942374,94354899047,2894396027848,-1250177443924,1644218583924,249136170900,1893354754824,-421400718171,0,-421400718171,1461599761936,-10354274717,0
2010,1,4191972591808,-2434839679299,1757132912509,372128360124,-88470605804,283657754320,201135240087,164949748504,0,96132330038,-48073880360,48058449678,27114027494,2482048132592,-711087471538,1770960661054,-353225177802,1417735483252,-345112821949,0,-345112821949,1067939036026,-4683625277,678
2010,2,5362503000000,-2862049000000,2500454000000,369526000000,-142454000000,227072000000,-8681000000,0,0,112675000000,-52571000000,60104000000,29692000000,2808641000000,-1401121000000,1407520000000,75000000,1407595000000,-331628000000,0,-331628000000,1070077000000,-5890000000,884
2010,3,4920820000000,-3101592000000,1819228000000,312653000000,-125233000000,187420000000,189017000000,14716000000,-6182000000,187936000000,-26619000000,161317000000,110105000000,2475621000000,-1035575000000,1440046000000,-194355000000,1245691000000,-314525000000,0,-314525000000,926475000000,-4691000000,743
2010,4,6453329000000,-3993761000000,2459568000000,515669000000,-151782000000,363887000000,168047000000,-8896000000,113831000000,319474000000,-17591000000,301883000000,324085000000,3722405000000,-1340871000000,2381534000000,-943517000000,1438017000000,-296424000000,0,-296424000000,1139242000000,-2351000000,0
2011,1,7851613000000,-5045476000000,2806137000000,402580000000,-157127000000,245453000000,399100000000,-2672000000,0,88237000000,-52254000000,35983000000,80778000000,3564779000000,-1269778000000,2295001000000,-400467000000,1894534000000,-453531000000,0,-453531000000,1434549000000,-6454000000,816
2011,2,7652619000000,-4965530000000,2687089000000,611166000000,-165036000000,446130000000,224471000000,-3213000000,-10698000000,97896000000,-415377000000,-317481000000,50418000000,3076716000000,-1173496000000,1903220000000,-593512000000,1309708000000,-317152000000,0,-317152000000,986326000000,-6230000000,501
2011,3,8842647000000,-5158327000000,3684320000000,509684000000,-194232000000,315452000000,317961000000,-245000000,0,33085000000,-983760000000,-950675000000,35040000000,3401853000000,-1289075000000,2112778000000,-702097000000,1410681000000,-343611000000,0,-343611000000,1057984000000,-9086000000,537
2011,4,9655805000000,-5765269000000,3890536000000,102774000000,-194705000000,-91931000000,238052000000,234000000,-13982000000,99495000000,-165032000000,-65537000000,872581000000,4829953000000,-1997297000000,2832656000000,-1717386000000,1115270000000,-374754000000,0,-374754000000,741765000000,1249000000,377
2012,1,8750059000000,-5450047000000,3300012000000,350864000000,-180814000000,170050000000,352777000000,22437000000,0,103254000000,-29517000000,73737000000,185444000000,4104457000000,-1419011000000,2685446000000,-950388000000,1735058000000,-388173000000,0,-388173000000,1341868000000,-5017000000,584
2012,2,7861080000000,-5406284000000,2454796000000,674057000000,-186940000000,487117000000,289444000000,9714000000,1551000000,74831000000,-69450000000,5381000000,92709000000,3340712000000,-1068898000000,2271814000000,-1089349000000,1182465000000,-272231000000,0,-272231000000,906821000000,-3413000000,394
2012,3,7715570000000,-4967408000000,2748162000000,583633000000,-252502000000,331131000000,325639000000,106305000000,0,59762000000,-3480000000,56282000000,12949000000,3580468000000,-1568258000000,2012210000000,-535298000000,1476912000000,-368014000000,0,-368014000000,1105721000000,-3177000000,479
