Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2012,4,7487660000000,-5016186000000,2471474000000,641984000000,-241683000000,400301000000,519892000000,94539000000,-20599000000,419406000000,-29710000000,389696000000,105677000000,3960980000000,-1938936000000,2022044000000,-655103000000,1366941000000,-307760000000,0,-307760000000,1054868000000,-4313000000,457
2013,1,7380722000000,-4789856000000,2590866000000,616016000000,-233497000000,382519000000,476394000000,6479000000,50953000000,45104000000,-26525000000,18579000000,79873000000,3605663000000,-1332765000000,2272898000000,-807607000000,1465291000000,-348070000000,0,-348070000000,1112451000000,-4770000000,482
2013,2,7190258000000,-4637657000000,2552601000000,668821000000,-280824000000,387997000000,378028000000,6961000000,37783000000,162565000000,-34657000000,127908000000,93552000000,3584830000000,-1280166000000,2304664000000,-1166802000000,1137862000000,-270643000000,0,-270643000000,863694000000,-3525000000,374
2013,3,6970616000000,-4057026000000,2913590000000,678351000000,-269899000000,408452000000,420667000000,1646000000,6257000000,296321000000,-17017000000,279304000000,4086000000,4034002000000,-1574764000000,2459238000000,-1070764000000,1388474000000,-345375000000,0,-345375000000,1039892000000,-3207000000,449
2013,4,6767196000000,-4031753000000,2735443000000,790864000000,-358898000000,431966000000,150566000000,7086000000,61136000000,522640000000,-15095000000,507545000000,384293000000,4278035000000,-2025996000000,2252039000000,-499367000000,1752672000000,-408558000000,-380000000,-408938000000,1335702000000,-8032000000,576
2014,1,6701526000000,-3935907000000,2765619000000,735997000000,-311766000000,424231000000,442475000000,66110000000,179895000000,254909000000,-14133000000,240776000000,-346000000,4118760000000,-1419875000000,2698885000000,-1198236000000,1500649000000,-330797000000,0,-330797000000,1165965000000,-3887000000,503
2014,2,6928272000000,-4121869000000,2806403000000,756842000000,-321314000000,435528000000,355921000000,6111000000,4849000000,544043000000,-17892000000,526151000000,60597000000,4195560000000,-1640098000000,2555462000000,-1209801000000,1345661000000,-285678000000,-13000000,-285691000000,1056947000000,-3023000000,456
2014,3,7053374000000,-4107903000000,2945471000000,779883000000,-337836000000,442047000000,277827000000,70182000000,48448000000,277490000000,-39743000000,237747000000,11105000000,4032827000000,-1594616000000,2438211000000,-1104961000000,1333250000000,-291470000000,0,-291470000000,1038769000000,-3011000000,433
2014,4,7305608000000,-4047919000000,3257689000000,885626000000,-445676000000,439950000000,268856000000,56721000000,-19071000000,870941000000,-88015000000,782926000000,138365000000,4925436000000,-2170804000000,2754632000000,-1058881000000,1695751000000,-365452000000,-626000000,-366078000000,1320398000000,-9275000000,539
2015,1,7385983000000,-3889712000000,3496271000000,684301000000,-346724000000,337577000000,471210000000,96268000000,43823000000,203959000000,-9584000000,194375000000,530000000,4640054000000,-1667018000000,2973036000000,-1517264000000,1455772000000,-321160000000,0,-321160000000,1131529000000,-3083000000,425
2015,2,7485439000000,-3916608000000,3568831000000,992196000000,-377303000000,614893000000,408545000000,37584000000,50770000000,424368000000,-8008000000,416360000000,7202000000,5104185000000,-1580040000000,3524145000000,-1829132000000,1695013000000,-370339000000,0,-370339000000,1321072000000,-3602000000,496
2015,3,7980791000000,-4030125000000,3950666000000,852950000000,-411606000000,441344000000,648746000000,23900000000,57645000000,475310000000,-72891000000,402419000000,49044000000,5573764000000,-2704983000000,2868781000000,-1370994000000,1497787000000,-322025000000,0,-322025000000,1172115000000,-3647000000,440
2015,4,8508516000000,-4071252000000,4437264000000,1027857000000,-549023000000,478834000000,44073000000,39723000000,116000000,1036913000000,-144788000000,892125000000,-8341000000,5883794000000,-2354208000000,3529586000000,-1350701000000,2178885000000,-481576000000,-290000000,-481866000000,1689212000000,-7807000000,634
2016,1,8806228000000,-4273463000000,4532765000000,954874000000,-415905000000,538969000000,563949000000,40454000000,-371000000,357105000000,-71433000000,285672000000,10524000000,5971962000000,-2367354000000,3604608000000,-1305197000000,2299411000000,-459361000000,932000000,-458429000000,1836686000000,-4296000000,689
2016,2,9227108000000,-4602441000000,4624667000000,1042851000000,-521684000000,521167000000,474279000000,141513000000,-111000000,587259000000,-55202000000,532057000000,15439000000,6309011000000,-2630525000000,3678486000000,-1698322000000,1980164000000,-391821000000,-161000000,-391982000000,1584358000000,-3824000000,595
2016,3,9447193000000,-4958701000000,4488492000000,1077573000000,-556360000000,521213000000,527947000000,203118000000,-44316000000,395051000000,-57071000000,337980000000,25886000000,6060320000000,-2503744000000,3556576000000,-1510057000000,2046519000000,-405297000000,289000000,-405008000000,1636862000000,-4649000000,455
2016,4,10245033000000,-5361543000000,4883490000000,1237854000000,-707950000000,529904000000,283942000000,110683000000,-44618000000,975481000000,-192621000000,782860000000,19875000000,6566136000000,-2478081000000,4088055000000,-1896832000000,2191223000000,-415800000000,-1060000000,-416860000000,1767842000000,-6521000000,491
2017,1,10771959000000,-5496150000000,5275809000000,1211327000000,-561338000000,649989000000,641691000000,104126000000,-50320000000,597758000000,-34703000000,563055000000,103141000000,7287491000000,-3149927000000,4137564000000,-1400661000000,2736903000000,-527258000000,0,-527258000000,2206007000000,-3638000000,613
2017,2,11443027000000,-5806157000000,5636870000000,1309198000000,-644652000000,664546000000,423210000000,150055000000,43996000000,382271000000,-37415000000,344856000000,34987000000,7298520000000,-3179058000000,4119462000000,-1601565000000,2517897000000,-498684000000,1617000000,-497067000000,2016293000000,-4537000000,561
2017,3,11596728000000,-6348645000000,5248083000000,1344987000000,-694294000000,650693000000,645436000000,135003000000,-217000000,661553000000,-75866000000,585687000000,23201000000,7287886000000,-3104067000000,4183819000000,-1504276000000,2679543000000,-531093000000,170000000,-530923000000,2144097000000,-4523000000,596
2017,4,12347054000000,-6570271000000,5776783000000,1515561000000,-939659000000,575902000000,332081000000,87216000000,-13201000000,714250000000,-108314000000,605936000000,164438000000,7529155000000,-2434484000000,5094671000000,-1691913000000,3402758000000,-676773000000,1818000000,-674955000000,2720979000000,-6824000000,756
2018,1,12728360000000,-6531261000000,6197099000000,1579203000000,-697835000000,881368000000,614937000000,277442000000,0,1630125000000,-27405000000,1602720000000,350748000000,9924314000000,-4067409000000,5856905000000,-1497550000000,4359355000000,-851480000000,-2000000,-851482000000,3503948000000,-3925000000,974
2018,2,13436567000000,-6636603000000,6799964000000,1698620000000,-847349000000,851271000000,424425000000,209536000000,0,803058000000,-23037000000,780021000000,194042000000,9259259000000,-3864021000000,5395238000000,-1737816000000,3657422000000,-726099000000,317000000,-725782000000,2926763000000,-4877000000,813
2018,3,14352565000000,-6921040000000,7431525000000,1785902000000,-890988000000,894914000000,569850000000,-170034000000,120000000,706510000000,-55568000000,650942000000,37180000000,9414497000000,-3985542000000,5428955000000,-1762456000000,3666499000000,-728139000000,-6000000,-728145000000,2934626000000,-3728000000,816
2018,4,15347546000000,-7366906000000,7980640000000,1957269000000,-1183495000000,773774000000,657217000000,-67544000000,0,376205000000,-175522000000,200683000000,1145497000000,10690267000000,-1692860000000,8997407000000,-2380860000000,6616547000000,-1337493000000,1071000000,-1336422000000,5276169000000,-3956000000,1467
2019,1,16093514000000,-7594757000000,8498757000000,1990520000000,-921114000000,1069406000000,928315000000,65830000000,0,1198211000000,-31944000000,1166267000000,39111000000,11767686000000,-4383646000000,7384040000000,-1505886000000,5878154000000,-1166423000000,-830000000,-1167253000000,4707336000000,-3565000000,1281
2019,2,16709394000000,-8129805000000,8579589000000,2163927000000,-1088543000000,1075384000000,699622000000,18742000000,-1000000,858635000000,-90967000000,767668000000,162313000000,11303317000000,-4067395000000,7235922000000,-1810652000000,5425270000000,-1060621000000,161000000,-1060460000000,4360935000000,-3875000000,1175
2019,3,17466335000000,-8607049000000,8859286000000,2332534000000,-1054049000000,1278485000000,907733000000,31891000000,59000000,974695000000,-91295000000,883400000000,33671000000,11994525000000,-4182440000000,7812085000000,-1502813000000,6309272000000,-1257587000000,-90000000,-1257677000000,5048342000000,-3253000000,1361
2019,4,17454947000000,-8815229000000,8639718000000,2517811000000,-1631957000000,885854000000,842604000000,29539000000,7220000000,396225000000,-143763000000,252462000000,10067000000,10667464000000,-3186384000000,7481080000000,-1971078000000,5510002000000,-1106324000000,-3304000000,-1109628000000,4397313000000,-3061000000,1186
2020,1,18104035000000,-9069714000000,9034321000000,2107705000000,-980495000000,1127210000000,1107545000000,-54447000000,0,1144844000000,-105617000000,1039227000000,31629000000,12285485000000,-4910290000000,7375195000000,-2152448000000,5222747000000,-1042687000000,2595000000,-1040092000000,4177915000000,-4740000000,1129
2020,2,16834739000000,-8757849000000,8076890000000,2008596000000,-852806000000,1155790000000,821053000000,33363000000,0,466742000000,-180865000000,285877000000,360154000000,10733127000000,-3118019000000,7615108000000,-1856218000000,5758890000000,-1142388000000,-1317000000,-1143705000000,4609910000000,-5275000000,1246
