Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2010,1,810000000,0,810000000,-183750000,626250000,361471550,0,0,0,-413180569,574540981,0,0,0,0,574540981,-143635245,0,-143635245,430905736,0,430905736,26,0
2010,2,40034222488,-25429483035,14604739453,-3402060355,11202679098,1313462540,-303882430,-151941215,-1366000,-1725021604,10485871604,11946544,-1359635715,-1347689171,0,9138182433,-2284545608,0,-2284545608,6853636825,0,6853636825,403,0
2010,3,1610100000,0,1610100000,-1041438000,568662000,1817146587,-303882430,-282840730,0,-3182895590,-1100969433,0,-2911796,-2911796,0,-1103881229,-58315682,0,-58315682,-1162196911,0,-1162196911,0,0
2011,1,22007655255,0,22007655255,-20065058333,1942596922,6602471351,-561065693,-164005693,0,-4137543072,3846459508,2661760,0,2661760,0,3849121268,-964362001,0,-964362001,2884759267,1884589,2882874678,170,0
2011,2,25415737273,0,25415737273,-23518217910,1897519363,3471855672,-10000,-10000,-4486363,-4452004395,912874277,128504870,-97760,128407110,-2842633220,-1801351833,-493673365,0,-493673365,-2295025198,38311597,-2333336795,-135,0
2011,3,12449977567,0,12449977567,-9854627490,2595350077,3140360610,-96669833,-96669833,0,-5059361160,579679694,1088063,0,1088063,158361270,739129027,-648936328,0,-648936328,90192699,54643900,35548799,0,0
2011,4,76327828605,0,76327828605,-72493657886,3834170719,28357500049,-13212699690,-13609859090,-805791757,-6834804272,11338375049,41733165,-190500001,-148766836,2957103876,14146712089,-3106834522,0,-3106834522,11039877567,-40196186,11080073753,0,0
2012,1,34028263460,0,34028263460,-32106767751,1921495709,9598647606,-5244253913,-5228287081,-337404074,-5246449576,692035752,4720108,-3760550,959558,-156481123,536514187,-271169980,0,-271169980,265344207,61601623,203742584,12,0
2012,2,177690385809,0,177690385809,-174997802594,2692583215,8848080827,-2384041611,-209980901,-298970766,-7570277065,1287374600,41558903,-137122163,-95563260,4633062054,5824873394,-585314065,0,-585314065,5239559329,-50162461,5289721790,311,0
2012,3,186966551581,0,186966551581,-184333012860,2633538721,14158187405,-5415933903,-1241413979,-320615265,-8565794853,2489382105,8498649,-93512870,-85014221,-757162829,1647205055,-923752378,0,-923752378,723452677,-77356011,800808688,10,0
2012,4,1163228763177,-7717444000,1155511319177,-1119805166739,35706152438,67253464083,-68146444901,-5635999004,-105908028,-5500311123,29206952469,11503541647,-11149262649,354278998,1466728981,31027960448,-609415292,0,-609415292,30418545156,44445256,30374099900,394,0
2013,1,212354780363,-70596000,212284184363,-208654622249,3629562114,9450417190,-7580165481,-4162058635,-37863687,-4328961997,1132988139,0,-112925692,-112925692,560276212,1580338659,-299288959,0,-299288959,1281049700,2730155,1278319545,2,0
2013,2,438312309420,0,438312309420,-423191337374,15120972046,13635132084,-9178913545,-3803129894,-6500931,-7224915353,12345774301,13000845000,-129203245,12871641755,455300489,25672716545,-7090758722,0,-7090758722,18581957823,18301860,18563655963,241,0
2013,3,348412222344,-15770000,348396452344,-296981672154,51414780190,5822739316,-3326144170,-638126891,-1308377140,-16320502611,36282495585,21097303,-562228463,-541131160,2207570230,37948934655,-11769561666,0,-11769561666,26179372989,15224991,26164147998,339,0
2013,4,748392355275,-13537000,748378818275,-685806810962,62572007313,26831901304,-562307723,-366349656,-2797868684,-11807971023,74235761187,77974838,-5588222067,-5510247229,1286418723,70011932681,-19560052802,0,-19560052802,50451879879,-35309448,50487189327,654,0
2014,4,1003114923461,-300000000,1002814923461,-907168863365,95646060096,173086393118,-119288777076,-32808777076,-499464810,-17655113766,131289097562,750870988,-20369940933,-19619069945,5651988905,117322016522,-20148452531,-112840605,-20261293136,97060723386,315188124,96745535262,307,0
2015,1,651825048063,0,651825048063,-561158986456,90666061607,67057287109,-14648794951,-13169122926,-1930719415,-21268206437,119875627913,67775609,-701237660,-633462051,1882900979,121125066841,-27348425030,0,-27348425030,93776641811,293287964,93483353847,255,0
2015,2,1350677913619,0,1350677913619,-1187806054110,162871859509,188622991185,-19582708050,-3273401709,-1212767824,-31232132774,327700620944,97185909,-90598410,6587499,0,327707208443,-87482632756,4397546882,-83085085874,244622122569,9103411,244613019158,622,0
2015,3,1389607748557,0,1389607748557,-1157546100492,232061648065,120054740040,-18818720226,-139705649,-5147903581,-31295957907,296853806391,415388112,-1870496043,-1455107931,4766615769,300165314229,-61318159703,0,-61318159703,238847154526,19968813,238827185713,543,0
