2020-04-08,11950,11950,0,3550,3550,0
2020-03-13,0,0,0,0,0,0
2020-03-20,250,0,0,250,0,0
2020-03-23,0,0,0,0,0,0
2020-04-09,12900,8600,700,3300,2300,0
2020-04-10,13850,12350,6800,2750,2750,0
2020-04-13,6950,5000,0,6150,5000,0
2020-04-14,5400,3000,0,2400,0,0
2020-04-15,4150,0,0,2650,0,0
2020-04-16,4050,2000,500,950,0,0
2020-04-17,0,0,500,0,0,0
2020-04-20,21100,18300,0,3500,0,0
2020-04-21,4900,0,0,1400,0,0
2020-04-22,50,0,0,50,0,0
2020-04-23,1450,0,2000,1450,0,0
2020-04-24,9650,6600,0,2050,0,0
2020-04-27,21150,16800,0,17550,14300,0
2020-04-28,3100,2800,0,100,0,0
2020-04-29,17600,8900,0,8300,7300,1000
2020-05-04,6350,4950,0,2250,2150,0
2020-05-05,6300,4300,0,500,0,0
