2020-04-08,4750,2200,150,11340,5050,900
2020-03-13,14448,0,10010,111122,63829,5240
2020-03-20,16521,7000,600,41889,26374,1300
2020-03-23,900,0,2000,81190,70920,1160
2020-04-09,30515,3930,1430,19805,5530,3160
2020-04-10,8815,0,1500,12625,2050,990
2020-04-13,26666,9740,5050,25234,6870,4400
2020-04-14,29378,3000,1690,41492,9622,810
2020-04-15,19300,2000,500,20170,4650,1830
2020-04-16,14240,2000,6370,11450,4060,380
2020-04-17,39897,9697,3980,40363,13550,1830
2020-04-20,36705,9030,4230,46025,18950,3190
2020-04-21,20867,4000,2080,85343,40283,2930
2020-04-22,22263,0,3500,31227,10790,1100
2020-04-23,10414,3814,530,19526,7010,1350
2020-04-24,7440,2400,520,6450,2000,2000
2020-04-27,8840,2530,110,23660,8150,560
2020-04-28,730,0,1990,9070,3740,2430
2020-04-29,9290,0,60,2500,0,1880
2020-05-04,43725,9670,2450,37935,2000,9000
2020-05-05,18100,8960,220,15630,0,1400
