Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,32586073652,4242944357,2279478017,199092102,0,-4380062715,332712767,0,35260238180,-38208832743,25795737864,-45000718,2610582880,92266643,-1615293296,-521178672,-70600000,23297920138,-2797387079,2000000,0,0,0,0,3816574149,1021187070,0,0,28929253936,-14204786681,0,-52537636,0,14671929619,38991036827,138373158687,317068762,177681264276
2015,1,6059653223,798442722,-7650384,0,0,-3519734937,523200447,0,3853911071,30328187208,-13660835970,-17596947854,-1098324347,-545760667,-7591898268,25350932,-825245000,-7111562895,-1449567751,0,0,3000000000,0,0,3852250088,5402682337,0,0,36760103250,-13862846314,0,-47040000,0,22850216936,21141336378,177681264276,67466,198822668120
2015,2,10779005992,902686239,-1098036118,-678823690,0,-6843224742,707106827,0,3768714508,-43108368328,-21088115671,50639102129,-1002090079,-564645721,-5047965775,42828411,-143041700,-16503582226,-4891643661,42845455,0,0,0,0,6761310996,1912512790,0,0,12859569465,-30952511357,0,-4366652000,0,-22459593892,-37050663328,198822668120,192227527,161964232319
2015,3,12252987064,1007822018,1540000000,-1025543906,0,-2812820271,386073522,0,11348518427,-22824057264,-34673538575,4164428884,499222188,-460519471,-2408109800,243978445,-1178520000,-45288597166,-3503124965,6881818,0,0,0,0,2898149882,-598093265,0,0,19428304761,-18209124401,0,-5137578000,0,-3918397640,-49805088071,161964232319,1097823554,113256967802
2015,4,44274936151,3696712760,-2242996909,14977523927,0,-1738375572,679768779,1540000000,61187569136,-75436419990,64601804301,-15731838089,-127043315,-508715769,-2281282780,56745162,-134792500,31626026156,-1548714418,-11345455,0,-7000000000,57000000000,0,1440062714,49880002841,0,0,24191163033,-14535515137,0,-45750000,0,9609897896,91115926893,113256967802,12961636,204385856331
2016,1,6049943922,1064336535,8950819415,3225205037,0,-2848581372,635998787,0,17077722324,54952145577,-28449037712,201385472541,473947185,-867335564,-27539799722,26650240,-493500000,216566264869,-1964084942,0,-3900000000,21000000000,0,0,3063682931,18199597989,0,0,44619458019,-21168764988,0,-76500000,0,23374193031,258140055889,204385856331,-416166049,462109746171
2016,2,14006457820,1128226617,16866911402,-26231198,0,-7100855096,822228795,0,25696738340,5390425297,-86078493449,99643699288,-266859059,-716217564,-1904459973,36118241,-148800000,41652151121,-2990133803,0,-89000000000,0,0,0,6737671070,-85252462733,0,0,15488464798,-24426746246,0,-2087480000,0,-11025761448,-54626073060,462109746171,1823729,407485496840
2016,3,45673085283,1288182299,60005930631,-1018749395,0,-5099847547,678696074,0,101527297345,-40110052554,-88089019845,253841319809,308262555,-615015206,-2852430682,8758946,-850750000,223168370368,-8149809498,75181818,-235893412247,3250000,0,0,4556112132,-239408677795,0,0,28526388583,-24565068438,0,-2353450000,0,1607870145,-14632437282,407485496840,-3681747,392849377811
2016,4,59679924359,6563139460,43598675217,7594786846,0,-10081896638,964902384,0,108319531628,38841327661,-290400087715,13019108962,74017704,-929374949,-9162654892,5750872245,-544838095,-135032097451,-7197021296,241680754,-479643879629,273190162247,0,0,8077088789,-205331969135,0,0,23320900189,-44661084325,0,-268920000,0,-21609104136,-361973170722,392849377811,28954983,30905162072
2017,1,10535930490,1758411435,5973392714,-3189867588,0,-3766774197,1863935371,0,13175028225,-190049326658,69337391448,-183895763758,-25530917,-1835750024,-24062999191,0,-853850000,-318210800875,-783367364,45909091,0,213070879629,0,0,4066958941,216400380297,0,0,314763750205,-219689474435,0,-100957722,0,94973318048,-6837102530,30905162072,2521545,24070581087
2017,2,23770554167,1889130357,137871794,2788638450,0,-12051619574,1139406060,0,17673981254,46706220577,94044326620,146712244607,-703855527,-1032345340,-2177677471,10000000,-1345130000,299887764720,-163450845080,278774410,-213600000000,285773000000,0,0,11880107276,-79118963394,0,0,53394104767,-135101732381,0,-2495209981,0,-84202837595,136565963731,24070581087,-4221768,160632323050
2017,3,104499831155,2328479713,60317321478,-3195229844,0,-5703341294,649727683,0,158896788891,154521499158,164546947082,-60096892114,1135446335,-967190912,-5046516165,0,-993152405,411996929870,-7851704678,8636364,-63000000000,9000000000,0,0,5845218818,-55997849496,0,0,30127611414,-44918326231,0,-2640739297,0,-17431454114,338567626260,160632323050,2770096,499202719406
