2020-03-20,450,0,0,50,0,100
2020-03-13,13450,9800,0,550,0,0
2020-03-20,450,0,0,50,0,100
2020-03-23,350,0,0,350,0,0
2020-03-24,1750,0,0,450,0,0
2020-03-25,6250,0,0,5050,0,500
2020-03-26,600,0,0,9400,6200,0
2020-03-27,200,0,2000,4300,0,0
2020-03-30,5100,0,0,24800,9000,200
2020-03-31,2600,0,0,8000,0,100
2020-04-01,15500,10300,100,20200,7700,0
2020-04-02,17900,17900,0,17900,17900,0
2020-04-03,850,0,100,150,0,0
2020-04-06,0,0,10000,0,0,300
2020-04-07,0,0,0,0,0,300
2020-04-08,800,0,0,200,0,400
2020-04-09,50,0,0,50,0,200
2020-04-10,0,0,200,0,0,100
2020-04-13,1500,0,0,1500,0,2000
2020-04-14,3500,0,7100,8600,7500,300
2020-04-15,1200,0,200,9000,8000,12000
2020-04-16,25000,0,0,18500,12000,400
2020-04-17,5150,0,100,16950,13500,400
2020-04-20,5000,0,0,2200,0,500
2020-04-21,550,0,100,13050,10000,0
2020-04-22,18750,0,0,5950,0,0
2020-04-23,2550,0,0,2650,0,0
2020-04-24,13000,0,100,24300,10000,300
2020-04-27,16150,0,300,17850,6700,500
2020-04-28,600,0,0,10300,7000,0
2020-04-29,2600,0,0,2300,0,0
2020-05-04,0,0,1000,0,0,400
2020-05-05,500,0,0,1500,0,0
