date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,7560,0,1000,275670,224000,6500
2019-12-03,91424,25970,1680,71866,20000,12860
2019-12-04,64440,40000,5000,124310,70000,20
2019-12-05,1070,0,0,62280,42500,0
2019-12-06,34764,0,2200,56186,0,7650
2019-12-09,339933,54983,10500,269817,170240,4920
2019-12-10,739608,311798,8390,360672,209430,33520
2019-12-11,707714,312636,87500,468006,249910,54820
2019-12-12,235902,67420,57700,278708,100408,15600
2019-12-13,504258,123878,62240,711312,425602,38120
2019-12-16,235554,63720,32130,878716,684230,6300
2019-12-17,243525,108540,12250,1220755,857480,47100
2019-12-18,118428,0,45130,629542,458660,6490
2019-12-19,72502,0,0,255648,163628,5980
2019-12-20,96560,0,0,381720,350780,21550
2019-12-23,284043,176390,12400,967467,867150,33820
2019-12-24,98950,36280,170710,536350,451000,24440
2019-12-25,61910,0,0,91640,0,5300
2019-12-26,257270,161790,0,65640,16000,33180
2019-12-27,84505,17000,1000,195565,112000,5000
2019-12-30,204126,96940,40,168094,104000,2100
2019-12-31,122795,0,0,265855,116210,14600
2020-01-02,858218,513038,31040,183522,90180,35650
2020-01-03,457795,190230,23180,395765,157940,72030
2020-01-06,339417,58270,500,140813,28140,32670
2020-01-07,219329,63810,12270,1062711,747292,5480
2020-01-08,497519,213850,15600,607821,415961,58100
2020-01-09,1145660,537020,20000,600600,414990,35670
2020-01-10,689878,417488,16360,504642,192319,68700
2020-01-13,313384,133928,58760,792776,545406,18480
2020-01-14,633850,187057,143460,576780,281680,27210
2020-01-15,809822,321448,19440,213418,91440,23470
2020-01-16,279571,75764,5990,274269,120706,21920
2020-01-17,385412,225788,5490,334138,132368,5040
2020-01-20,55041,0,277720,1948829,1643080,1030
2020-01-21,230173,30981,17730,472357,253707,9190
2020-01-22,183771,89652,1200,249569,109250,12470
2020-01-30,82335,0,7580,732205,573720,7610
2020-01-31,115844,13550,36060,787696,495939,23550
2020-02-03,166758,18600,10790,595412,373432,18130
2020-02-04,143078,28000,10550,388252,209830,17590
2020-02-05,76023,0,1780,231857,140120,10900
2020-02-06,229804,82241,24240,168566,60610,1100
2020-02-07,57318,0,7730,166692,67060,3200
2020-02-10,328767,71027,10620,279243,179770,7650
2020-02-11,59730,0,6240,144650,61750,3700
2020-02-12,120400,84120,4900,108550,57210,4530
2020-02-13,36627,12357,2450,129583,93550,0
2020-02-14,52793,18190,5840,62597,0,2000
2020-02-17,89992,0,9880,245688,90330,9420
2020-02-18,303740,120950,7920,519410,334620,210
2020-02-19,251430,98250,16010,70220,0,9510
2020-02-20,1392495,554110,63810,468935,249930,55100
2020-02-21,154042,36807,9810,253088,115600,2380
2020-02-24,274993,15000,37720,266497,49587,3690
2020-02-25,357767,29937,10500,295213,66650,17990
2020-02-26,84598,0,3190,298102,146354,11650
2020-02-27,641210,117820,3530,566210,404950,23070
2020-02-28,99325,17390,14880,421215,114517,5390
2020-03-02,426166,227520,5500,308124,119764,2500
2020-03-03,189436,27020,11640,543434,331765,1190
2020-03-04,117756,0,26920,763654,454297,15750
2020-03-05,197796,26800,30270,460394,268512,15600
2020-03-06,228212,157271,4500,292348,104129,13780
2020-03-09,41815,19395,51670,601325,388265,11000
2020-03-10,162075,60985,79260,337025,197575,16340
2020-03-11,109985,59750,12290,511595,207475,6110
2020-03-12,27098,0,11450,731152,492980,3100
2020-03-13,84866,0,93110,2218784,2062199,18040
2020-03-17,35450,0,10630,8270,0,3410
2020-03-18,258679,55450,19810,1608531,1329341,30510
2020-03-19,84722,49910,19150,357108,219178,42140
2020-03-20,30552,0,8640,2297318,2084030,12620
2020-03-23,40317,19260,4980,514973,451410,2050
2020-03-24,112140,97630,391610,1788160,1498540,0
2020-03-25,843421,462160,57440,1296789,914809,9780
2020-03-26,984663,447940,35000,266847,154525,29500
2020-03-27,209611,80000,10930,208609,61951,23480
2020-03-30,221179,0,41040,387671,208341,21690
2020-03-31,105364,0,54180,449616,152751,20090
2020-04-01,363612,209458,24280,558778,305000,23800
2020-04-02,461195,461195,0,461195,461195,0
2020-04-03,329756,124551,800,253944,71000,94440
2020-04-06,2038509,1643174,8240,191261,95290,45170
2020-04-07,87034,0,23590,452116,273621,3170
2020-04-08,114980,51270,115480,713500,532890,3000
2020-04-09,232682,40000,27000,312488,91280,1990
2020-04-10,196644,122664,20930,301906,156780,5990
2020-04-13,230191,45000,23190,214319,78810,29630
2020-04-14,616329,311517,3780,536461,290003,20590
2020-04-15,490537,177270,13530,448753,266648,21640
2020-04-16,249981,61000,33930,400409,195000,11580
2020-04-17,263860,51551,33850,670610,317459,9400
2020-04-20,320000,114350,17700,447020,178510,15980
2020-04-21,149912,26530,34570,819778,508800,39190
2020-04-22,848312,238953,10500,471778,241438,35280
2020-04-23,302573,93578,17600,466447,158432,14050
2020-04-24,2252759,1276230,71240,776491,400800,197780
2020-04-27,2748310,2193070,46430,194880,118950,181830
2020-04-28,363750,143020,149650,583820,236850,39690
2020-04-29,215867,17390,19950,781933,419583,13200
2020-05-04,1182320,570250,35880,731170,435000,37470
2020-05-05,189640,0,34810,197210,16900,17410
