disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2011-01-10,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2011-01-14,,,Giá tham chiếu 25.000đ/cp,,,,
2011-02-22,investorRight,MEETING,Họp cổ đông,2011-03-04,2011-04-16,2011-04-16,ĐHCĐ thường niên năm 2011,,,,
2011-09-06,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2011-09-13,2011-09-15,,"Trả cổ tức đợt 2/2010, Tỷ lệ 100:30",,30,2,2010
2011-09-06,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-09-13,2011-10-20,2011-10-20,Trả cổ tức đợt 2/2010 (400 đ/cp),400,4,2,2010
2011-10-17,investorRight,MEETING,Họp cổ đông,2011-10-26,2011-11-19,2011-11-19,ĐHĐCĐ bất thường năm 2011,,,,
2011-10-20,schedEvent,schedUpdate,Dự kiến giao dịch bổ sung,2011-10-27,,,số lượng 6.900.000 cp,,,,
2012-05-16,investorRight,MEETING,Họp cổ đông,2012-05-25,,,ĐHCĐ thường niên 2012,,,,
2012-08-15,investorRight,POLL,Lấy ý kiến cổ đông,2012-08-24,2012-08-31,2012-08-31,về phương án phát hành thêm cổ phiếu,,,,
2013-02-25,stockAlert,alert,Cảnh báo,2013-02-25,2015-03-24,,CP thuộc diện cảnh báo,,,,
2013-05-22,investorRight,MEETING,Họp cổ đông,2013-05-30,2013-06-29,2013-06-29,ĐHĐCĐ thường niên năm 2013,,,,
2014-03-18,investorRight,MEETING,Họp cổ đông,2014-04-01,2014-04-26,2014-04-26,ĐHĐCĐ thường niên năm 2014,,,,
2014-06-30,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2014-06-30,2015-03-24,,Vì thuộc diện bị cảnh báo,,,,
2014-08-15,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành riêng lẻ cho đối tác đầu tư,,,,
2014-08-15,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành cho đối tác đầu tư,,,,
2014-08-15,schedEvent,schedIssue,Dự kiến phát hành,,,,Phát hành cho cán bộ chủ chốt,,,,
