Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2007,0,68600847018,39860813503,423565152,39437248351,0,0,0,18520761625,17780195405,676167249,0,0,64398971,0,35276000,35276000,0,10183995890,9305232975,0,0,0,0,878762915,0,0,0,326508792275,4087792275,3219379374,3415351203,-195971829,0,0,0,868412901,902373182,-33960281,0,0,0,0,318663000000,0,0,318663000000,0,3758000000,0,0,3500000000,258000000,395109639293,14759080805,4186480342,156951832,1935504104,0,689214340,1334491699,0,70318367,0,0,0,0,316903668,3000000,0,0,10255696795,6983158242,0,2457528854,815009699,0,0,380350558488,380350558488,370000000000,10000000000,0,0,0,0,0,0,350558488,0,0,0,395109639293
2008,0,143252216726,16887222200,1558555264,15328666936,74000000000,74000000000,0,42618898293,42554500809,169995116,0,0,208204153,-313801785,237788776,237788776,0,9508307457,7484184236,0,0,0,1019600000,1004523221,0,0,0,346287305586,9833682628,8913807942,10842340727,-1928532785,683405400,902373182,-218967782,236469286,269690962,-33221676,0,0,0,0,330183122958,0,0,330183122958,0,6270500000,0,0,6000000000,270500000,489539522312,101179064006,43898222559,156951832,33793813103,227301056,3224370885,6275822798,0,219962885,0,0,0,0,163951836,7000000,0,0,57116889611,43114072125,0,8868619217,5134198269,0,0,388360458306,388236190129,380000000000,12000000000,-12840000000,0,0,0,0,488409506,8587780623,124268177,124268177,0,489539522312
2009,0,483542871153,34739027137,784801598,33954225539,369923200000,369923200000,0,73197008915,55051652628,156371208,0,0,18544301793,-555316714,733662003,733662003,0,4949973098,3485579786,0,0,0,0,1464393312,0,0,0,109214474811,8268654338,7783286905,12446406679,-4663119774,485367433,619690962,-134323529,0,0,0,0,0,0,0,94603520473,0,0,94603520473,0,6342300000,0,0,6000000000,342300000,592757345964,204200657204,59643836974,0,46992195057,0,1912627273,10192450008,0,546564636,0,0,0,0,168301966,7000000,48844789,112457177,144388518264,102705594702,0,30122442658,11560480904,0,0,388556688760,388301408137,378584000000,0,0,0,0,0,0,949309437,8768098700,255280623,255280623,0,592757345964
2010,0,709067840288,43736951338,1425153260,42311798078,468403200000,468403200000,0,184046337735,165510946956,19354383990,0,0,0,-818993211,983748452,888683856,95064596,11897602763,9490952909,0,0,0,34591361,2372058493,0,0,0,83706853328,6143734924,5868317909,13164358861,-7296040952,0,0,0,275417015,619690962,-344273947,0,0,0,0,71155818404,0,0,71155818404,0,6407300000,0,0,6407300000,0,792774693616,376540493345,127823562054,0,93226555353,1263912814,14448384231,14759965274,3102225059,0,1022519323,0,0,0,493641832,7000000,20941844,465699988,248223289459,149727775270,0,77916137863,20579376326,0,0,416234200271,416234200271,380000000000,12000000000,0,-13898400000,0,0,0,2808684339,35323915932,0,0,0,792774693616
2011,0,1479220418030,46819510177,2198761851,44620748326,520868652778,520868652778,0,903261938954,885470299043,345316000,0,0,19304461134,-1858137223,982219526,982219526,0,7288096595,5120604836,0,0,0,0,2167491759,0,0,0,85089466966,17679290329,4039566924,13496381406,-9456814482,0,0,0,13639723405,14166963662,-527240257,0,0,0,0,60935285276,0,0,69605925276,-8670640000,6474891361,0,0,6474891361,0,1564309884996,1127224422747,160562802207,0,131852430361,1802099054,3572714942,18881993649,0,2083568848,2369995353,0,0,0,647659789,5000000,52843193,589816596,966013960751,158821887127,0,776985296368,30206777256,0,0,437085462249,437085462249,380000000000,12000000000,-13898400000,0,0,1859374902,0,5524474489,51600012858,0,0,0,1564309884996
2012,0,775804340604,40103087430,40103087430,0,566154606366,566154606366,0,161595494491,144225004168,25100000,0,0,21117015067,-3771624744,1322146406,1322146406,0,6629005911,4337149963,0,0,0,52100000,2239755948,0,0,0,109097334056,94301774695,76750673622,90203831233,-13453157611,0,0,0,17551101073,18343227962,-792126889,0,0,0,0,8331268000,0,0,14719049811,-6387781811,6464291361,0,0,6464291361,0,884901674660,424792328705,128501992274,0,82855121378,1164990434,6324366898,25145418950,0,4976016703,8036077911,0,0,0,30064513,5000000,25064513,0,296260271918,198760812128,0,63290932502,34208527288,0,0,460109345955,460109345955,380000000000,12000000000,-13898400000,0,0,4575165052,2715790150,8984090302,65732700451,0,0,0,884901674660
2013,0,841946147992,475018018342,39518018342,435500000000,143521566749,143521566749,0,217257829835,198876567367,1407913400,0,0,19726466430,-2753117362,1049965195,1049965195,0,5098767871,3119892089,0,0,0,15400000,1963475782,0,0,0,124930208430,111278583630,73543383182,91352619654,-17809236472,0,0,0,37735200448,38808127962,-1072927514,0,0,0,0,7270924800,0,0,14719049811,-7448125011,6380700000,0,0,6380700000,0,966876356422,503064866285,163359584522,0,95960655241,2027315083,4114874447,40200157555,0,4922788405,16133793791,0,0,0,5000000,5000000,0,0,339700281763,244205018869,0,56382411724,39112851170,0,0,463811490137,463811490137,380000000000,12000000000,-13898400000,0,0,8034780865,6175405963,11620147455,59879555854,0,0,0,966876356422
2014,0,1009764485637,215685410954,50185410954,165500000000,552500000000,552500000000,0,122421771622,105127553463,1796662118,0,0,19781788125,-4284232084,1492794996,1492794996,0,57369820085,55012500606,0,0,0,0,2357319479,0,0,0,135504071962,124417470480,77173569673,100843714490,-23670144817,0,0,0,47243900807,48688273070,-1444372263,0,0,0,0,58302,0,0,58302,0,4842574510,4842574510,0,0,0,1145268557599,613637703436,611165506735,0,64163684614,0,18097129806,30678143007,0,5956961806,23474275339,0,0,0,2472196701,0,0,0,0,0,0,0,0,0,0,531630854163,531630854163,380000000000,12000000000,-13898400000,0,0,10670838018,8811463116,17381940490,116665012539,0,0,0,1145268557599
2015,0,918658283520,82764644878,44764644878,38000000000,633725291700,633725291700,0,66385217925,51063378504,791759309,0,0,19219199012,-4689118900,1638542877,1638542877,0,70511764836,68513084331,0,0,0,0,1998680505,0,0,0,374754785374,134508815821,72721598562,103676959945,-30955361383,0,0,0,61787217259,63938089433,-2150872174,0,0,0,0,228000058302,0,0,0,0,6004942581,6004942581,0,0,0,1293413068894,736372929606,734560455657,0,47407501311,0,8696808168,57932348237,0,7989623249,30916283827,0,0,0,1812473949,0,0,0,0,0,0,0,0,0,0,557040139288,557040139288,380000000000,12000000000,-13898400000,0,0,36767680241,0,21473317671,120697541376,0,0,0,1293413068894
2016,0,1367901815250,114314382947,21814382947,92500000000,1023056541700,0,0,60674776343,29963822276,944024671,0,0,34902590606,-5135661210,1750457246,1750457246,0,88846821440,88846821440,0,0,0,0,0,0,0,0,177538358740,132435443315,70189204048,107315482582,-37126278534,0,0,0,62246239267,65298744887,-3052505620,0,0,0,0,35000058302,0,0,0,0,3842594493,3842594493,0,0,0,1545440173990,943689071873,943684071873,0,48436343529,0,8538978032,65116252595,0,9540871280,31508460920,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,601751102117,601751102117,380000000000,12000000000,-13898400000,0,0,53133188964,0,27030743973,143485569180,0,0,0,1545440173990
