Year,Quarter,1. Premium received and interest income received,2. Payments to suppliers,3. Payments to employees,4. Interest payment,5. Payments for enterprise income tax,6. Other cash receipts,7. Other cash disbursements,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal and liquidation of fixed assets,3. Loans to other entities and payments for purchase of debt instruments of other entities,4. Collections from borrowers and proceeds from sale of debt instruments of other entities,5. ,6. Withrawals of investments in other entities,"7. Interest received, dividends received and profit shares",8. Cash transfer under trusted investment arrangement,9. Cash receipt from trusted investment arrangement,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Cash receipts from issuing shares,"2. Payments to shareholders, repurchasing shares",3. Cash receipts from short and long term loans,4. Payments for original loans,5. Payments for financial loans,6. Dividends paid out,7. Refund to investors and shares premium paid to MOF,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,IMPACT OF EXCHANGE RATE FLUCTUATION,Cash and cash equivalents at the end of period
2011,0,423439679936,-42353046233,-51058801480,0,-56318909027,149210722416,-411483221585,11436424027,0,0,0,0,-175000000000,122323200000,73870948306,0,0,21194148306,0,0,0,0,0,-29560530000,0,-29560530000,3070042333,43736951338,12516506,46819510177
2012,0,470240691733,-42509319548,-58983606678,0,-49684632126,594020048783,-883922964770,29160217394,-80883714127,0,0,72798974101,-196000000000,202305092913,0,0,0,-1779647113,0,0,0,0,0,-34092748000,0,-34092748000,-6712177719,46819510177,-4245028,40103087430
2013,0,527797583935,-85064025873,-72657730303,0,-53841749337,1717286740349,-2000170870487,33349948284,-24820231363,0,0,0,-4941823387,50000000000,2992655201,0,0,23230600451,0,0,441159644734,-404187757083,0,0,-36638900000,332987651,56913536386,418103087430,1394526,475018018342
2014,0,1291058714143,-376947756313,-102610115173,0,-41537744030,0,-874468025621,-104504926994,-19890287308,0,0,0,-138978433251,12549274581,28854305723,0,0,-117465140255,0,0,0,0,0,0,-37377500000,-37377500000,-259347567249,475018018342,14959861,215685410954
2015,0,808191087663,-100181567255,-99779835801,0,-55773970087,1261895429459,-1695214571470,119136572509,-18083061818,0,-296725291700,143626254933,0,0,0,0,0,-171182098585,0,0,0,0,0,0,-43875240000,-43875240000,-95920766076,178685410954,0,82764644878
2016,0,1123318581495,-594819779518,-150836759159,0,-55535489572,381555698164,-438682506245,264999745165,-4999178091,0,-379700000000,144500000000,0,0,51142210995,0,0,-189056967096,0,0,0,0,0,-44393040000,0,-44393040000,31549738069,82764644878,0,114314382947
2017,0,1271758964717,-743192480190,-171733406354,0,-41831516262,460623973065,-600581719144,175043815832,-2867866000,0,-446500000000,269711250000,0,0,74118380375,0,0,-105538235625,0,0,0,0,0,-43985040000,0,-43985040000,25520540207,114314382947,0,139834923154
2018,0,1407868039670,-851404055883,-175327027212,0,-26989404784,5158478538,-80129401197,279176629132,-9915159445,241500000,-534272000000,237500000000,0,0,88317680428,0,0,-218127979017,0,0,0,0,0,-43775640000,0,-43775640000,17273010115,41334923154,0,58607933269
2019,0,1722345250668,-1014058569684,-270675909935,0,-64075940022,15916169932,-111153637344,278297363615,-1359257728,411000000,-598000000000,245568000000,0,0,107693463427,0,0,-245686794301,0,0,0,0,0,-43524108939,0,-43524108939,-10913539625,58607933269,0,47694393644
