Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2014,2,913086890812,245123913189,58123913189,187000000000,430500000000,430500000000,0,140768241090,120382832073,4526598605,0,0,19813996566,-3955186154,2044020051,2044020051,0,31248701419,25135006077,0,0,0,0,6113695342,0,0,0,116679429324,107988284068,70425751288,91398893381,-20973142093,0,0,0,37562532780,38809126962,-1246594182,0,0,0,0,58302,0,0,58302,0,2310386954,2310386954,0,0,0,1029766320136,573575164811,572600112781,0,76144002055,0,6216482384,29604904975,0,5635177852,25316675339,0,0,0,975052030,0,0,0,0,0,0,0,0,0,0,456191155325,456191155325,380000000000,12000000000,-13898400000,0,0,10670838018,8811463116,11620147455,46987106736,0,0,0,1029766320136
2015,1,1019087443481,182305709231,56305709231,126000000000,577500000000,577500000000,0,120905635761,103321258540,669506172,0,0,20889602402,-3974731353,1668008696,1668008696,0,63002648377,55483980423,0,33766155,0,0,7484901799,0,0,0,148813351051,137732711533,76390598360,101878641763,-25488043403,0,0,0,61342113173,62959273070,-1617159897,0,0,0,0,58302,0,0,58302,0,4844612546,4844612546,0,0,0,1167900794532,662091831011,661360530108,0,69203231486,0,7666109238,18470737860,0,33352049879,23248025339,0,0,0,731300903,0,0,0,0,0,0,0,0,0,0,505808963521,505808963521,380000000000,12000000000,-13898400000,0,0,10670838018,8811463116,17464107115,90760955272,0,0,0,1167900794532
2015,2,997994128665,152663439288,74663439288,78000000000,621500000000,621500000000,0,80131949755,60810858351,3080872965,0,0,20381675756,-4141457317,2052013416,2052013416,0,65407832744,58259406112,0,0,0,0,7148426632,0,0,0,188687864742,135766469106,74584261847,101878641763,-27294379916,0,0,0,61182207259,62959273070,-1777065811,0,0,0,0,42000058302,0,0,42000058302,0,4686368664,4686368664,0,0,0,1186681993407,671976856621,671388420364,0,54238855525,0,8527909980,32246543823,0,7875764327,35456123827,0,0,0,588436257,0,0,0,0,0,0,0,0,0,0,514705136786,514705136786,380000000000,12000000000,-13898400000,0,0,22194424089,14573256152,17381940490,82453916055,0,0,0,1186681993407
2015,3,942374439666,130420158519,70420158519,60000000000,602225291700,602225291700,0,72204618232,53975678888,2882526218,0,0,19803591633,-4457178507,1008485836,1008485836,0,68660893280,62356078687,0,0,0,0,6304814593,0,0,0,307219720593,136027201056,74509698713,103676959945,-29167261232,0,0,0,61517502343,63451677615,-1934175272,0,0,0,0,161000058302,58302,0,161000000000,0,3971492565,3971492565,0,0,0,1249594160259,713577044106,712813677324,0,61152372003,0,8340722793,43861476301,0,6454181686,34381123827,0,0,0,763366782,0,0,0,0,0,0,0,0,0,0,536017116153,536017116153,380000000000,12000000000,-13898400000,0,0,22194424089,14573256152,17381940490,103765895422,0,0,0,1249594160259
2015,4,945158283520,91764644878,44764644878,47000000000,651225291700,651225291700,0,66385217925,51063378504,791759309,0,0,19219199012,-4689118900,1638542877,1638542877,0,70511764836,68513084331,0,0,0,0,1998680505,0,0,0,348254785374,134508815821,72721598562,103676959945,-30955361383,0,0,0,61787217259,63938089433,-2150872174,0,0,0,0,201500058302,58302,0,201500000000,0,6004942581,6004942581,0,0,0,1293413068894,736372929606,734560455657,0,47407501311,0,8696808168,57932348237,0,7989623249,30916283827,0,0,0,1812473949,0,0,0,0,0,0,0,0,0,0,557040139288,557040139288,380000000000,12000000000,-13898400000,0,0,36767680241,0,21473317671,120697541376,0,0,0,1293413068894
2016,1,1226690140226,359166204951,74940913251,284225291700,642000000000,0,0,80954083812,65301365819,872723927,0,0,19475855105,-4695861039,1097543796,1097543796,0,77076869852,69993452795,0,0,0,0,7083417057,0,0,0,143564439593,132841262495,71277279931,103765959945,-32488680014,0,0,0,61563982564,63938089433,-2374106869,0,0,0,0,1000058302,0,0,0,0,3436150126,3436150126,0,0,0,1370254579819,791305553474,790517095940,0,78242385366,0,8951713618,24120932655,0,4315487577,30507504479,0,0,0,788457534,0,0,0,0,0,0,0,0,0,0,578949026345,578949026345,380000000000,12000000000,-13898400000,0,0,36767680241,0,21473317671,142606428433,0,0,0,1370254579819
2016,2,1263223141103,195286137233,47286137233,148000000000,838345291700,0,0,85145132599,31928063913,984183963,0,0,56757922665,-4525037942,1298132736,1298132736,0,76739340881,76739340881,0,0,0,0,0,0,0,0,158956620187,131143599411,69786319284,103808356309,-34022037025,0,0,0,61357280127,63938089433,-2580809306,0,0,0,0,18000058302,0,0,0,0,3544627804,3544627804,0,0,0,1422179761290,856636612508,856381612508,0,72410734592,0,10472297547,55308600134,0,4850132359,25771910695,0,0,0,255000000,0,0,0,0,0,0,0,0,0,0,565543148782,565543148782,380000000000,12000000000,-13898400000,0,0,36767680241,0,21473317671,129200550870,0,0,0,1422179761290
2016,3,1364929593702,292374826590,53874826590,238500000000,820056541700,0,0,92849161489,35764537938,1367211427,0,0,60280030366,-4562618242,1145619436,1145619436,0,82746613423,82746613423,0,0,0,0,0,0,0,0,159249858682,130141545139,68249978821,103808356309,-35558377488,0,0,0,61891566318,64694241251,-2802674933,0,0,0,0,20000058302,0,0,0,0,2839920571,2839920571,0,0,0,1524179452384,944849209286,944844209286,0,76095438781,0,11420033903,72337321922,0,2912062096,41748979630,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,579330243098,579330243098,380000000000,12000000000,-13898400000,0,0,53133188964,0,0,126622136463,0,0,0,1524179452384
2016,4,1367449543723,114314382947,21814382947,92500000000,1023056541700,0,0,60634693956,29923739889,944024671,0,0,34902590606,-5135661210,1750457246,1750457246,0,88846821440,88846821440,0,0,0,0,0,0,0,0,177538358740,132435443315,70189204048,107315482582,-37126278534,0,0,0,62246239267,65298744887,-3052505620,0,0,0,0,35000058302,0,0,0,0,3842594493,3842594493,0,0,0,1544987902463,942904882551,942899882551,0,47939973529,0,8621957481,65116252595,0,9323009230,31508460920,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,602083019912,602083019912,380000000000,12000000000,-13898400000,0,0,53133188964,0,27047391919,143800839029,0,0,0,1544987902463
2017,1,1483538960931,394702343962,53857052262,340845291700,836711250000,0,0,90259765369,37744218798,1058715677,0,0,56609371674,-5152540780,1507912266,1507912266,0,93293087192,93293087192,0,0,0,0,0,0,0,0,147893126086,130538207537,68591090922,107315482582,-38724391660,0,0,0,61947116615,65298744887,-3351628272,0,0,0,0,8000058302,0,0,0,0,3109597617,3109597617,0,0,0,1631432087017,983553363916,983548363916,0,73138245493,0,14359953039,48486612980,0,10029283431,31139960920,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,647878723101,647878723101,380000000000,12000000000,-13898400000,0,0,53133188964,0,27030743973,189613190164,0,0,0,1631432087017
