Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2014,4,15480628150,0,0,0,0,0,0,0,0,4269464433,0,0,4000909089,0,215855933,2988404929,0,0,4005993766,0,15480628150,-7647181648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7833446502,0,0,0,0,0,0,0,0,0,0,0,0,0,-2800764613,5032681889,802333557,-888381449,-86047892,0,4946633997,0,0,0,0,0,4946633997,4946633997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0
2015,1,7679748027,0,0,0,0,0,0,0,0,2655964175,0,0,1341920900,0,202222556,195618100,0,0,3284022296,0,7679748027,-4605161778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074586249,0,0,0,0,0,0,0,0,0,0,0,0,0,-1981200853,1093385396,13772544,-109913,13662631,0,1107048027,0,0,0,0,0,1107048027,1107048027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,16104760732,0,0,0,0,0,0,0,0,2905489939,0,0,4307727273,0,216174799,5404851247,0,0,3270517474,0,16104760732,-9936579910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6168180822,0,0,0,0,0,0,0,0,0,0,0,0,0,-3559606900,2608573922,8752662,-7482480,1270182,0,2609844104,0,0,0,0,0,2609844104,2609844104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0
2015,3,8377520986,0,0,0,0,0,0,0,0,3001396695,0,0,232935893,0,217121039,1819385748,0,0,3106681611,0,8377520986,-5440890227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936630759,0,0,0,0,0,0,0,0,0,0,0,0,0,-2778403071,158227688,4975590,-50,4975540,0,163203228,0,0,0,0,0,163203228,163203228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,4,11101396022,0,0,0,0,0,0,0,0,2996098288,0,0,560806371,0,234804022,3761596150,0,0,3548091191,0,11101396022,-5910133785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5191262237,0,0,0,0,0,0,0,0,0,0,0,0,0,-2656837384,2534424853,56799,-10001,46798,0,2534471651,0,0,0,0,0,2534471651,2534471651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,8204515549,1369927754,1116185354,0,253742400,0,2835344007,0,0,2548249801,0,0,0,259993077,1191000910,0,0,0,0,0,8204515549,-5875737294,-3573637225,-2741685805,-831951420,0,0,0,0,0,0,-2500000,-1564950568,0,0,-5062695,-262472118,-183021501,-284093187,0,2328778255,240744179,0,240744179,0,0,-4108889,0,-4108889,0,0,0,0,0,-3290241960,-724828415,57992060,-2915180088,-2857188028,0,-3582016443,-2750065023,-831951420,0,0,0,-3582016443,-3582016443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,23857628998,16233642641,16216126441,0,17516200,0,2622079180,0,0,2632421441,0,0,3202686516,-259993077,-573207703,0,0,0,0,0,23857628998,-16574675304,-14260835658,-3263989043,-10996846615,0,0,0,0,0,0,2500000,-1662751590,0,183021501,-518085844,-24141883,0,-294381830,0,7282953694,438691631,0,438691631,0,0,0,0,0,0,0,0,0,0,-3388247937,4333397388,20913561,-4,20913557,0,4354310945,15351157560,-10996846615,0,0,0,4354310945,4354310945,0,0,0,0,0,0,0,0,0,0,0,-4354310945,4354310945,0,0,0
2016,3,6817933747,1636384202,1587213752,49170450,0,0,2120188519,0,0,2420440533,0,0,322836772,203963919,114119802,0,0,0,0,0,6817933747,-4265434166,970333629,-12650008905,13620342534,0,0,0,0,0,0,-1334826127,0,0,-97809728,0,-229710898,0,-3573421042,0,2552499581,641875798,0,641875798,0,0,-4763889,0,-4763889,0,0,0,0,0,-3133427012,56184478,24661531,0,24661531,0,80846009,-13539496525,13620342534,0,0,0,80846009,80846009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2016,4,10589045525,2249741243,2174505405,0,75235838,0,0,1315243379,0,1864772606,0,0,0,0,218240235,0,0,4913181818,27866244,0,10589045525,-6018724918,292527696,-766448807,1058976503,0,0,0,0,0,0,0,-1094063205,0,0,0,-239490428,-103446257,-4874252724,0,4570320607,395796928,0,395796928,0,0,0,0,0,0,0,0,0,0,-3651485347,1314632188,22295832,0,22295832,0,1336928020,277951517,1058976503,0,0,0,1336928020,1336928020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
2017,1,8018087848,3783972256,3783870456,0,101800,0,1239777981,0,0,2152885962,0,0,0,0,216300285,0,0,625151364,0,0,8018087848,-3418538627,-2739621432,-2739621432,0,0,0,0,0,1030956745,0,-500000,-1255608719,0,0,0,-218749617,-9492074,-225523530,0,4599549221,267874884,0,267874884,0,0,0,0,0,0,0,0,0,0,-3040206714,1827217391,22495996,0,22495996,0,1849713387,1849713387,0,0,0,0,1849713387,1849713387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
2017,2,30093817696,12223602355,-1578393042,13742820311,59175086,0,1631061029,0,0,3211951394,0,0,0,0,231884645,0,0,12785318273,10000000,0,30093817696,-13312693428,-5393705636,-4940321285,-453384351,0,0,0,0,-1030956745,0,0,-6356984112,0,0,0,-257635092,9492074,-282903917,0,16781124268,706217394,0,706217394,0,0,0,0,0,0,0,0,0,0,-3524469461,13962872201,22827898,-9881097,12946801,0,13975819002,686383042,13289435960,-2689617457,-495363909,-2194253548,11286201545,11286201545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0
2017,3,41766569912,-2238854592,406925942,-2659065846,13285312,0,2601021729,0,0,3195167859,0,0,0,0,321034699,0,0,37887352181,848036,0,41766569912,-40342582752,814047459,-49156839,863204298,0,0,0,0,-2905351291,0,0,-37651896039,0,0,0,-271720011,-104363637,-223299233,0,1423987160,67958772,0,67958772,0,0,0,0,0,0,0,0,0,0,-3384796131,-1892850199,18699014,-145800000,-127100986,0,-2019951185,-224089637,-1795861548,0,0,0,-2019951185,-2019951185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52,0
2017,4,37218620525,-1224212889,783215354,-2007557293,129050,0,2726764022,0,0,3145657896,0,0,0,0,254898313,0,0,32315513183,0,0,37218620525,-34726448355,-1570665565,-30719606,-1539945959,0,0,0,0,-250600174,0,0,-1803346246,0,0,0,-266451643,-30489421568,-345963159,0,2492172170,604209223,0,604209223,0,0,0,0,0,0,0,0,0,0,-3783261643,-686880250,21933041,-325,21932716,0,-664947534,2882555718,-3547503252,913971435,-563536154,1477507589,249023901,249023901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
2018,1,21447554658,2625651524,1651366293,327055231,647230000,0,2782964659,0,0,3666067901,0,0,0,0,266961484,0,0,12105909090,0,0,21447554658,-15032958326,-1537547221,-1537547221,0,0,0,0,0,1070865175,0,0,-1882667581,0,0,0,-292040197,-12175830182,-215738320,0,6414596332,153286969,0,153286969,0,0,0,0,0,0,0,0,0,0,-3010523545,3557359756,18306404,-177698,18128706,0,3575488462,2177568056,1397920406,0,0,0,3575488462,3575488462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0
2018,2,62777372065,-8437268507,861747457,-9460467264,161451300,0,2469973241,0,0,68298359457,0,0,0,0,293580602,0,0,152727272,0,0,62777372065,-71058425279,-6888791337,-509420827,-6379370510,0,0,0,0,-1070865175,0,0,-63396301993,0,0,0,-366492414,892500000,-228474360,0,-8281053214,139790622,0,139790622,0,0,0,0,0,0,0,0,0,0,-3128840218,-11270102810,23288400,-750971,22537429,0,-11247565381,5663137568,-16910702949,1695965910,-1406587231,3102553141,-9551599471,-9551599471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0
2018,3,8225431512,2470259528,87903151,1943233977,439122400,0,2572287902,0,0,2606587812,0,0,0,0,298568997,0,0,277727273,0,0,8225431512,-4518775198,-2407449404,-375923185,-2031526219,0,0,0,0,0,0,0,-1597543629,0,0,0,-337625945,-7000000,-169156220,0,3706656314,89073382,0,89073382,0,0,0,0,0,0,0,0,0,0,-3653020342,142709354,24833200,-6000000,18833200,0,161542554,249834796,-88292242,0,0,0,161542554,161542554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
