Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,40443496973,0,40443496973,-32948105445,7495391528,978651731,-417342957,-416684138,-1885557758,-3678908214,2492234330,0,0,0,0,2492234330,-457524217,0,-457524217,2034710113,0,2034710113,2035,0
2007,0,58925803077,0,58925803077,-48956897200,9968905877,1013597026,-373698631,-297567794,-1831289183,-4630335816,4147179273,580540716,-291583804,288956912,0,4436136185,-742526770,0,-742526770,3693609415,0,3693609415,1231,0
2008,0,89638669519,0,89638669519,-75612574180,14026095339,764672125,-1037631317,-896236261,-2300704297,-6666430693,4786001157,22405801591,-5298473570,17107328021,0,21893329178,-8129272013,0,-8129272013,13764057165,0,13764057165,3024,0
2009,0,152765591525,0,152765591525,-110692288458,42073303067,355834604,-1519688489,-1233453333,-4054210918,-6650994347,30204243917,475687306,0,475687306,0,30679931223,-1900693969,0,-1900693969,28779237254,0,28779237254,3641,0
2010,0,219537158090,-1166521297,218370636793,-157194867371,61175769422,205168265,-4440487170,-3985852620,-4463804591,-6181060859,46295585067,207138507,0,207138507,0,46502723574,-8981169418,0,-8981169418,37521554156,0,37521554156,3251,0
2011,0,181642728264,-1693195943,179949532321,-153908440463,26041091858,602151559,-3395923799,-3244033213,-5586218064,-8502280429,9158821125,341818182,-3990679038,-3648860856,0,5509960269,-186554849,0,-186554849,5323405420,0,5323405420,643,0
2012,0,145965649628,-1613384228,144352265400,-117564202337,26788063063,30537728,-14718279959,-14552411063,-4110253439,-5048107355,2941960038,1504279098,-1986750812,-482471714,0,2459488324,-1619826260,0,-1619826260,839662064,0,839662064,101,0
2013,0,214358245263,-2453701261,211904544002,-171302359640,40602184362,384987327,-21547782233,-21546303797,-5805738720,-5780526910,7853123826,404060068,-763792772,-359732704,0,7493391122,-3597128846,0,-3597128846,3896262276,0,3896262276,400,0
2014,0,258510510323,-1573865323,256936645000,-215713323080,41223321920,273299952495,-46565522692,-15279608859,-7030713996,-18892701182,242034336545,237902802737,-238528658764,-625856027,0,241408480518,-1896754779,-70610038,-1967364817,239441115701,25152479123,214288636578,12768,0
2015,0,361792984557,-9130079717,352662904840,-237269433798,115393471042,357859495123,-141384859533,-141306160433,-17120844144,-66958532328,269845795547,169497100910,-899109969,168597990941,0,438443786488,-25502566301,70610038,-25431956263,413011830225,46234385399,366777444826,3363,0
2016,0,443217660834,-9088002723,434129658111,-232026234328,202103423783,482107441323,-143240549574,-143240238629,-22597837601,-102327381183,432947813101,562646522,-863370352,-300723830,0,432647089271,-35038604752,0,-35038604752,397608484519,70060702133,327547782386,1680,0
2017,0,556520934409,-16050705731,540470228678,-187314142523,353156086155,367584211195,-279475730389,-228632020530,-29503979282,-136260001211,280093379430,720346438,-1041686804,-321340366,0,279772039064,-51893226538,0,-51893226538,227878812526,65504268848,162374543678,833,0
2018,0,617422287344,-16871695631,600550591713,-192995454717,407555136996,309773996048,-216221629111,-216153468774,-30801198468,-137575625498,332623444190,1158898849,-1746466341,-587567492,0,332035876698,-53794355090,0,-53794355090,278241521608,92384616420,185856905188,953,0
2019,0,733698220254,-20763964440,712934255814,-229786872230,483147383584,263116350290,-171372954206,-171341443572,-39160392529,-147701980788,387629302037,506705434,-8189370904,-7682665470,0,379946636567,-47311767971,212862475432,165550707461,545497344028,200471767756,345025576272,1775,0
