Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,27648139058,10079773593,0,0,0,0,6573876117,0,44301788768,-21621628357,-1535355122,12206826002,-794794931,-4041285600,0,0,0,28515550760,-2690025073,0,0,0,0,0,0,-2690025073,210916550000,0,14494590000,-39250000000,0,0,0,186161140000,211986665687,0,0,211986665687
2008,0,107943511698,20791757343,0,0,0,0,16057681309,0,144792950350,-259207695247,-53985748036,30819556536,-8281545812,-15582753077,-14468864183,0,-298599902,-176212699371,-78065176821,0,0,0,0,0,0,-78065176821,2500000,0,206450089368,-122392590000,0,-32464660500,0,51595338868,-202682537324,211986665687,0,9304128363
2009,0,111937602978,25764063255,0,0,0,-8411068,29593377812,0,167286632977,-17631226794,-35724412807,7090426043,-1988398729,-28267327633,-9231976372,0,-2477156943,79056559742,-25992600561,0,0,0,0,0,0,-25992600561,0,0,69403781419,-67326124181,0,-57471143700,0,-55393486462,-2329527281,9304128363,0,6974601082
2010,0,269347722960,26548728823,0,0,0,-4589369946,145370616499,0,436677698336,-1332397092395,-1268460211319,59233667190,-404759595,-64417943538,-20881476041,0,-4554491002,-2195204608364,-22613601076,0,0,0,0,0,3585891445,-19027709631,0,0,2740562136359,-86864963245,0,-81972556500,0,2571724616614,357492298619,6974601082,0,364466899701
2011,0,402975775715,28164724333,0,0,0,-17070056844,26627798747,0,440698241951,336008524752,-870653425239,289871727807,-6697302833,-196531213797,-80418887886,3121333413,-8948371242,-93549373074,-22078713217,81459091,0,0,0,0,30505933482,8508679356,2203976426000,0,87424864347,-2304892420399,0,-164266565475,0,-177757695527,-262798389245,364466899701,0,101668510456
2012,0,226774862534,29198645612,0,0,0,-7678716506,36714133618,0,285008925258,171524147781,-208151445333,143229392536,-12289932977,-103064177904,-93666674387,318963563333,-331735575229,169818223078,-6862298665,0,0,0,0,0,9183249496,2320950831,0,0,105914313342,-216695580211,0,-83990049800,0,-194771316669,-22632142760,101668510456,0,79036367696
2013,0,185630574978,35420938982,0,0,0,-33310616695,29175289243,0,216916186508,-88447060654,-55417287542,18133239524,4095536370,-73706554789,-14550391031,53403489184,-64544574266,-4117416696,-78967936595,63636364,0,0,0,0,3413370492,-75490929739,0,0,228596520311,-139941588481,0,-42500057800,0,46154874030,-33453472405,79036367696,0,45582895291
2014,0,278458329364,36721373505,0,0,0,-2574281879,38400512953,0,351005933943,-530683370403,-1290013638209,486527001453,13057696782,-75485689726,-16311697115,99775976253,-100502037083,-1062629824105,-6796861830,1875585254,0,0,-1300000000,0,1854352159,-4366924417,0,0,1513513134050,-196325130694,0,-181972525725,0,1135215477631,68218729109,45582895291,0,113801624400
2015,0,147742904867,36749010267,-3500895,0,0,-2755231979,71090537415,0,252823719675,-864773542,-511772989105,740628678958,-8554655756,-215234982589,-57592986369,0,-7620354810,191811656462,-7076528108,0,-200000000,0,0,0,3031255432,-4245272676,0,0,681177113912,-793541027562,0,-112376023800,0,-224739937450,-37173553664,113801624400,3500895,76631571631
2016,0,160495774896,36407561835,0,-8444445,0,-2905146417,77628899984,0,271618645853,-1219400197682,-465729898073,1761664550539,168072719,-193199732134,-30141463320,0,-6798864678,118181113224,-6117061126,0,-9900000000,0,0,0,3007980871,-13009080255,0,0,432176897263,-486419374506,0,-55699697298,0,-109942174541,-4770141572,76631571631,8444445,71869874504
2017,0,221810376259,38244308815,0,0,0,-2696994839,73422955361,0,330780645596,1418794165941,-214443653488,177791475711,-1155683381,-190036909141,-38975859542,10500000,-6876295819,1475888385877,-7604996712,0,-10805000000,4500000000,0,0,2669897826,-11240098886,0,-1370972020000,612296237103,-595253748248,0,-109751974800,0,-1463681505945,966781046,71869874504,0,72836655550
2018,0,282323297615,38161240282,0,-1759911,0,-4926537621,68638002970,0,384194243335,89718253119,26049634613,206020636867,4167431468,-181321265415,-50569022555,0,-8705831064,469554080368,-25568429422,0,-38000000000,24500000000,0,0,4205940452,-34862488970,0,0,607874198581,-772456297983,0,-136952012255,0,-301534111657,133157479741,72836655550,1759911,205995895202
2019,0,344963127967,38330216711,0,1170230,0,-9659517254,56196620478,0,429831618132,88563980059,449987351565,348292160010,5857690299,-165277522979,-65907128089,0,-12894437297,1078453711700,-45294332604,33150000,-49000000000,35000000000,0,0,9198478277,-50062704327,0,0,654840912543,-1798511946450,0,-34809336800,0,-1178480370707,-150089363334,205995895202,-1170230,55905361638
