Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2016,1,25038839593,3194170278,0,20226560,0,-610671153,1565053070,0,29207618348,32356804447,23179468826,-27509386293,2040754695,-1836206760,-489009494,2125394214,-6039117206,53036320777,-3605555000,7909095,0,0,0,0,610671153,-2986974752,0,0,337854656195,-407377363626,0,0,0,-69522707431,-19473361406,36319314658,-20226560,16825726692
2016,3,16712638729,2552064778,0,385829723,0,-745801626,1095866284,0,20000597888,-70329029140,-211644895,-6274122569,660317347,-1095866284,-6640688533,-230791653,2893579325,-61227648514,-6087152211,-9437195,87251345014,0,0,0,-1702137439,79452618169,0,0,266204993269,-311373457651,0,0,0,-45168464382,-26943494727,104411504758,-385829723,77082180308
2017,1,13595330360,2687242965,0,223732457,0,0,667893100,0,17174198882,-60280170560,-23857493485,-908432789,57868556,-667893100,2351000000,106292704815,-59304642834,-19142860515,2237340702,0,0,0,0,0,0,2237340702,0,0,209776981231,-230222105928,0,0,0,-20445124697,-37350644510,128277807524,-223732457,90703430557
2017,2,23581095117,2761157654,213640408,169541983,0,-3396542461,898841379,0,24227734080,28232221777,-44215925820,30608593327,-1158697319,-875530010,-7469256605,-106292704815,57482042508,-19461522877,-7881253437,0,-33000000000,11733638000,0,0,1544844142,-27602771295,0,0,234872378698,-197788532702,0,-24194833575,0,12889012421,-34175281751,90703430557,228971530,56757120336
2017,3,32257486128,2815639526,-213640408,-391527516,0,3874170415,1326676753,0,39668804898,-22386567377,-37235015206,6153632956,-1364060370,-1326676753,-4055427478,3489351785,-7594435701,-24650393246,-3274329596,862254181,0,0,0,0,-45255412,-2457330827,0,0,318511024529,-340697814422,0,24194833575,0,2008043682,-25099680391,56757120336,-6985997,31650453948
2017,4,25611269178,2829076544,0,912679288,0,56157262,846318412,0,30255500684,-51477500327,85988774723,55937260472,4610516897,-1000283269,-7347333548,-196354,-4874868420,112091870858,-1004458613,-843229636,33000000000,-11733638000,0,-15000000000,1809466335,6228140086,0,0,299607381038,-394721241214,0,-42000000000,0,-137113860176,-18793849232,31650453948,-912679288,11943925428
2018,1,37575576414,2876801713,0,0,0,95712691,401651472,0,40949742290,19602465404,-23000841709,-3547663776,1594438166,-401651472,-5148945290,7896318613,-13538960235,24404901991,6543886638,27272728,0,0,0,0,0,6571159366,0,0,301080086737,-181090810320,0,0,0,119989276417,150965337774,28943925428,0,179909263202
2018,2,49273470740,3061106332,353358099,-504029118,0,-4290072576,1716150715,0,49609984192,-18895118409,11693550940,-19800911849,-4577769354,-1704631955,-4600000000,-7896318613,10723351659,14552136611,-26335204615,117295455,-139916000000,126866895486,-15000000000,0,1982408676,-52284604998,0,0,274695940181,-354856378365,0,-38813528500,0,-118973966684,-156706435071,179909263202,1768479248,24971307379
2018,3,11927320113,12130186468,0,0,0,-4245681978,936049122,0,20747873725,-49032391465,-22377619047,53669078137,-2702658952,-947567882,-5400000000,1338793807,-7313180052,-12017671729,-3927473295,275725381,-78885852603,48736594344,0,0,1187171883,-32613834290,0,0,338239142927,-291165587512,0,-18000000000,0,29073555415,-15557950604,24971307379,-1264450130,8148906645
2018,4,58729817273,-4498407692,-353358099,-1923799918,0,4252708715,1598856702,0,57805816981,-337679815,22755604983,-45681815236,5228230303,-1673820427,-5000000000,-1338793807,3339472787,35097015769,-5740694233,-232347085,218446352603,-129192909816,0,0,1871516658,85151918127,0,0,244920910914,-305466914416,0,9003359575,0,-51542643927,68706289969,8148906645,550401310,77405597924
2019,1,31629321165,4120079081,0,-1364390061,0,-1419099624,1096655816,0,34062566377,66476901011,-7317119836,-15103612469,-4327177932,-1096655816,-15851763203,0,0,56843138132,-9447916761,0,0,0,0,0,1356702664,-8091214097,0,0,247092101145,-339239344683,0,0,0,-92147243538,-43395319503,77405405987,-1419099624,32590986860
