Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,10408779300,-3097340773,-5537420399,-5807498913,-8737308062,2032278150,-5220023245,0,-15958533942,-93119238957,0,-300000000000,0,0,0,130302393,-392988936564,300000000000,0,121318447504,-3928600000,0,-4893285400,0,412496562104,3549091598,28460522361,0,32009613959
2015,1,10111710264,-2100784178,-5000086555,-5762391841,-3364222877,1846312730,-4127630753,0,-8397093210,-54595705962,0,0,0,0,0,346584280,-54249121682,0,0,61407731352,-9595600000,0,-716482140,0,51095649212,-11550565680,32009613959,0,20459048279
2015,2,22614225662,-4072348984,-4462611937,-5048259355,0,3853450158,-5755107096,0,7129348448,-21189969101,0,0,300000000000,0,0,8856689240,287666720139,0,0,2181939492,-5595600000,0,-117564400,0,-3531224908,291264843679,20459048279,0,311723891958
2015,3,22493386551,-3731796841,-4024027938,-5971749161,-1443326030,2402982911,-4479404817,0,5246064675,-70685691334,0,0,0,0,0,2566935584,-68118755750,0,0,110422230404,-11667100000,0,-31014832360,0,67740298044,4867606969,311723891958,0,316591498927
2015,4,59797800549,-1722360672,-5739664908,-7756186692,-61423091,25306944501,-35290008132,0,34535101555,-28237459317,0,0,0,0,0,293976544,-27943482773,0,0,28269423440,-11667100000,0,-1339147250,0,15263176190,21854794972,316591498927,0,338446293899
2016,3,26651792051,-4650243280,-5339631464,-13646366535,-1475959413,7083517580,-9713777215,0,-1090668276,-53045152160,0,-250000000000,70000000000,0,0,9928380952,-223116771208,0,0,0,-11667110000,0,-5245463000,0,-16912573000,-241120012484,306873566373,0,65753553889
2016,4,55413063036,-4770225552,-4979807274,-12989640086,-867384479,7399747900,-10121803449,0,29083950096,-32580369447,0,0,0,0,0,4230634262,-28349735185,0,0,0,-11667090000,0,-36082001170,0,-47749091170,-47014876259,65753553889,0,18738677630
2017,1,36214824259,-3114819482,-5579597990,-12874124841,-878799870,7658435185,-13160942560,0,8264974701,-61592306049,0,0,100000000000,0,0,4749349749,43157043700,0,0,0,-11000100000,0,-6063094000,0,-17063194000,34358824401,18738677630,0,53097502031
2017,2,30497269050,-3157639007,-5263101386,-11005478582,-301219662,15152764761,-15487272689,0,10435322485,-25332108854,0,0,0,0,0,4273354904,-21058753950,0,0,0,-6750000000,0,-1803431550,0,-8553431550,-19176863015,53097502031,0,33920639016
2017,3,31718932268,-4141732938,-4541437893,-2994534045,-438538346,24615695413,-11615235762,0,32603148697,-61769992837,0,-103000000000,150000000000,0,0,5987450310,-8782542527,0,0,47652565951,-6750000000,0,-9992727580,0,30909838371,54730444541,33920639016,0,88651083557
