date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,9200,8400,0,6510,2690,110
2019-12-03,400,0,20,610,0,670
2019-12-04,1055,0,0,265,0,0
2019-12-05,640,0,500,3120,0,10
2019-12-06,450,0,1090,3850,2070,0
2019-12-09,6110,4000,300,10330,4770,0
2019-12-10,255,0,190,305,0,180
2019-12-11,820,0,20,3350,2400,0
2019-12-12,1250,0,120,2220,0,0
2019-12-13,2180,0,120,14070,9920,30
2019-12-16,8110,3000,0,270,0,1000
2019-12-17,485,0,0,1805,0,0
2019-12-18,9475,2400,810,6535,4330,800
2019-12-19,1670,0,0,9680,7710,0
2019-12-20,14220,10610,0,34410,31090,10
2019-12-23,16094,7574,460,25836,22310,1040
2019-12-24,5600,4170,0,2110,0,140
2019-12-25,6875,3230,850,5195,3710,10
2019-12-26,35165,21220,0,12095,10900,1110
2019-12-27,25965,18940,4250,25895,23710,0
2019-12-30,3565,1900,1410,8135,6190,40
2019-12-31,190,0,0,120,0,20
2020-01-02,2655,900,0,7415,0,230
2020-01-03,1260,0,210,510,0,0
2020-01-06,1825,0,400,1215,0,260
2020-01-07,690,0,50,5840,0,0
2020-01-08,4460,2900,650,11850,9210,0
2020-01-09,1900,0,30,1440,0,500
2020-01-10,20500,18890,20,5050,4000,490
2020-01-13,10570,2000,650,21390,19500,40
2020-01-14,34250,26200,4670,58700,56210,970
2020-01-15,40180,36990,10,8220,6540,690
2020-01-16,5470,5000,410,4290,2190,320
2020-01-17,15215,11000,0,1465,0,1040
2020-01-20,5975,4000,40,2105,0,2410
2020-01-21,21060,20400,4270,17060,15270,190
2020-01-22,270,0,10,2250,1270,230
2020-01-30,21035,18500,60,6905,4700,230
2020-01-31,2150,880,10,13190,12000,20
2020-02-03,4620,0,1970,5440,1030,220
2020-02-04,3355,960,550,8575,5800,590
2020-02-05,1905,0,100,1365,0,0
2020-02-06,6180,2700,1100,14480,10150,110
2020-02-07,11363,10018,1060,11027,8772,510
2020-02-10,1920,0,1520,1750,0,30
2020-02-11,2530,0,60,4250,3550,1000
2020-02-12,4260,980,0,490,0,110
2020-02-13,16940,4020,1000,34180,19630,80
2020-02-14,5627,3000,100,1283,0,110
2020-02-17,3705,2835,15900,20445,19715,130
2020-02-18,2750,1040,200,2070,1300,10
2020-02-19,29100,15590,20,18520,17780,5700
2020-02-20,14840,9640,50,18790,17360,10010
2020-02-21,2679,0,90,3301,1210,100
2020-02-24,2530,1260,250,3730,0,30
2020-02-25,335,0,30,9395,5080,140
2020-02-26,3318,2738,1230,20072,15390,60
2020-02-27,925,0,1120,545,0,100
2020-02-28,2890,2000,510,3930,0,60
2020-03-02,10860,5840,2000,9730,2580,1080
2020-03-03,27780,12530,2340,9900,4560,980
2020-03-04,15790,13170,80,39230,34890,180
2020-03-05,17110,10790,2020,1000,0,25840
2020-03-06,20284,13154,1010,39566,37056,8090
2020-03-09,6705,4690,970,18155,6500,120
2020-03-10,11265,6670,490,11915,10190,4140
2020-03-11,12715,9620,7400,19495,9040,8040
2020-03-12,4290,1200,500,188930,183710,280
2020-03-13,6930,2310,750,28110,20470,60
2020-03-17,3490,2670,310,4340,1690,110
2020-03-18,8740,7680,300,10760,6960,7790
2020-03-19,16715,13735,270,42645,37605,1120
2020-03-20,12040,7810,5400,35190,30790,70
2020-03-23,1095,0,0,6115,3360,0
2020-03-24,8454,2720,800,16136,9520,1320
2020-03-25,14835,5130,2020,33425,17450,170
2020-03-26,12750,5420,340,21180,14360,2800
2020-03-27,22989,12690,4450,10211,6840,100
2020-03-30,5174,2535,170,8076,1590,1350
2020-03-31,5868,4193,10,5092,1317,760
2020-04-01,2565,0,520,5085,1500,90
2020-04-02,3825,3825,0,3825,3825,0
2020-04-03,6505,0,660,3655,1060,830
2020-04-06,10655,2010,20,6795,4760,580
2020-04-07,22300,17380,270,16760,11300,5260
2020-04-08,8950,0,1980,16790,8000,570
2020-04-09,7678,2200,550,18812,13370,870
2020-04-10,9270,3100,0,15780,8760,170
2020-04-13,26228,14860,610,35692,29000,2300
2020-04-14,9966,3170,310,29244,22759,1100
2020-04-15,13596,9930,340,25344,13680,2980
2020-04-16,9910,6030,470,22990,10030,1250
2020-04-17,16000,11280,1060,47560,34460,2950
2020-04-20,7620,2680,9880,97770,74800,2190
2020-04-21,19352,7000,4250,32208,15000,5000
2020-04-22,22195,8560,150,5735,1200,2350
2020-04-23,21411,9681,1810,31029,18209,360
2020-04-24,27796,15320,1040,31104,23271,1750
2020-04-27,12715,8320,0,6225,2000,190
2020-04-28,3740,1130,920,9210,5820,20
2020-04-29,10270,3000,200,9420,7280,480
2020-05-04,3492,1320,2150,6028,3238,1060
2020-05-05,4705,3000,1020,9375,4170,240
