Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2005,0,338425765560,0,338425765560,-295794239659,42631525901,3128758317,-11489713904,-11488613904,-230328535,-25096964455,8943277324,301393316,-1093412005,-792018689,0,8151258635,-364466563,0,-364466563,7786792072,3404872947,4381919125,1905,0
2006,0,297615268076,-4441221161,293174046915,-246095401653,47078645262,1193539010,-12170540273,-12121295114,-312399555,-21171393937,14617850507,4030185603,-3453624118,576561485,0,15194411992,-786057007,0,-786057007,14408354985,3816236518,10592118467,4605,0
2007,0,460549926442,-653340093,459896586349,-399339659383,60556926966,7465643868,-12781003237,-12781003237,-292965895,-26381112509,28567489193,4251576242,-4384970126,-133393884,0,28434095309,-2024855070,0,-2024855070,26409240239,5874423285,20534816954,7947,0
2008,0,582999223088,-4034616121,578964606967,-497490056183,81474550784,9262877340,-22107047139,-19566002823,-35115371,-34965568815,33629696799,1397674695,-1472188590,-74513895,0,33555182904,-4103206492,0,-4103206492,29451976412,5215605845,24236370567,4909,0
2009,0,592478315545,-971363024,591506952521,-514493677403,77013275118,32018323629,-29394833479,-16222138511,0,-44739598644,34897166624,19602493958,-14516360693,5086133265,0,39983299889,-4529249985,0,-4529249985,35454049904,5463404721,29990645183,4998,0
2010,0,821908139631,-213558343,821694581288,-698323104844,123371476444,8398567772,-31283832868,-29831468490,0,-59821666781,40664544567,5545257576,-2648546376,2896711200,0,43561255767,-5886821435,0,-5886821435,37674434332,2192116927,35482317405,3823,0
2011,0,919803324223,-2738133924,917065190299,-755118795857,161946394442,11189268956,-54401347206,-48905451314,0,-77054242244,41680073948,9480987051,-6931703508,2549283543,0,44229357491,-5077687157,0,-5077687157,39151670334,1595837516,37555832818,2691,0
2012,0,811272974234,-1578247732,809694726502,-606183839496,203510887006,32721374928,-121964273724,-64485815942,0,-72399279687,41868708523,12422462326,-7085574818,5336887508,0,47205596031,-5893388656,0,-5893388656,41312207375,0,41312207375,2284,0
2013,0,1159329463198,-2536824603,1156792638595,-939838635485,216954003110,446069991,-71653964023,-61790553558,0,-81685719840,64060389238,6788704088,-9499743477,-2711039389,0,61349349849,-17017273062,0,-17017273062,44332076787,0,44332076787,2302,0
2014,0,1299121499907,-3832638534,1295288861373,-1074000486795,221288374578,1076923749,-48605252573,-48450553468,0,-84874263106,88885782648,3638708281,-976269057,2662439224,0,91548221872,-20182578046,0,-20182578046,71365643826,0,71365643826,2119,0
2015,0,1241497570234,-2365513857,1239132056377,-1016111691753,223020364624,2012217598,-44611524239,-39904432645,0,-102170477509,78250580474,3334193959,-922564384,2411629575,0,80662210049,-17529967361,0,-17529967361,63132242688,0,63132242688,1700,0
2016,0,913683804566,-12280184378,901403620188,-727287997723,174115622465,551028427,-38963013700,-39010302538,0,-77226304384,58477332808,5549842945,-3135609285,2414233660,0,60891566468,-12328836912,0,-12328836912,48562729556,0,48562729556,1279,0
2017,0,969029447867,-24239367443,944790080424,-791299687224,153490393200,9481028354,-45082481276,-42096808358,0,-81013098269,36875842009,5062001835,-1900495341,3161506494,0,40037348503,-8536807071,0,-8536807071,31500541432,0,31500541432,906,0
2018,0,695514763545,-56423008366,639091755179,-521178692814,117913062365,108995219,-42955346672,-40204857627,0,-63704844254,11361866658,2520525336,-1942030505,578494831,0,11940361489,-2370632157,0,-2370632157,9569729332,0,9569729332,275,0
2019,0,828047388751,-7163192076,820884196675,-714936622548,105947574127,41086022,-42172167610,-39057088526,0,-61189791629,2626700910,5517715732,-914923608,4602792124,0,7229493034,-1575451945,0,-1575451945,5654041089,0,5654041089,163,163
