Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2006,0,1322026875388,19355657463,18869646323,664096435487,664096435487,0,0,0,0,0,0,491516417189,492983681400,-1467264211,0,0,0,3065500000,0,3065500000,0,0,0,0,0,0,86111325288,21484653988,0,64626671300,0,39011893638,23543061151,9120366907,0,6348465580,0,0,1322026875388,810732950325,0,402000000000,402000000000,0,368001017591,0,31674461171,0,9057471563,511293925063,500000000000,500000000000,0,0,0,0,0,1497393540,0,0,9796531523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,12367440523920,51375779149,204851813428,5383350570684,5383350570684,0,0,9186340000,9186340000,0,0,4175419504028,4183502661210,-8083157182,0,0,0,382520500000,0,382520500000,0,382600000000,0,301100000000,81500000000,0,343948952301,50050466277,0,293898486024,0,1434187064330,1009147902430,155877605423,0,269161556477,0,0,12367440523920,10189031410022,0,7091784957044,7091784957044,0,2804868805796,0,51899340963,0,240478306219,2178409113898,2048000000000,2000000000000,0,48000000000,0,0,0,2535806183,0,0,127873307715,0,0,4102511136,0,0,0,0,4102511136,0,0,0,0,0,4102511136,0,0,0,0,0,0,0,0,0
2008,0,14381310018542,67478801936,216116747098,2945975032363,2945975032363,0,0,480531192889,494698780889,-14167588000,368865092,6227158358011,6252699297805,-25540939794,0,0,0,1955500000000,955000000000,1000500000000,0,748159000000,0,0,748159000000,0,823991020135,97166777655,0,726824242480,0,916031001018,150637515167,124200304363,0,641193181488,0,0,14381310018542,12114654782613,0,2235084174268,2235084174268,0,9508142250589,0,25472932213,0,345955425543,2266655235929,2045648602000,2000000000000,0,48000000000,-2351398000,0,0,53494245590,0,0,167512388339,0,0,37274279464,0,0,0,0,37274279464,0,0,0,0,0,37274279464,0,0,0,0,0,0,0,0,0
2009,0,27469197000000,139081000000,920132000000,6357324000000,6357324000000,0,0,16500000000,16500000000,0,3663000000,12701664000000,12828748000000,-127084000000,0,0,0,4865643000000,3335951000000,1540500000000,-10808000000,269799000000,0,0,269799000000,0,853627000000,126040000000,0,727587000000,0,1341764000000,419678000000,307391000000,0,615415000000,0,-720000000,27469197000000,25052152000000,0,9943404000000,9943404000000,0,14672147000000,0,31884000000,0,404717000000,2417045000000,2043043000000,2000000000000,0,48000000000,-4957000000,0,0,102880000000,0,0,271122000000,0,0,529459000000,0,0,0,0,529459000000,8981000000,0,0,0,0,520478000000,682890000000,0,0,0,0,0,0,682890000000,0
2010,0,51032861000000,201671000000,505232000000,11636741000000,11636741000000,0,0,98829000000,99512000000,-683000000,0,24103032000000,24375588000000,-272556000000,0,0,0,8767942000000,7481361000000,1300000000000,-13419000000,333389000000,0,0,333389000000,0,1526154000000,126554000000,0,1399600000000,0,3859871000000,2030462000000,957083000000,0,872326000000,0,0,51032861000000,46849647000000,903716000000,13271539000000,13271539000000,0,25633644000000,2900000000,380398000000,5745356000000,912094000000,4183214000000,3590259000000,3497519000000,0,98000000000,-5260000000,0,0,169291000000,0,0,423664000000,0,0,1269565000000,587664000000,521013000000,66651000000,0,681901000000,0,0,0,0,0,681901000000,587664000000,0,0,0,0,0,0,587664000000,0
2011,0,70989542000000,425219000000,35112000000,18845175000000,18845175000000,0,0,17804000000,36165000000,-18361000000,4036000000,28806884000000,29161851000000,-354967000000,0,0,0,15097394000000,12501240000000,2610840000000,-14686000000,333313000000,0,0,334289000000,-976000000,2254983000000,167782000000,0,2087201000000,0,5169622000000,2599671000000,1645443000000,0,924615000000,0,-107000000,70989542000000,65158674000000,2184954000000,15909083000000,15909083000000,0,34785614000000,0,226386000000,11205240000000,847397000000,5830868000000,4908535000000,4815795000000,0,98000000000,0,-5260000000,0,278109000000,9000000,0,644215000000,0,0,2670578000000,0,0,0,0,2670578000000,0,0,0,0,0,2670578000000,538228000000,0,0,0,0,0,0,538228000000,0
2012,0,116537614000000,484887000000,3031869000000,29862248000000,20996608000000,8890044000000,-24404000000,13387000000,40564000000,-27177000000,5847000000,55689293000000,56939724000000,-1250431000000,0,0,0,12699276000000,8418596000000,4290544000000,-9864000000,391703000000,0,0,435326000000,-43623000000,4127127000000,398883000000,0,3728244000000,85456000000,10146521000000,1494165000000,4460581000000,110000000,4256393000000,0,-64728000000,116537614000000,107028802000000,0,21777251000000,15505603000000,6271648000000,77598520000000,0,385245000000,4370389000000,2897397000000,9506050000000,8962251000000,8865795000000,0,101716000000,-5260000000,0,0,517732000000,9000000,0,26058000000,0,2762000000,4950731000000,0,0,0,0,4950731000000,35554000000,0,0,0,0,4915177000000,336437000000,0,0,0,0,0,0,336437000000,0
2013,0,143625803000000,541115000000,1981052000000,30262605000000,17626577000000,12636028000000,0,29015000000,51887000000,-22872000000,0,75322050000000,76509671000000,-1187621000000,0,0,0,18655008000000,8101622000000,10562229000000,-8843000000,361504000000,0,0,400428000000,-38924000000,4151534000000,405949000000,0,3745585000000,17248000000,12304672000000,2110623000000,5659818000000,0,4789212000000,0,-254981000000,143625803000000,133267329000000,2119145000000,20685381000000,12155603000000,8529778000000,90761017000000,6272000000,476390000000,16909575000000,2309549000000,10355697000000,8962251000000,8865795000000,0,101716000000,-5260000000,0,0,642480000000,0,0,750966000000,0,2777000000,6563845000000,0,0,0,0,6563845000000,486276000000,0,0,0,0,6077569000000,1774825000000,0,0,0,0,0,0,1774825000000,0
2014,0,169035546000000,801433000000,3346049000000,29491363000000,24496548000000,4999952000000,-5137000000,31828000000,50877000000,-19049000000,18611000000,103048466000000,104095714000000,-1047248000000,0,0,0,13471098000000,5794806000000,8043327000000,-367035000000,321032000000,0,0,341590000000,-20558000000,4105750000000,383906000000,0,3721844000000,17095000000,14382821000000,1574121000000,6921697000000,0,5939000000000,0,-51997000000,169035546000000,158552574000000,761158000000,28142891000000,21506420000000,6636471000000,123227619000000,0,214487000000,3911000000000,2295419000000,10480064000000,8962251000000,8865795000000,0,101716000000,-5260000000,0,0,734463000000,0,0,783350000000,0,2908000000,13913685000000,4761609000000,0,0,4761609000000,9152076000000,187506000000,0,0,0,0,8964570000000,10892735000000,4131126000000,15815000000,164527000000,3950784000000,0,0,4761609000000,2000000000000
2015,0,204704140000000,1917860000000,4362518000000,29793709000000,25935846000000,3863000000000,-5137000000,54378000000,70927000000,-16549000000,0,130005807000000,131427193000000,-1421386000000,0,0,0,17316651000000,7479883000000,10399493000000,-562725000000,303409000000,0,0,313397000000,-9988000000,4056266000000,361018000000,0,3695248000000,16955000000,16876587000000,1950668000000,8872126000000,0,6124385000000,0,-70592000000,204704140000000,193446378000000,4224915000000,28145783000000,24319748000000,3826035000000,148828876000000,100011000000,414632000000,8259448000000,3472713000000,11257762000000,9582401000000,9485945000000,0,101716000000,-5260000000,0,0,863808000000,0,0,808832000000,2721000000,0,17371582000000,7841919000000,0,0,7841919000000,9529663000000,193394000000,0,0,0,0,9336269000000,18578113000000,10735194000000,560318000000,1238878000000,8935998000000,0,0,7841919000000,1000000000
