Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2006,0,50000000,67938560,10225.87850126,603.40052522,8933.34507526,6325.24480296,141.07005394,103.82178687626,92.01348823,406,0,1.58564948767014,0.613249976546096,0.0137953970333813,0.00533537012621614,1159543.43202367,0,0,0,0.465699715089817,0.324710739004683,0.233791732097956,0.125708442754167,0,0,34.0256480091908,46.2330705762258,52.1662648850108,0.469397323604868,7.95491518382408,0.53731272659478,0.758863909544459,0,0,0,0.0229017543856772,0.0433843224851359,0,0.117345561421163,-0.534300284910183,0.0106277511415011,0,0,0,0,0.630656401541391,1.0371416830898,0.386750023453904,1.33962586469776,0.0136826683204691,-0.217522898427449,0.00297629367128987,-0.00862836087985772
2007,0,200000000,217938560,10892.04556949,1311.688743075,9422.55313937,2209.961581365,634.445279545,582.223980506249,117.98763902125,2457,0,4.67728093176674,0.823859341818971,0.0943517214138373,0.0185382019924916,20859617.9367089,0,0,0,0.719503248440272,0.671785897391525,0.483685846123575,0.273268488140625,0,0,7.56566429723045,8.24424991190908,40.6822277301057,0.440688571249225,3.65940473709283,0.509416071101185,2.17198345911301,8.35490855304307,3.26058086575072,3,0.0157875185047953,0.0784308533736288,0,1.73119415396164,-0.280496751559728,0.0275763631719582,7.48608750969094,6.62190502666859,0,0,0.213799430606849,0.520714169515536,0.176140658181029,1.49151455945646,0.00503098004649351,-0.384050539526938,0.00193215060120509,-0.00535361873291114
2008,0,200000000,217938560,11333.276179645,2388.934599805,7699.154967245,8671.30938283,973.848751655,893.691095008612,-131.48372841625,974,0,5.34472759270236,0.842388820419936,0.0876341645486326,0.014562904538050502,25810992.622714,0,0,0,0.601211333224541,0.563767252573568,0.407649816673295,0.35655740295597,0,0,6.87991845613986,7.49699760624272,0,0.591179451889954,2.80459749737263,0.870225372590139,0.772663009033748,0.162836400201558,0.040509434829298,0,0.0149410774278903,0.120176467119055,0,1.95287962859008,-0.398788666775459,0.0214777068327739,0.49460865790307,2.38987058180451,0,0,0.187100274551951,0.362508274902122,0.157611179580064,0.65761524523023,0.0188644287804481,-0.216533786730219,0.00408478619833295,-0.00342850627752484
2009,0,200000000,217938560,12085.225,4299.96,8447.29,17449.025,1592.025,1460.9851510444,1547.9775,1592,0,10.3647850991603,0.912008894908723,0.13596301383999398,0.0152163031075791,42195202.7564272,0.186567164179104,1.27362,0.785163549567375,0.604492832491465,0.48278356077731,0.370241816202941,0.641785074626866,0,0,4.20847662568113,4.58594667797302,4.32822828497184,0.554395966976204,1.55815402933981,0.793153780679958,0.383975608952363,0.910062224135606,0.0663487599204129,0,0.0354101896059059,0.0914744199400745,0,0.310230464020788,-0.395507167508535,0.0248436177735995,1.05171357025013,0.543113955735265,0,0,0.0964805338878672,0.188408486938866,0.0879911050912773,0.874360650830448,0.0279213528865015,-0.354788998202102,0.00990618881904922,-0.0109707611132873
2010,0,4961426379.81667,4979364939.81667,11960.5182988284,4249.1834926415,7958.8245267574,562.703905344084,99.6344523040703,99.2755112297916,94.0286047370995,2178,0,11.1994382787971,0.918029012717903,0.149790788512996,0.0125940392543594,65508746.3556851,0.216417910447761,0.0687134153821175,14.5531988832016,0.542724874845239,0.441899257145933,0.332621655810949,0.63420649143903,0,0,67.2458155292764,67.4889498628882,71.2549124676788,0.560176393079579,1.57677351698337,0.841832858291415,11.9067949171297,0.857821362597531,0.730714157162982,0.7487595,0.0346202923964539,0.106376001941434,-0.0656266549480194,0.216175436721169,-0.457275125154761,0.0205491682778558,0.900075361991677,0.747095636378234,0,0,0.0892901925173524,0.171614896018098,0.0819709872820965,0.95092168713898,0.013986575421278,-0.799446222256116,0.011181514882841,-0.00805513636905118
2011,0,481579500,499518060,12107.7994391373,4627.13632951569,7773.72583342937,23685.0966455175,1563.66498158663,1507.51105976028,1446.18905082131,1745,0,11.1747811818069,0.91786300015853,0.150394015147869,0.0123424712427602,99791810.2305857,0.194029850746269,1.2028192166051,0.831380132770451,0.494763352352026,0.44919747219223,0.337933631134291,0.690617362614282,0,0,4.28480529966309,4.4444118380567,4.63286594252321,0.553362321012926,1.4479798136186,0.861877578855171,0.282878305302081,0.391055500494084,0.393872749517476,0.376917466352577,0.0350017687335771,0.143528807714934,-0.107325243120737,0.16946784616244,-0.505236647647974,0.0180704194130647,0.196354771011062,0.357029613113141,0,0,0.0894872108662002,0.199948487494844,0.0821369998414696,0.838330782374576,0.0223378481702002,-0.544918507920474,0.0121723068950596,-0.00379308393888621
2012,0,886579500,904518060,10722.1630998687,3315.50188110598,6520.07857163402,-10426.9182853878,29.4006346864551,28.817556169083,-553.486179186413,33,0,11.2590194665502,0.918405640259633,0.00339911838871408,0.000277997070461624,3454280.41346409,0,0,0,0.428808255677241,0.620932240523417,0.00886762720721113,0.494851027030743,0,0,227.886236860278,232.497161129441,0,0.624873911877173,2.02081019413116,1.02759497855574,-0.642567613614975,0.641616648266304,0.630297581766557,0.840982641495329,0.022641371539849,0.120134362069626,0,0.561451495258935,-0.571191744322759,0.013442991691294,0.952541489907482,1.23076470635246,0,0,0.0888176810574783,0.166949351563418,0.0815706592379693,0.733773324542788,0.0880662329870092,-0.24936468821113,0.0219606087307343,0.0131179946476008
2013,0,886579500,904518060,11680.5058091237,2670.98100057581,7458.87875819371,5588.52872190255,958.449862646271,939.441717725349,893.628264583154,959,0,12.8689868967777,0.927878739170565,0.0855656856368173,0.0065323711519364005,112608269.281739,0.111940298507463,1.27793315019503,0.782513545287864,0.214171906942332,0.422310968958678,0.358838143154013,0.398653880682956,0,0,6.99045433790492,7.13189533058269,7.49752471529682,0.573605296678727,2.50844165441672,0.89825833308256,1.1988844172423,0.232441596067,0.089379605619579,0,0.0183008150339904,0.0798004699048327,-0.0598345379114431,0.12245574979397,-0.785828093057668,0.00389883409318844,0.34369585282851,0.169623041779663,0,0,0.0777061945917742,0.135351477331539,0.0721019258635581,0.842979436865499,0.0405673029230514,-0.382635622050583,0.0155224951888762,0.00738678508059179
2014,0,886579500,904518060,11820.7831333795,3674.04502359912,7626.08203776424,14795.8203409847,891.754208167457,874.068783104231,800.589794823814,892,0,15.1289700139236,0.937983623870449,0.0758898127119043,0.00505729923144418,104772197.190565,0,0,0,0.501324242869857,0.310790453416952,0.242717278215031,0.548364928895392,0,0,7.51328105730884,7.66530063710219,8.36883013413188,0.566798318216377,1.82360312869455,0.878563850588245,0.452830586313683,0.176916281540302,0.012009524805525,0,0.0196244906997725,0.0742432163614201,-0.0529592532869844,0.192059692622613,-0.498675757130143,0.0104456787205892,0.36055628836778,0.357715273287429,0,0,0.0660983529665056,0.100677190225142,0.061999172647391,0.844743368773521,0.0202474618695636,-0.496873804962247,0.0100604334199581,-0.00687279617936088
2015,0,948594500,966533060,11867.8339374728,4151.21529800141,7972.33591381776,5488.40310585819,821.45645762652,822.661979094642,700.18537952729,839,0,17.1833778330009,0.945004717540153,0.0731563496736058,0.00425499367492913,105371057.513915,0,0,0,0.472134328130793,0.258278438323743,0.201921367660279,0.619584372836032,0,0,8.15624484754637,8.14429275967452,9.56889446124012,0.56455120920126,1.61398518723558,0.840406133463026,1.22075581380831,0.211012386708296,0.0742073712526947,0.0699486058497856,0.0221788561110501,0.0719570565389804,-0.0480208591743791,0.0630660951897567,-0.527865671869207,0.00994906385189182,0.262561040697603,0.207755835970506,0,0,0.0581957755755965,0.0856577831651628,0.0549952824598467,0.883075895836235,0.0172161936076654,-0.628188039295065,0.0108150069065235,-0.00715111757685634
