Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2011,0,7781058000000,-5883524000000,1897534000000,256348000000,-37900000000,218448000000,54762000000,-17782000000,-9289000000,77039000000,-1607000000,75432000000,9229000000,2228334000000,-1125836000000,1102498000000,-101536000000,1000962000000,-247933000000,0,-247933000000,753029000000,0,1745
2012,0,9951489000000,-8075961000000,1875528000000,193828000000,-41731000000,152097000000,47963000000,140376000000,23548000000,721154000000,-32120000000,689034000000,10910000000,2939456000000,-1678993000000,1260463000000,564740000000,1825203000000,-137289000000,-645000000,-137934000000,26066000000,-1661203000000,33
2013,0,9174718000000,-7070660000000,2104058000000,219433000000,-86302000000,133131000000,63400000000,696000000,-16199000000,105296000000,-28670000000,76626000000,6325000000,2368037000000,-1860870000000,507167000000,492881000000,1000048000000,-150599000000,321000000,-150278000000,849742000000,-28000000,959
2014,0,10312849000000,-7586884000000,2725965000000,440321000000,-86722000000,353599000000,65559000000,3555000000,-6931000000,296940000000,-189174000000,107766000000,7820000000,3257333000000,-1624353000000,1632980000000,-620632000000,1012348000000,-221464000000,-137000000,-221601000000,790611000000,-136000000,892
2015,0,11991798000000,-8295644000000,3696154000000,189988000000,-92550000000,97438000000,26565000000,4160000000,-69645000000,304992000000,-130408000000,174584000000,8564000000,3937820000000,-2078640000000,1859180000000,-842126000000,1017054000000,-221437000000,-461000000,-221898000000,795130000000,-26000000,839
2016,0,14568653000000,-10393205000000,4175448000000,409808000000,-71743000000,338065000000,102040000000,-10104000000,10539000000,736223000000,-371907000000,364316000000,-14193000000,4966111000000,-2507759000000,2458352000000,-1301913000000,1156439000000,-243378000000,0,-243378000000,913248000000,187000000,896
2017,0,18220214000000,-13423554000000,4796660000000,1526170000000,-69305000000,1456865000000,54247000000,16456000000,-12372000000,359978000000,-222486000000,137492000000,2816000000,6452164000000,-2896897000000,3555267000000,-1629956000000,1925311000000,-386183000000,0,-386183000000,1539128000000,0,1510
2018,0,22641366000000,-17085464000000,5555902000000,822989000000,-109047000000,713942000000,61747000000,0,277881000000,251134000000,-121073000000,130061000000,2202000000,6741735000000,-3222791000000,3518944000000,-1425091000000,2093853000000,-421534000000,0,-421534000000,1672319000000,0,1390
2019,0,27682704000000,-19852265000000,7830439000000,883881000000,-189775000000,694106000000,156272000000,0,464149000000,378101000000,-136365000000,241736000000,2334000000,9389036000000,-3951732000000,5437304000000,-2410964000000,3026340000000,-571851000000,-36599000000,-608450000000,2417890000000,0,1890
