Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2009,4,775711759713,-696848743810,78863015903,0,0,0,0,0,0,0,0,0,0,78863015903,0,78863015903,0,78863015903,-16630161871,0,-16630161871,62232854032,0,0
2010,1,689146436868,-476830173234,212316263634,63283268957,-17384190747,45899078210,28786118723,0,0,1446611617,-267559017,1179052600,163232800,288343745967,-127257437392,161086308575,0,161086308575,-40230768944,0,-40230768944,120855539631,0,0
2010,2,761956563132,-516768826766,245187736366,12374731043,10729190747,23103921790,40216881277,28446000000,9910000000,67166388383,-14501440983,52664947400,6526767200,406056254033,-140645562608,265410691425,-36758000000,228652691425,-38005231056,0,-38005231056,190647460369,0,0
2010,3,881262203575,-638473366578,242788836997,17293902827,-6022852629,11271050198,5152586280,300000000,40081186698,32080800998,-33578227,32047222771,-141500000,331499382944,-169828646922,161670736022,-2443423587,159227312435,-39842203109,0,-39842203109,119385109326,0,0
2010,4,1303549994903,-888702997815,414846997088,18593674130,6896729138,25490403268,19532692299,-683472068,17680122805,17192388822,-14542395526,2649993296,541726000,480058462688,-243652481779,236405980909,-57671640268,178734340641,-44549070556,0,-44549070556,134185270085,0,0
2011,1,1592666726654,-1199126978953,393539747701,43304513070,-5094665982,38209847088,1691793078,1793400000,40091500,3822690902,-171544349,3651146553,325206200,439251232120,-227207667386,212043564734,-9676260892,202367303842,-50510524410,0,-50510524410,151856779432,0,0
2011,2,1873532273346,-1466499021047,407033252299,30218486930,-6457334018,23761152912,34512206922,-400000,-389091500,635309098,-11455651,623853447,6102793800,471643767880,-255355332614,216288435266,-8053739108,208234696158,-50533475590,0,-50533475590,157701220568,0,0
2011,3,2099162481616,-1519520393465,579642088151,45597638282,-17144718762,28452919520,18063474196,0,-3148245175,1270465951,-278039105,992426846,775158200,624777821738,-303723967427,321053854311,-24629931773,296423922538,-73912191085,0,-73912191085,222511731453,0,0
2011,4,2205299261185,-1687727275399,517571985786,136974769850,-9202854856,127771914994,484819575,-17677649200,-7689384920,71296066982,-1145516768,70150550214,2026192500,692638428949,-339034689453,353603739496,-59388384112,294215355384,-73047290721,0,-73047290721,221168064663,0,0
2012,1,2423251621264,-1854832335933,568419285331,77367452124,-5402606452,71964845672,11944629571,3196780000,4440882486,7674266076,-7714363663,-40097587,960290200,660886615673,-291509351764,369377263909,-68633097752,300744166157,-76123226713,0,-76123226713,224620939444,0,0
