Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2014,4,3188004840131,-1995910043702,96659921492,36539228386,0,-2113196894,-491365241684,-37404961982,796015168906,0,5562792576434,-652898258805,-11370607435,-8219912267293,-500847799626,77314648575,-1009024971038,0,8866495988641,8474463157314,0,0,-1268000000000,0,-107733205306,12007294430367,0,0,0,12007294430367,-21102117539,261760000,-15728111453,0,0,0,-52730950170,55654895040,0,-33644524122,0,0,0,0,0,0,0,11973649906245,17001495637925,0,28975145544170
2015,1,1784181000000,-1903434000000,23006000000,39181000000,0,-1459000000,-429090000000,-44792000000,-530473000000,0,3452971000000,51672000000,5890000000,-7804950000000,0,-126000000,-852453000000,-761158000000,-15985988000000,11373917000000,0,10340000000,1690100000000,0,262740000000,-9087518000000,0,0,0,-9087518000000,-20410000000,139000000,0,0,39000000,0,0,14789000000,209000000,-5234000000,0,0,0,-347000000,0,0,-347000000,-9093099000000,28625145000000,0,19532046000000
2015,2,2673368000000,-1978154000000,38311000000,11740000000,0,10888000000,-313755000000,-72162000000,388227000000,0,-749154000000,-4618825000000,12721000000,-6701226000000,0,-24017000000,1801452000000,1583000000,5061927000000,6353896000000,7832000000,44082000000,9900000000,0,-314249000000,1274149000000,0,0,0,1274149000000,-10974000000,424000000,0,0,-39000000,0,0,1955000000,3041000000,-5593000000,0,0,0,-1476000000,0,0,-1476000000,1267080000000,19532046000000,0,20799126000000
2015,3,2476035000000,-1762466000000,37886000000,-37600000000,0,-68846000000,-576867000000,-559000000,235280000000,0,648343000000,3618084000000,0,-3923525000000,0,-17388000000,-2747689000000,14549000000,1543392000000,3050987000000,6220000000,315768000000,-43200000000,0,228418000000,2929239000000,0,0,0,2929239000000,-27755000000,1658000000,-112000000,0,115000000,0,0,0,284000000,-25810000000,620149000000,0,0,-258000000,0,0,619891000000,3523320000000,20799126000000,0,24322446000000
2015,4,3626681000000,-1951837000000,152205000000,57127000000,0,11991000000,-592618000000,36670000000,1350718000000,0,-2256185000000,-1200585000000,0,-8713698000000,0,-146550000000,-2080665000000,4208783000000,9382190000000,4592018000000,85959000000,44442000000,2691648000000,0,-112785000000,7845290000000,0,0,0,7845290000000,-44689000000,-174000000,-662000000,17401000000,-421000000,0,0,10904000000,5030000000,-12611000000,1000000,0,0,-679000000,0,0,-678000000,7832001000000,24322446000000,1000000,32154448000000
2016,1,2966586000000,-2586398000000,27378000000,20635000000,0,1160000000,-477400000000,-82082000000,-91329000000,0,-157454000000,-940890000000,0,-6219332000000,0,-448000000,952488000000,-3707332000000,-3683294000000,5988018000000,-63271000000,-4016000000,180452000000,0,86819000000,-7659589000000,0,0,0,-7659589000000,-8837000000,220000000,-57000000,0,0,0,0,14554000000,750000000,6630000000,0,0,0,-154000000,0,0,-154000000,-7653113000000,33761236000000,0,26108123000000
2016,2,3291581000000,-2577395000000,29934000000,-4911000000,0,-9529000000,-511074000000,-48952000000,180976000000,0,-2447870000000,-1275224000000,0,-3300402000000,0,-1153000000,-1368423000000,287610000000,3238818000000,4450709000000,66531000000,343787000000,41091000000,0,-115927000000,100523000000,0,0,0,100523000000,-13874000000,8957000000,57000000,0,0,0,0,0,901000000,-3959000000,0,0,0,-134000000,0,0,-134000000,96430000000,26108123000000,2000000,26204555000000
2016,3,2462862000000,-2320223000000,88360000000,190630000000,0,321816000000,-596225000000,14086000000,164879000000,0,1825444000000,-843784000000,0,-6393468000000,0,-7590000000,693475000000,165472000000,-5709451000000,3815054000000,-41007000000,25380000000,4024000000000,0,132818000000,-2148778000000,0,0,0,-2148778000000,-48395000000,171673000000,0,0,0,0,0,65250000000,476000000,189004000000,0,0,0,0,0,0,0,-1959774000000,26204555000000,0,24244781000000
2016,4,6683004000000,-2890411000000,192388000000,71157000000,0,30901000000,-847722000000,-122415000000,3116902000000,0,-5771147000000,716467000000,0,-15029792000000,0,0,-1323588000000,1601755000000,10142319000000,3726768000000,-28317000000,1761571000000,1262685000000,0,16673000000,192296000000,0,0,0,192296000000,-151442000000,75905000000,0,0,0,0,0,4200000000,0,-71337000000,1710946000000,0,0,0,0,0,1710946000000,1831905000000,24244781000000,0,26076686000000
2017,1,3445766000000,-2710347000000,77536000000,213622000000,0,-31923000000,-521856000000,-56065000000,470420000000,0,9622707000000,-3197719000000,44578000000,-9713697000000,0,0,-653326000000,-423572000000,2551625000000,9432112000000,41308000000,2087477000000,-255441000000,0,13227000000,10019699000000,0,0,0,10019699000000,-19791000000,0,0,0,-140000000,0,0,-12857000000,0,-32788000000,0,0,0,0,0,0,0,9986911000000,26342147000000,0,36329058000000
2017,2,4001057000000,-3409301000000,110334000000,-141048000000,0,281117000000,-513468000000,-29597000000,259963000000,0,-4052844000000,-2162216000000,0,-7636989000000,0,-8495000000,1013920000000,-1150059000000,-2219198000000,3313969000000,-40827000000,-2101662000000,3538294000000,0,-199705000000,-11445849000000,0,0,0,-11445849000000,10263000000,109000000,-12857000000,0,140000000,0,0,12857000000,696000000,11208000000,0,0,0,-246000000,0,0,-246000000,-11434887000000,36329058000000,0,24894171000000
